Sync Signal ID,Signal ID,Location Name,System ID,System Name,Limit,Isolated,Latitude,Longitude,Location
812,635,FM 969 RD / ED BLUESTEIN BLVD SVRD (Martin Luther King Jr Blvd / US 183),65,MLK - EAST,NO,false,30.2854214,-97.6640472,"(30.2854214, -97.6640472)"
781,309, 5TH ST / WEST AVE,63,5TH,NO,false,30.26931,-97.7509537,"(30.26931, -97.7509537)"
202,362, 2ND ST / PLEASANT VALLEY RD,24,PLEASANT VALLEY,NO,false,30.253912,-97.7123337,"(30.253912, -97.7123337)"
1287,462, BRAKER LN / BURNET RD,93,NON-CORRIDOR,NO,true,30.3911648,-97.7218094,"(30.3911648, -97.7218094)"
508,199, 1ST ST / ANNIE ST,19,SOUTH 1ST - NORTH,NO,false,30.247448,-97.7558212,"(30.247448, -97.7558212)"
283,395, LAKELINE MALL DR / NORTH LAKE CREEK PKWY,30,LAKELINE MALL,NORTH/EAST,false,30.475256,-97.7939301,"(30.475256, -97.7939301)"
522,70, DEAN KEETON ST / RED RIVER ST,23,RED RIVER - NORTH,NO,false,30.2871666,-97.7267456,"(30.2871666, -97.7267456)"
1379,4081, STEINER RANCH BLVD / GRIMES RANCH RD,94,QUINLAN PARK,NO,true,30.370918,-97.89509,"(30.370918, -97.89509)"
1408,514, BRAKER LN / PARKFIELD DR,100,BRAKER - WEST,NO,false,30.3861217,-97.6957474,"(30.3861217, -97.6957474)"
553,48, 38TH ST / GUADALUPE ST,35,GUADALUPE - NORTH,NO,false,30.302742,-97.7381439,"(30.302742, -97.7381439)"
1407,809, BRAKER LN / RESEARCH BLVD SVRD,100,BRAKER - WEST,NO,false,30.4003582,-97.7454987,"(30.4003582, -97.7454987)"
550,44, GUADALUPE ST / 29TH ST,35,GUADALUPE - NORTH,NO,false,30.2954292,-97.7428131,"(30.2954292, -97.7428131)"
1430,664, MANOR RD / SPRINGDALE RD,102,MANOR - EAST,NO,false,30.3089867,-97.6690598,"(30.3089867, -97.6690598)"
145,787, MOPAC EXPY / SLAUGHTER LN,20,SLAUGHTER,NO,false,30.2005672,-97.8654556,"(30.2005672, -97.8654556)"
215,553, OLTORF ST / MONTOPOLIS DR,25,MONTOPOLIS,NO,false,30.2150421,-97.7102966,"(30.2150421, -97.7102966)"
325,215, 15TH ST / ENFIELD RD,37,ENFIELD,NORTH/EAST,false,30.2801552,-97.753212,"(30.2801552, -97.753212)"
1183,776, PARMER LN / SPECTRUM DR,55,PARMER - WEST,NO,false,30.4816914,-97.7670975,"(30.4816914, -97.7670975)"
665,512, BRETTONWOODS LN / RUTHERFORD LN,40,CAMERON - NORTH,NO,true,30.3415089,-97.6919937,"(30.3415089, -97.6919937)"
339,416, CONGRESS AVE / BEN WHITE BLVD SVRD,39,CONGRESS - SOUTH,NO,false,30.2224789,-97.7641678,"(30.2224789, -97.7641678)"
1100,894, OLTORF ST / WICKERSHAM LN,86,OLTORF,NORTH/EAST,false,30.2256565,-97.7242966,"(30.2256565, -97.7242966)"
284,688, LAKELINE BLVD / RIDGELINE BLVD,31,LAKELINE,SOUTH/WEST,false,30.475338,-97.8108978,"(30.475338, -97.8108978)"
894,596, RUNDBERG LN / 35 SVRD,71,RUNDBERG,NO,false,30.358427,-97.6885452,"(30.358427, -97.6885452)"
1204,448, FAR WEST BLVD / MOPAC EXPY SVRD,57,FAR WEST,NORTH/EAST,false,30.3515854,-97.7483673,"(30.3515854, -97.7483673)"
913,487, MANOR RD / ANCHOR LN,72,MANOR,NO,false,30.2875366,-97.7013016,"(30.2875366, -97.7013016)"
727,243, 12TH ST / RIO GRANDE ST,58,12TH - WEST,NO,false,30.2757645,-97.7473602,"(30.2757645, -97.7473602)"
1190,4062, RIVERSIDE DR / ALAMEDA DR,89,RIVERSIDE,NO,false,30.2507015,-97.7405031,"(30.2507015, -97.7405031)"
620,9, AIRPORT BLVD / LAMAR BLVD,47,AIRPORT,NORTH/EAST,false,30.3376293,-97.7188721,"(30.3376293, -97.7188721)"
1169,1017, ANDERSON MILL RD / CASHELL WOOD DR,90,ANDERSON MILL WEST,NO,false,30.4629669,-97.8433228,"(30.4629669, -97.8433228)"
551,46, GUADALUPE ST / 30TH ST,35,GUADALUPE - NORTH,NO,false,30.2965031,-97.7421036,"(30.2965031, -97.7421036)"
365,964, BURNET RD / ADAMS AVE,41,BURNET,NO,false,30.3300705,-97.7398911,"(30.3300705, -97.7398911)"
1433,758, MANOR RD / NORTHEAST DR,102,MANOR - EAST,NO,false,30.3085327,-97.6707687,"(30.3085327, -97.6707687)"
1016,901, WEST GATE BLVD / JONES RD,79,WEST GATE,NO,false,30.2256088,-97.8038712,"(30.2256088, -97.8038712)"
685,1031, SLAUGHTER LN / ALICE MAE LN,20,SLAUGHTER,NO,false,30.167644,-97.7930979,"(30.167644, -97.7930979)"
1384,640, ANDERSON LN SVRD / LAMAR BLVD SVRD,95,US 183 - EAST,NO,false,30.3470039,-97.7124252,"(30.3470039, -97.7124252)"
626,352, 7TH ST / CHICON ST,48,7TH - EAST,NO,false,30.2625771,-97.7221146,"(30.2625771, -97.7221146)"
459,405, WILLIAM CANNON DR / BILL HUGHES RD,7,WILLIAM CANNON,NO,false,30.1956387,-97.78508,"(30.1956387, -97.78508)"
961,226, 15TH ST / COLORADO ST,74,15TH,NO,false,30.277298,-97.7408371,"(30.277298, -97.7408371)"
1385,638, ANDERSON LN SVRD / LAMAR BLVD SVRD,95,US 183 - EAST,NO,false,30.3477535,-97.7119446,"(30.3477535, -97.7119446)"
1185,4035,5400 BLK TERCELLO LN (Delacour Dr (Apple Campus)),55,PARMER - WEST,NO,true,30.433213,-97.735697,"(30.433213, -97.735697)"
397,581, BURLESON RD / BEN WHITE BLVD SVRD,44,BEN WHITE - EAST,NO,false,30.2156048,-97.7348709,"(30.2156048, -97.7348709)"
600,159, AIRPORT BLVD / BOLM RD,47,AIRPORT,NO,false,30.2600937,-97.6938629,"(30.2600937, -97.6938629)"
733,374, FAR WEST BLVD / VILLAGE CENTER DR,57,FAR WEST,NO,false,30.3543491,-97.7550812,"(30.3543491, -97.7550812)"
653,554, BRUSH COUNTRY RD / CONVICT HILL RD,7,WILLIAM CANNON,NO,true,30.2169132,-97.8459091,"(30.2169132, -97.8459091)"
110,192, MENCHACA RD / STASSNEY LN,14,STASSNEY - WEST,NO,false,30.2154312,-97.7977066,"(30.2154312, -97.7977066)"
1191,4010, GROVE BLVD / FAIRWAY ST (Ruiz Library),89,RIVERSIDE,NO,true,30.230108,-97.706307,"(30.230108, -97.706307)"
335,408, CONGRESS AVE / SHERATON AVE,39,CONGRESS - SOUTH,NO,false,30.2151566,-97.7687759,"(30.2151566, -97.7687759)"
1203,537, PARMER LN / 35 SVRD,55,PARMER - WEST,NORTH/EAST,false,30.4078636,-97.6739502,"(30.4078636, -97.6739502)"
374,78, ANDERSON LN / BURNET RD,41,BURNET,NO,false,30.3561535,-97.730896,"(30.3561535, -97.730896)"
98,941, MESA DR / STECK AVE,13,STECK,NO,true,30.3743553,-97.755455,"(30.3743553, -97.755455)"
845,21, MARTIN LUTHER KING JR BLVD / NUECES ST,68,MLK - WEST,NO,false,30.282238,-97.7437439,"(30.282238, -97.7437439)"
258,116, LAMAR BLVD / 12TH ST,29,LAMAR - SOUTH,NO,false,30.2768974,-97.7513962,"(30.2768974, -97.7513962)"
61,881, ST ELMO RD / WOODWARD ST,6,WOODWARD,NORTH/EAST,false,30.2102242,-97.7473145,"(30.2102242, -97.7473145)"
275,184, LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),29,LAMAR - SOUTH,NO,false,30.2362595,-97.7925873,"(30.2362595, -97.7925873)"
996,274, COLORADO ST / 9TH ST,77,CONGRESS - NORTH,NO,true,30.271244,-97.7430573,"(30.271244, -97.7430573)"
642,599, BURLESON RD / EMMA BROWNING AVE,42,BURLESON,NO,true,30.1731625,-97.6705399,"(30.1731625, -97.6705399)"
746,830, WALSH TARLTON LN / PINNACLE RD,59,LOOP 360 - SOUTH,NO,true,30.268981,-97.804552,"(30.268981, -97.804552)"
1060,97, ANDERSON LN / MOPAC EXPY SVRD,83,ANDERSON,NO,false,30.3612461,-97.7440109,"(30.3612461, -97.7440109)"
1415,459, BRAKER LN / KRAMER LN,100,BRAKER - WEST,NO,false,30.3908577,-97.7140121,"(30.3908577, -97.7140121)"
633,58, 38TH ST / SPEEDWAY ,50,38TH,NO,false,30.3005295,-97.733551,"(30.3005295, -97.733551)"
891,475, LAMAR BLVD / RUNDBERG LN,71,RUNDBERG,NO,false,30.3631401,-97.6970215,"(30.3631401, -97.6970215)"
1197,562,2901 BLK E PARMER LN (Samsung Plant Driveway),91,PARMER - EAST,NO,true,30.3780251,-97.6355438,"(30.3780251, -97.6355438)"
624,354, 7TH ST / PEDERNALES ST,48,7TH - EAST,NO,false,30.2609138,-97.7137146,"(30.2609138, -97.7137146)"
1022,753, EXPOSITION BLVD / WESTOVER RD,80,EXPOSITION,NO,false,30.3030338,-97.7643051,"(30.3030338, -97.7643051)"
337,406, CONGRESS AVE / ST ELMO RD,39,CONGRESS - SOUTH,NO,false,30.2182045,-97.7668762,"(30.2182045, -97.7668762)"
881,1016,SH 45  / ESCARPMENT BLVD,61,ESCARPMENT,SOUTH/WEST,true,30.1820621,-97.8996201,"(30.1820621, -97.8996201)"
826,348, METRIC BLVD / STONEHOLLOW DR,67,METRIC,NO,false,30.4005661,-97.7029953,"(30.4005661, -97.7029953)"
1045,726, HOWARD LN / HEATHERWILDE BLVD,82,HOWARD,NO,false,30.4194069,-97.6609497,"(30.4194069, -97.6609497)"
401,506,IH 35 SVRD / BEN WHITE BLVD SVRD,44,BEN WHITE - EAST,NO,false,30.215517,-97.7512589,"(30.215517, -97.7512589)"
443,137, 1ST ST / RIVERSIDE DR,19,SOUTH 1ST - NORTH,NORTH/EAST,false,30.259758,-97.7492752,"(30.259758, -97.7492752)"
126,530, SOUTHWEST PKWY / REPUBLIC OF TEXAS BLVD,17,SOUTHWEST PARKWAY,NO,false,30.2400837,-97.8302536,"(30.2400837, -97.8302536)"
589,661, BRAKER LN / JOLLYVILLE RD,43,BRAKER,SOUTH/WEST,false,30.4006977,-97.7488632,"(30.4006977, -97.7488632)"
829,436, METRIC BLVD / CEDAR BEND DR,67,METRIC,NO,false,30.4082737,-97.6969833,"(30.4082737, -97.6969833)"
1144,379, RIVERSIDE DR / TRAVIS HEIGHTS BLVD,89,RIVERSIDE,NO,false,30.2498417,-97.7387695,"(30.2498417, -97.7387695)"
999,1010, BRAZOS ST / 4TH ST,77,CONGRESS - NORTH,NO,true,30.2658348,-97.7421494,"(30.2658348, -97.7421494)"
1333,529, TECH RIDGE BLVD / 35 SVRD (YAGER LN),93,NON-CORRIDOR,NO,true,30.3991604,-97.6730423,"(30.3991604, -97.6730423)"
1331,745, STASSNEY LN / DOVE SPRINGS DR,93,NON-CORRIDOR,NO,true,30.1939392,-97.7567978,"(30.1939392, -97.7567978)"
835,872, METRIC BLVD / CHASEWOOD DR,67,METRIC,NO,false,30.4222984,-97.6825714,"(30.4222984, -97.6825714)"
767,308, 6TH ST / RED RIVER ST,60,6TH,NO,false,30.2664757,-97.7371902,"(30.2664757, -97.7371902)"
80,987, TUSCANY WAY / 290 HWY SVRD,10,US 290 - EAST,NO,false,30.3278484,-97.6593475,"(30.3278484, -97.6593475)"
1400,468, BRAKER LN / 35 SVRD,99,BRAKER - EAST,NO,false,30.3771248,-97.6764832,"(30.3771248, -97.6764832)"
64,503, BEN WHITE BLVD SVRD / WOODWARD ST,6,WOODWARD,NO,false,30.2166042,-97.7440033,"(30.2166042, -97.7440033)"
77,980,US 290 HWY SVRD / E US 290 ARTERIAL A RAMP,10,US 290 - EAST,NO,false,30.3299255,-97.6413651,"(30.3299255, -97.6413651)"
1286,88, BURNET RD / HANCOCK DR,93,NON-CORRIDOR,NO,true,30.3220119,-97.7393341,"(30.3220119, -97.7393341)"
1147,388, RIVERSIDE DR / SOUTH LAKESHORE BLVD,89,RIVERSIDE,NO,false,30.2448444,-97.7303467,"(30.2448444, -97.7303467)"
209,886, OLTORF ST / PLEASANT VALLEY RD,24,PLEASANT VALLEY,SOUTH/WEST,false,30.227459,-97.7277679,"(30.227459, -97.7277679)"
1239,534, BURLESON RD / MONTOPOLIS DR,93,NON-CORRIDOR,NO,true,30.2055626,-97.7165909,"(30.2055626, -97.7165909)"
332,410, CONGRESS AVE / EBERHART LN,39,CONGRESS - SOUTH,NO,false,30.1970272,-97.7771225,"(30.1970272, -97.7771225)"
507,134, 1ST ST / BARTON SPRINGS RD,19,SOUTH 1ST - NORTH,NO,false,30.2583828,-97.7500687,"(30.2583828, -97.7500687)"
171,963, ROSS RD / SAINT THOMAS DR,21,ROSS,NORTH/EAST,false,30.1783047,-97.6151962,"(30.1783047, -97.6151962)"
153,747, SLAUGHTER LN / RIDDLE RD,20,SLAUGHTER,NO,false,30.1739826,-97.8271484,"(30.1739826, -97.8271484)"
1405,469, BRAKER LN / LAMAR BLVD,99,BRAKER - EAST,NO,false,30.3819351,-97.6863708,"(30.3819351, -97.6863708)"
1361,71, RED RIVER ST / CLYDE LITTLEFIELD DR,93,NON-CORRIDOR,NO,true,30.2832279,-97.7279663,"(30.2832279, -97.7279663)"
1187,4043, RIATA VISTA CIR / TERCELLO LN (Tercello (Apple Campus West)),55,PARMER - WEST,NO,true,30.433588,-97.73766,"(30.433588, -97.73766)"
978,289, 8TH ST / RED RIVER ST,76,RED RIVER - SOUTH,NO,false,30.268322,-97.7364883,"(30.268322, -97.7364883)"
248,196, MENCHACA RD / DAVIS LN,27,MENCHACA,NO,false,30.1859264,-97.8163071,"(30.1859264, -97.8163071)"
217,509, BEN WHITE BLVD SVRD / MONTOPOLIS DR,25,MONTOPOLIS,NO,false,30.2126865,-97.7120972,"(30.2126865, -97.7120972)"
513,333, 1ST ST / POWELL CIR,19,SOUTH 1ST - NORTH,NO,false,30.2352734,-97.7639542,"(30.2352734, -97.7639542)"
705,455, METRIC BLVD / PARMER LN,55,PARMER - WEST,NO,false,30.4132328,-97.6905823,"(30.4132328, -97.6905823)"
376,92, BURNET RD / OHLEN RD,41,BURNET,NO,false,30.3629112,-97.7290573,"(30.3629112, -97.7290573)"
287,671, LAKELINE BLVD / 183 HWY SVRD,31,LAKELINE,NO,false,30.4794254,-97.803299,"(30.4794254, -97.803299)"
1311,8, LAMAR BLVD / JUSTIN LN,93,NON-CORRIDOR,NO,true,30.3367023,-97.7195587,"(30.3367023, -97.7195587)"
873,535, LAMAR BLVD / YAGER LN,70,LAMAR - NORTH,NO,false,30.4017849,-97.6791687,"(30.4017849, -97.6791687)"
1386,716, ANDERSON LN SVRD / NORTHCREST BLVD,95,US 183 - EAST,NO,false,30.3437004,-97.7053833,"(30.3437004, -97.7053833)"
1178,4009,3600 BLK LAKE AUSTIN BLVD (Hula Hut),80,EXPOSITION,NO,true,30.295114,-97.783738,"(30.295114, -97.783738)"
44,102, LAMAR BLVD / 45TH ST,4,LAMAR - CENTRAL,NO,false,30.3134632,-97.7375946,"(30.3134632, -97.7375946)"
846,23, GUADALUPE ST / MARTIN LUTHER KING JR BLVD,68,MLK - WEST,NO,false,30.2817326,-97.7419281,"(30.2817326, -97.7419281)"
1189,385,IH 35 SVRD / WOODLAND AVE,89,RIVERSIDE,NO,true,30.2406349,-97.7364731,"(30.2406349, -97.7364731)"
292,578, HANCOCK DR / BALCONES DR,32,KOENIG/NORTHLAND,NO,true,30.3330383,-97.7603607,"(30.3330383, -97.7603607)"
1212,912,11300 BLK N FM 620 RD (HEB Driveway),93,NON-CORRIDOR,NO,true,30.4527912,-97.8285446,"(30.4527912, -97.8285446)"
1264,464, BURNET RD / KRAMER LN,93,NON-CORRIDOR,NO,true,30.3952026,-97.7203979,"(30.3952026, -97.7203979)"
520,28, MARTIN LUTHER KING JR BLVD / RED RIVER ST,23,RED RIVER - NORTH,SOUTH/WEST,false,30.2789745,-97.732193,"(30.2789745, -97.732193)"
612,169, AIRPORT BLVD / 45TH ST,47,AIRPORT,NO,false,30.3036251,-97.7159805,"(30.3036251, -97.7159805)"
241,189, MENCHACA RD / REDD ST,27,MENCHACA,NO,false,30.2282581,-97.7894058,"(30.2282581, -97.7894058)"
439,1026, GATTIS SCHOOL RD / PRIEM LN,8,WELLS BRANCH,NO,true,30.49750169,-97.59291457,"(30.49750169, -97.59291457)"
109,401, STASSNEY LN / EMERALD FOREST DR,14,STASSNEY - WEST,NO,false,30.2106857,-97.7870865,"(30.2106857, -97.7870865)"
1294,938,FM 2222 RD / MOUNT BONNELL RD,93,NON-CORRIDOR,NO,true,30.341,-97.779,"(30.341, -97.779)"
756,299, 6TH ST / NUECES ST,60,6TH,NO,false,30.2696285,-97.7484207,"(30.2696285, -97.7484207)"
674,356, 6TH ST / COMAL ST,48,7TH - EAST,NO,true,30.2630692,-97.7265396,"(30.2630692, -97.7265396)"
390,1012, BEN WHITE BLVD / RIVERSIDE DR,44,BEN WHITE - EAST,NORTH/EAST,false,30.21806,-97.69058,"(30.21806, -97.69058)"
1317,4024, CONGRESS AVE / COLEMAN ST,93,NON-CORRIDOR,NO,true,30.2311382,-97.7592926,"(30.2311382, -97.7592926)"
1180,4047,12500 BLK N LAMAR BLVD (Connally High School),70,LAMAR - NORTH,NO,true,30.418306,-97.675247,"(30.418306, -97.675247)"
1374,648, SPRINGDALE RD / 51ST ST,64,51ST,NORTH/EAST,false,30.2936001,-97.6778107,"(30.2936001, -97.6778107)"
1429,660, MANOR RD / 51ST ST,102,MANOR - EAST,NO,false,30.2981815,-97.6870575,"(30.2981815, -97.6870575)"
286,969,2901 BLK S LAKELINE BLVD,31,LAKELINE,NO,false,30.4778824,-97.8057327,"(30.4778824, -97.8057327)"
565,952, CAMERON RD / CROSS PARK DR,40,CAMERON - NORTH,NO,false,30.3439808,-97.6783371,"(30.3439808, -97.6783371)"
866,273, LAVACA ST / 9TH ST,69,LAVACA,NO,false,30.2715416,-97.7441483,"(30.2715416, -97.7441483)"
1225,1005, STAKED PLAINS DR / LAKELINE BLVD,93,NON-CORRIDOR,NO,true,30.4819565,-97.7895737,"(30.4819565, -97.7895737)"
684,962,FM 2222 RD / DRY CREEK DR,53,RM 2222 - EAST,NORTH/EAST,false,30.342556,-97.7629929,"(30.342556, -97.7629929)"
174,923, QUINLAN PARK RD / COUNTRY TRAILS LN,22,RM 620,NO,true,30.3624153,-97.8998718,"(30.3624153, -97.8998718)"
433,986, 12TH ST / CHESTNUT AVE,52,12TH - EAST,NORTH/EAST,false,30.2743607,-97.7159805,"(30.2743607, -97.7159805)"
788,315, 5TH ST / BRAZOS ST,63,5TH,NO,false,30.2667561,-97.7418365,"(30.2667561, -97.7418365)"
572,516, BRAKER LN / TOM ADAMS DR,43,BRAKER,NORTH/EAST,false,30.3737679,-97.669014,"(30.3737679, -97.669014)"
1380,4050, QUINLAN PARK RD / CANYON GLEN DR,94,QUINLAN PARK,NO,true,30.380762,-97.884765,"(30.380762, -97.884765)"
591,133, RIVERSIDE DR / BARTON SPRINGS RD,45,BARTON SPRINGS,NO,false,30.2586384,-97.7484283,"(30.2586384, -97.7484283)"
185,623,FM 620 RD / PECAN PARK BLVD,22,RM 620,NO,false,30.4659653,-97.8039627,"(30.4659653, -97.8039627)"
666,755, CROSS PARK DR / EXCHANGE DR,40,CAMERON - NORTH,NO,true,30.3299866,-97.6672821,"(30.3299866, -97.6672821)"
547,41, DEAN KEETON ST / GUADALUPE ST,35,GUADALUPE - NORTH,NO,false,30.289814,-97.7413559,"(30.289814, -97.7413559)"
957,255, SAN JACINTO BLVD / 11TH ST,75,11TH,NO,false,30.2720604,-97.7386551,"(30.2720604, -97.7386551)"
517,544, 1ST ST / BEN WHITE BLVD SVRD,19,SOUTH 1ST - NORTH,NO,false,30.2261848,-97.7696686,"(30.2261848, -97.7696686)"
1355,1036, CESAR CHAVEZ ST / WEST AVE,93,NON-CORRIDOR,NO,true,30.2656233,-97.7523567,"(30.2656233, -97.7523567)"
128,206, SOUTHWEST PKWY / FOSTER RANCH RD,17,SOUTHWEST PARKWAY,NO,false,30.2480564,-97.8497391,"(30.2480564, -97.8497391)"
654,821, WELLS BRANCH PKWY / HEATHERWILDE BLVD,8,WELLS BRANCH,NO,true,30.4326477,-97.6529694,"(30.4326477, -97.6529694)"
1404,467, BRAKER LN / 35 SVRD,99,BRAKER - EAST,NO,false,30.3769493,-97.6755829,"(30.3769493, -97.6755829)"
1076,325, GUADALUPE ST / 4TH ST,85,GUADALUPE - SOUTH,NO,false,30.2671833,-97.7469635,"(30.2671833, -97.7469635)"
571,260, DESSAU RD / BRAKER LN (Shropshire),40,CAMERON - NORTH,NORTH/EAST,false,30.3772907,-97.6586609,"(30.3772907, -97.6586609)"
1184,4019, RIATA TRACE PKWY / TAPADERA TRACE LN,55,PARMER - WEST,NO,true,30.4294128,-97.7411652,"(30.4294128, -97.7411652)"
1095,555, OLTORF ST / PARKER LN,86,OLTORF,NO,false,30.2323151,-97.7368851,"(30.2323151, -97.7368851)"
420,61, 45TH ST / SPEEDWAY ,49,45TH,NO,false,30.3086319,-97.7283936,"(30.3086319, -97.7283936)"
988,293, 7TH ST / CONGRESS AVE,77,CONGRESS - NORTH,NO,false,30.2689667,-97.7424698,"(30.2689667, -97.7424698)"
1003,316, 5TH ST / SAN JACINTO BLVD,78,SAN JACINTO,SOUTH/WEST,false,30.2664375,-97.7407303,"(30.2664375, -97.7407303)"
371,80, BURNET RD / GREENLAWN PKWY,41,BURNET,NO,false,30.3482552,-97.7357788,"(30.3482552, -97.7357788)"
940,710,US 290 HWY SVRD / INDUSTRIAL OAKS BLVD,17,SOUTHWEST PARKWAY,NO,true,30.2370605,-97.8398972,"(30.2370605, -97.8398972)"
141,700, SLAUGHTER LN / E SLAUGHTER TO BRANDT RAMP,20,SLAUGHTER,NO,true,30.1602306,-97.7767181,"(30.1602306, -97.7767181)"
902,627, MANOR RD / ED BLUESTEIN BLVD SVRD,72,MANOR,NO,false,30.3152828,-97.6635742,"(30.3152828, -97.6635742)"
1402,816, BRAKER LN / BLUFF BEND DR,99,BRAKER - EAST,NO,false,30.3754253,-97.6725311,"(30.3754253, -97.6725311)"
307,5, KOENIG LN / LAMAR BLVD,32,KOENIG/NORTHLAND,NO,false,30.325943,-97.7263336,"(30.325943, -97.7263336)"
290,942,FM 2222 RD / MESA DR,53,RM 2222 - EAST,NO,true,30.3413143,-97.7696381,"(30.3413143, -97.7696381)"
602,158, AIRPORT BLVD / GOODWIN AVE,47,AIRPORT,NO,false,30.2681007,-97.6962738,"(30.2681007, -97.6962738)"
1000,900, STASSNEY LN / WEST GATE BLVD (Cherry Creek Dr),14,STASSNEY - WEST,SOUTH/WEST,false,30.2190113,-97.8071289,"(30.2190113, -97.8071289)"
87,641, LAMAR BLVD SVRD / RESEARCH BLVD SVRD,11,US 183 - SOUTH,NO,false,30.3475475,-97.7131195,"(30.3475475, -97.7131195)"
606,165, AIRPORT BLVD / MANOR RD,47,AIRPORT,NO,false,30.286293,-97.7063599,"(30.286293, -97.7063599)"
755,279, 6TH ST / RIO GRANDE ST,60,6TH,NO,false,30.2699451,-97.749527,"(30.2699451, -97.749527)"
300,442, MOPAC EXPY / NORTHLAND DR (East),32,KOENIG/NORTHLAND,NO,false,30.3355293,-97.7537231,"(30.3355293, -97.7537231)"
123,789,US 290 HWY SVRD / MOPAC EXPY SVRD,17,SOUTHWEST PARKWAY,NO,true,30.2358036,-97.8232193,"(30.2358036, -97.8232193)"
25,854, CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,3,LOOP 360 - NORTH,NO,false,30.38974,-97.7338028,"(30.38974, -97.7338028)"
