Id,DateCreated,DateUpdated,RequestType,City,ZipCode,Location,StatusType,Description
926511,05/08/2020 07:29:33 PM,05/08/2020 07:40:04 PM,Tree or Plant maintenance,,,"(21.2968928, -157.774942)",ReferredToDept,The green “Treegator” bag is missing that was surrounding the base of the young tree you recently planted in front front of this street address.  The root ball of the tree is exposed and seems to be missing a significant amount of soil.  Your wonderful maintenance crews have put a lot of tender loving care into helping this tree get started and it would be a shame to lose it now.  Thank you for the beautiful trees!
922417,05/04/2020 06:26:48 PM,05/04/2020 08:08:37 PM,Broken / Vandalized signs,,,"(21.2931201, -157.8538389)",Closed,There used to be a yield to pedestrian sign for cars turning right from ala Moana Blvd to Kamakee st on the pedestrian island. The base is still there but the sign was knocked down during that terrible crash there a while back that hit some pedestrians.
923585,05/05/2020 07:19:05 PM,05/05/2020 09:24:04 PM,Illegal Dump Site,,,"(21.311956, -157.8502984)",Duplicate,Large pile of trash across the street from 407 Prospect St. possibly from a cleanup project? Please have Dept of Facilities Maint pick up the pile of trash. They are responsible for maintaining this area.
925338,05/07/2020 04:38:01 PM,05/08/2020 04:53:10 PM,Graffiti,,,"(21.3884929, -157.9402393)",InProcess,located 50-100yrs prior to Kanohi st overpass.  on the wall west bound on H1.  located on wall where previous graffiti has taken place many timed
923876,05/06/2020 12:55:14 AM,05/06/2020 01:55:09 AM,Graffiti,,,"(21.2944381, -157.8247732)",Closed,Building structure has been vandalized with graffiti
925016,05/07/2020 07:00:44 AM,05/07/2020 06:02:11 PM,Broken Street Light,,,"(21.3464943, -157.7167547)",ReferredToDept,Not sure if the light bulb is dead or if the street light is broken but it’s been down since the beginning of this week.
922839,05/04/2020 11:50:49 PM,05/05/2020 01:20:37 AM,Broken Street Light,,,"(21.3094563, -157.8861845)",ReferredToDept,The light poles are at the Hale Mauliola site. It's part of the C & C homeless project. You can contact Gordon at 292-3629. I already contacted the City for approval. Mahalo!
926469,05/08/2020 07:07:25 PM,05/08/2020 07:15:03 PM,Graffiti,,,"(21.3052374, -157.8468188)",Received,Graffiti on the freeway wall below The Townhouse condo on H-1 Westbound side.
918994,04/29/2020 10:32:10 PM,04/29/2020 10:44:50 PM,Broken / Vandalized signs,,,"(21.2854522, -157.7254)",Closed,Crosswalk sign has been turned upside down. Located next to the Board of Water Supply
918040,04/29/2020 12:01:47 AM,04/29/2020 12:10:00 AM,Homeless Concerns,,,"(21.3035671, -157.8419864)",Received,Homeless people parked outside of Government Property fence.
925938,05/08/2020 03:22:48 AM,05/08/2020 06:19:57 PM,Illegal Dump Site,,,"(21.3101739, -157.8419855)",ReferredToDept,"Large Mattress, two bags of garbage by telephone pole on Prospect. Another two black garbage bags and a blue bucket by the No Parking sign on the mauka side of Prospect Streets. Refer to photos. No need to follow up, mahalo for your public service."
922941,05/05/2020 04:12:23 AM,05/05/2020 06:05:55 PM,Parking Issues,,,"(21.2831161, -157.7956123)",Closed,Black ACURa RDX plate number  tvr 751
922409,05/04/2020 06:20:02 PM,05/04/2020 08:01:05 PM,Other,,,"(21.266868, -157.816199)",ReferredToDept,"due to COVID-19, joggers and cyclist are running on the residential side of Paki Ave to avoid other people. the easement between 3818 paki avenue and the road itself has eroded to a point where there is significant elevation difference and uneven footing. this past weekend i saw 2 joggers trip and a cyclist fall due to the uneven ground. this area needs to be fixed ASAP."
920882,05/01/2020 11:59:18 PM,05/02/2020 12:42:26 AM,Broken / Vandalized signs,,,"(21.3507362, -157.9166812)",ReferredToDept,"Stop sign is hanging off the pole, about to fall off, slamming back and forth in the wind."
924854,05/06/2020 10:40:28 PM,05/06/2020 10:50:00 PM,Homeless Concerns,,,"(21.3096059, -157.8632864)",Received,White VW small van parked in front of 53 Merchant Street.
919223,04/30/2020 11:27:47 AM,04/30/2020 11:13:25 PM,Tree or Plant maintenance,,,"(21.3946986, -158.014944)",ReferredToDept,"A deformed tree that is a safety hazard. No child or adult can safely walk on the sidewalk next to this tree. It’s trunk has grown over the sidewalk. In the photo attached, a 7 year old girl is standing next to the problem tree. Even a toddler couldn’t safely walk on the sidewalk next to this tree. Inattentive pedestrians could easily get “clotheslined” by this tree. Removing this tree would remove the city and county from being liable for personal injuries...a very wise investment of resources that would prevent personal injuries and associated legal costs... very avoidable if this tree was simply removed. Thank you for your consideration."
921741,05/04/2020 12:59:55 AM,05/05/2020 07:32:28 PM,Submit A Crime Tip,,,"(21.4410727, -158.1895879)",Received,Beach parties and gatherings of lots of people
920168,05/01/2020 02:45:40 AM,05/02/2020 04:55:06 AM,Broken / Vandalized signs,,,"(21.3232646, -157.8650501)",ReferredToDept,Crosswalk and Speed limit sign pole fell
918875,04/29/2020 08:24:21 PM,04/29/2020 08:59:03 PM,Broken Street Light,,,"(21.4303948, -157.8350616)",ReferredToDept,"About 4 street lights are out on Nukupuu Street and Nukupuu Place, making it a safety issue.  Also, all street lights were changed to LED in the neighborhood and adjacent neighborhoods except for Nukupuu Street and Nukupuu Place!"
926799,05/09/2020 09:18:46 AM,05/09/2020 09:25:00 AM,Broken Street Light,,,"(21.2809683, -157.7869569)",Received,Street light out on the corner of Hunakai and Keanu Street across from Methodist church
920951,05/02/2020 03:04:55 AM,05/04/2020 06:34:16 PM,Illegal Dump Site,,,"(21.3038674, -157.8419017)",ReferredToDept,There are dumped garbage bags at the corner of the park. The dumped bags are behind a car near the side walk. I have seen this for a few weeks. No need to follow up with me. Thank you for keeping our streets clean.
926768,05/09/2020 04:04:23 AM,05/09/2020 04:10:00 AM,Tree or Plant maintenance,,,"(21.4040524, -157.742693)",Received,"There is a dead coconut tree. It’s been here for months. I put in a request to cut it down a while ago, but only the surrounding trees were trimmed. Is dead and probably rotting. Safety hazard. Please remove."
921752,05/04/2020 01:46:37 AM,05/04/2020 06:35:47 PM,Parking Issues,,,"(21.4301549, -157.9386933)",Duplicate,"White Chrysler 300, plus four other vehicles"
918825,04/29/2020 07:48:21 PM,04/30/2020 12:11:35 AM,Homeless Concerns,,,"(21.3059282, -158.0326019)",Received,Multiple camps inside park entrance.
920541,05/01/2020 04:58:21 PM,05/01/2020 05:46:06 PM,Homeless Concerns,,,"(21.3063636, -158.0249217)",Received,"Multiple beach front campsites. Dogs, garbage, motorized vehicles."
919750,04/30/2020 06:29:50 PM,04/30/2020 09:15:44 PM,Drug Activity,,,"(21.3969442, -157.8053373)",NotAnIssue,"Don't want people to think it's coming from my house.  Now with the stay at home order, there are more kids playing in the neighborhood.  Not right that they have to breathe that in."
924863,05/06/2020 10:55:37 PM,05/06/2020 11:16:41 PM,Graffiti,,,"(21.2780777, -157.6938218)",Closed,"**Resubmitting due to the last time getting an error for not submitting on time**
Several objects vandalized. Items include road blockers, signs, and other things."
923849,05/05/2020 11:59:32 PM,05/06/2020 12:05:00 AM,Parking Issues,,,"(21.3339916, -158.0803492)",Received,Multiple vehicles
921128,05/02/2020 06:06:55 PM,05/04/2020 06:31:15 PM,Homeless Concerns,,,"(21.307092, -158.0269181)",Closed,"Filth using the ocean as a toilet 
Violation of covid 19
Health hazard
Noise
Possible illegal drugs and loud disturbing fireworks 
Unregistered vehicle (scooter) r"
925846,05/07/2020 11:22:28 PM,05/07/2020 11:43:34 PM,Broken Street Light,,,"(21.483395, -157.9808182)",ReferredToDept,Street light out
923951,05/06/2020 04:20:55 AM,05/06/2020 06:22:18 PM,Graffiti,,,"(21.2774105, -157.6942131)",Closed,"Several objects vandalized (signs, lampposts, etc.)"
920160,05/01/2020 02:26:33 AM,05/01/2020 02:35:00 AM,Homeless Concerns,,,"(21.2850757, -157.838366)",Received,"The purpose of this reporting is to make aware the city of the current declining conditions at both 1777 and 1778 Ala Moana Blvd. Homeless people, derelicts, prostitutes, and drug dealers are beginning to frequent these areas, particularly behind the Ilikai and in front of the old Buffalo Wild Wings and now Tropics Bar, McDonald's as well. These individuals need help or punishment and the threat of their presence is a growing concern to those of us in the community, especially our Kupuna. I do not want them feeling comfortable in our area to carry on with their evil. Please step up patrolling in these areas. They need help and we would feel much safer.

I will continue to send photos if the problem should remain the same or gets worse. Please feel free to contact me arkangil21484@gmail.com"
921332,05/03/2020 05:35:09 AM,05/05/2020 06:31:23 PM,Noise,,,"(21.309559, -157.8531887)",Closed,Building manager of MK Market located at 1402 Lusitana Street near the intersection of Miller and Lusitana is throwing fireworks out of the second floor windows.
920078,04/30/2020 10:55:27 PM,04/30/2020 11:09:55 PM,Tree or Plant maintenance,,,"(21.3646815, -158.0232689)",ReferredToDept,tall grass and mangrove taking over path
926635,05/08/2020 09:27:36 PM,05/08/2020 09:51:37 PM,Broken Street Light,,,"(21.4069048, -158.0269534)",ReferredToDept,"street light inop, intermittent"
922784,05/04/2020 10:23:53 PM,05/04/2020 11:33:24 PM,Other,,,"(21.3841769, -157.7272126)",Duplicate,my prior complaint was closed without resolution. side walk fronting property was removed by owner and has not been replaced.
919199,04/30/2020 07:10:29 AM,05/06/2020 01:47:29 PM,Drug Activity,,,"(21.2899081, -157.8309707)",Closed,White man keeps meeting people at his white moped and seems to be making exchanges with them.
918109,04/29/2020 02:24:09 AM,05/01/2020 08:09:03 PM,Graffiti,,,"(21.286188, -157.720454)",Closed,Wall has been vandalized within the past few days.
920913,05/02/2020 01:07:25 AM,05/02/2020 01:15:01 AM,Homeless Concerns,,,"(21.3111719, -157.8616635)",Received,Setting up camp
920085,04/30/2020 11:14:57 PM,04/30/2020 11:23:26 PM,Tree or Plant maintenance,,,"(21.3527144, -158.022947)",ReferredToDept,tree requires trimming in cul de sac
926475,05/08/2020 07:13:18 PM,05/08/2020 07:26:16 PM,Other,,,"(21.3454132, -158.0319272)",ReferredToDept,Due to uneven sidewalk gentleman tripped and fell
923591,05/05/2020 07:22:38 PM,05/05/2020 09:32:36 PM,Broken / Vandalized signs,,,"(21.304109, -157.842229)",ReferredToDept,sign blew down
920958,05/02/2020 03:14:33 AM,05/04/2020 06:35:32 PM,Broken / Vandalized signs,,,"(21.3076067, -157.8453581)",ReferredToDept,Speed limit 25 sign on the ground at Magazine and Spencer Street. Has been on the ground for two days. No need to follow up with me. Mahalo.
917957,04/28/2020 09:48:41 PM,04/28/2020 10:38:35 PM,Other,,,"(21.2884319, -157.8183069)",ReferredToDept,Multiple potholes starting at Kapiolani and further up the street ( think Waiaka)
919577,04/30/2020 04:45:30 PM,05/08/2020 01:05:49 AM,Tree or Plant maintenance,,,"(21.3912134, -158.155858)",Closed,"Need to clean after work,  blocking street traffic"
926795,05/09/2020 07:59:08 AM,05/09/2020 08:05:01 AM,Illegal Dump Site,,,"(21.3434322, -158.0263631)",Received,There is a bed mattress that has been dumped at the West corner of Puaina St. & Puaina Pl. intersection.
923952,05/06/2020 04:23:56 AM,05/06/2020 06:51:25 PM,Broken / Vandalized signs,,,"(21.2774105, -157.6942131)",ReferredToDept,Signs worn out; Some falling off (Not pictured)
923950,05/06/2020 04:20:22 AM,05/06/2020 06:26:01 PM,Graffiti,,,"(21.2774105, -157.6942131)",Closed,"Several objects vandalized (signs, lampposts, etc.)"
922962,05/05/2020 07:06:26 AM,05/05/2020 07:15:09 AM,Homeless Concerns,,,"(21.2947119, -157.8247721)",Received,Homeless with personal property on corner of Beretania St and Isenberg St
921339,05/03/2020 06:30:01 AM,05/04/2020 07:28:29 PM,Submit A Crime Tip,,,"(21.2807862, -157.764183)",Closed,Multiple parties w many attendees during lockdown/mandatory stay-at-home orders.
925950,05/08/2020 04:22:01 AM,05/08/2020 06:27:59 PM,Other,,,"(21.3838777, -158.148196)",ReferredToDept,No camping violation. You swept yesterday and last night. They are right back today.
925757,05/07/2020 09:29:31 PM,05/07/2020 10:39:56 PM,Broken Street Light,,,"(21.4383329, -157.8329214)",ReferredToDept,Street light out
923441,05/05/2020 05:48:11 PM,05/05/2020 09:08:31 PM,Illegal Dump Site,,,"(21.3073984, -157.8478798)",ReferredToDept,"I’m the manager of Sky Towers. A resident just informed me a Black pick up just dumped a load of stuff on the corner right next to our building on Spencer and Ward. The items the dumped are a sofa, a shoe shelf, office chair, fold up outside chair, and a 3 shelf small book case. Please have someone pick this up."
921791,05/04/2020 04:45:31 AM,05/04/2020 07:40:16 PM,Other,,,"(21.2966831, -157.7892195)",ReferredToDept,Our Black refuse bin is broken. Wheel fell off. Would like repair or replacement. Thank you!
918749,04/29/2020 06:49:44 PM,04/29/2020 07:19:55 PM,Illegal Dump Site,,,"(21.3114029, -157.8595904)",ReferredToDept,Someone dump a couch
924933,05/07/2020 01:02:07 AM,05/07/2020 01:52:18 AM,Gamehouses/Gambling,,,"(21.282885, -157.7982301)",Closed,"This location was an active gambling house in 2018-2019, we called local news media, they did a story and it shut the next day. During that time there was a spike in property crime both homes and vehicles on Kokohead, which stopped abruptly when the owner Mr. Zheng moves the gambling machines out and shit the illegal business. It’s back, ask any neighbor all are aware and concerned for the safely of our families and property."
921004,05/02/2020 10:31:33 AM,05/02/2020 10:40:04 AM,Homeless Concerns,,,"(21.276842, -157.8243075)",Received,Bad smell
926490,05/08/2020 07:21:54 PM,05/08/2020 07:35:03 PM,Tree or Plant maintenance,,,"(21.2918091, -157.7763847)",ReferredToDept,A wood stake has broken that supports a beautiful new tree you so kindly planted.  The stake apparently snapped in the wind.  Without the stake the young tree may break in the next big wind gust.  We love these newly planted trees and thank you for taking such good care of them.
922658,05/04/2020 08:52:08 PM,05/04/2020 09:00:02 PM,Homeless Concerns,,,"(21.3021596, -157.8382856)",Received,"On 4/30 or 5/1 another group of homeless persons set up camp in the Cartwright Field area, makai of H-1, under Keeaumoku overpass and in the triangular empty lot adjacent to our 1420 Lunalilo St. home.  Enforcement trucks arrived and did some clearing over the weekend, but the campers re-established their sites shortly after the trucks left.  Neighborhood residents are forced to drive with extreme caution when we round the Lunalilo/Keeaumoku bend due to campers standing in the street or walking back and forth across the street. In addition to illegal camping and littering, we're concerned about trespassing and potential burglaries.  One camper has set up under the plumeria tree near the end of our 1420 Lunalilo St. driveway, and is too close for comfort. Requesting assistance, Mahalo!"
922930,05/05/2020 03:03:48 AM,05/05/2020 08:38:57 PM,Broken / Vandalized signs,,,"(21.2697526, -157.811459)",ReferredToDept,TheBus sign sticker vandalized next to Diamond Head Grill.
920235,05/01/2020 06:26:02 AM,05/01/2020 10:38:01 PM,Clogged Catch Basin,,,"(21.4040015, -157.9638129)",ReferredToDept,Overgrown vegetation in drainage canal.
918893,04/29/2020 08:39:00 PM,04/29/2020 09:02:34 PM,Stored Property Violation,,,"(21.3515942, -157.8899062)",Duplicate,"Monkey See, Monkey Do. This house also has it's grey trash bin place on curve-side 3 days before regular trash pickup is schedule.
Both 1411 & 1416 grey trash bin should be place on curve-side one day before pickup."
920831,05/01/2020 10:30:45 PM,05/05/2020 07:03:47 PM,Parking Issues,,,"(21.3341203, -158.0802012)",Received,"Toyota Sienna RZS616, Dodge Ram SSE936"
920941,05/02/2020 02:45:08 AM,05/05/2020 06:57:45 PM,Parking Issues,,,"(21.3608036, -158.0910785)",Received,Black Dodge
926753,05/09/2020 03:03:12 AM,05/09/2020 03:10:01 AM,Homeless Concerns,,,"(21.2804163, -157.8271785)",Received,Homeless female urinating behind bus bench
923792,05/05/2020 10:16:54 PM,05/06/2020 01:42:29 PM,Drug Activity,,,"(21.3969792, -157.8053105)",Duplicate,Horrible smell all over the neighborhood.  Even while kids are playing on the sidewalks.
920071,04/30/2020 10:42:25 PM,04/30/2020 10:55:57 PM,Tree or Plant maintenance,,,"(21.3664525, -158.0188555)",ReferredToDept,tree is defolianted
919707,04/30/2020 06:07:47 PM,04/30/2020 10:27:10 PM,Noise,,,"(21.6132896, -158.0918245)",Closed,A woman parked in front of this property is yelling and screaming at the top of her lungs around 7:50am this morning.  I do believe I saw a child in the car seat with her.  The truck has a company logo Aloha Surf Girls.
920163,05/01/2020 02:30:55 AM,05/07/2020 10:51:25 PM,Abandoned Property (Non-Vehicle),,,"(21.2772594, -157.8246269)",Closed,Moped
921329,05/03/2020 05:19:08 AM,05/04/2020 07:35:15 PM,Broken / Vandalized signs,,,"(21.3677874, -158.0868372)",ReferredToDept,"All no parking signs are faded need to be replaced 
Cars can not turn around because cars are parked illegally"
919201,04/30/2020 07:29:45 AM,04/30/2020 09:38:50 AM,Drug Activity,,,"(21.2898955, -157.8309953)",Duplicate,Man waiting for another man to come. Talking about buying and doing drugs.
926793,05/09/2020 07:38:48 AM,05/09/2020 07:45:00 AM,Homeless Concerns,,,"(21.2802119, -157.8269767)",Received,See photo
920851,05/01/2020 10:51:22 PM,05/02/2020 12:33:54 AM,Illegal Dump Site,,,"(21.3492935, -158.0248116)",ReferredToDept,rusted out burnt out vehicles personal trash and sometimes dead animals
923943,05/06/2020 03:47:14 AM,05/06/2020 06:31:17 PM,Submit A Crime Tip,,,"(21.2908671, -157.830228)",Closed,Multiple vehicles on this street have gotten nails put in their tires.  Hard to prove or make case but extra patrols would be wanted
918899,04/29/2020 08:51:00 PM,04/29/2020 09:02:19 PM,Stored Property Violation,,,"(21.3515942, -157.8899062)",ReferredToDept,"Monkey See, Monkey Do. This house also has it's grey trash bin place on curve-side 3 days before regular trash pickup is schedule.
Both 1411 & 1416 grey trash bin should be place on curve-side one day before pickup."
918126,04/29/2020 03:25:16 AM,04/29/2020 05:39:02 PM,Homeless Concerns,,,"(21.3056121, -158.0301899)",Received,Police said van was towed a few hours ago. It’s back already. How does police have van towed and it is back within few hours?
922934,05/05/2020 03:21:18 AM,05/05/2020 03:30:00 AM,Homeless Concerns,,,"(21.3827981, -158.0128626)",Received,"Aloha, I live at 94-508 Farrington Hwy.  We have an encampment that is directly behind our building.  They are constantly coming through our houseing area, as well as burning fires.  The smoke from the fires come straight into our building. We have elderly here that already have breathing issues.  I notice for me that i often will get headaches while I smell the smoke.  I'm also worried that a fire could break out from their camp and burn the surrounding brush.  The encampment is only about 20 ft away from our building.  I do not feel safe with them being so close and walking through our area.  Also the have dogs that will fight and I can here them crying."
921431,05/03/2020 03:31:52 PM,05/10/2020 06:24:27 AM,Drug Activity,,,"(21.344565, -158.0870061)",Closed,"A lot of cars with expired tags come to this residence
Late night early mornings people coming and going 
Use of drugs can be smelled"
925949,05/08/2020 04:12:57 AM,05/08/2020 06:24:43 PM,Other,,,"(21.2931828, -157.6728849)",ReferredToDept,"Tripping hazard, deep hole next to storm drain."
920095,04/30/2020 11:27:17 PM,04/30/2020 11:35:03 PM,Other,,,"(21.3517725, -158.0256765)",ReferredToDept,storm drain on reton rd in asing park is destroyed
922929,05/05/2020 03:03:35 AM,05/05/2020 08:36:11 PM,Illegal Dump Site,,,"(21.307538, -157.844103)",ReferredToDept,"Two car tires that are on the makai side of the road. No need to follow up with me. Mahalo, for your service."
921324,05/03/2020 04:47:26 AM,05/04/2020 07:33:00 PM,Other,,,"(21.3181315, -157.8521844)",ReferredToDept,Uneven sidewalk panels on sidewalk fronting call Kawananakoa middle school on call Keeney Street between Nuuanu and pali highway
925955,05/08/2020 04:52:49 AM,05/08/2020 05:00:00 AM,Homeless Concerns,,,"(21.4489345, -158.190249)",Received,Homeless have moved in by kaupuni stream bridge
917993,04/28/2020 10:26:53 PM,04/29/2020 12:01:43 AM,Abandoned Property (Non-Vehicle),,,"(21.3612905, -158.0851015)",Received,Portapotty crushed by a tree has been untouched for months. Need to be removed and area cleaned.
923959,05/06/2020 04:48:51 AM,05/06/2020 06:42:20 PM,Submit A Crime Tip,,,"(21.2908671, -157.830228)",Closed,"So the other day I walking out to my car and started it up and my car alerted me that my tire pressure was low which was weird because I haven’t moved my car for about three days due to the stay at home orders. So the chances of me getting it from somewhere else was rare and if I did pick it up three day ago I would think my tire should be flat. So that day I needed do get a new tire. To me it just didn’t make sense so the next day I went for a walk around the block and I shocked to what I saw, about 6 or more cars around that block had nails in the tires and some had two nails in one tire which was shocking to me. I was currently laid off due to the covid 19 and I can’t be spending $200 for every time this happens. I hope there could have someone on the look out or my patrols during old hours. Idk but I hope something could be done. Thank you for your time!!!"
926495,05/08/2020 07:23:39 PM,05/08/2020 07:30:03 PM,Tree or Plant maintenance,,,"(21.2920918, -157.6722301)",Closed,Fallen tree branch from a city and county tree on main Kealahou Street. Please remove
920998,05/02/2020 07:08:50 AM,05/04/2020 06:44:50 PM,Other,,,"(21.3534327, -158.0251379)",ReferredToDept,"cars/trucks were observed driving up the dirt from Cane Haul road across the grass, sidewalk and onto Aawa Drive.

Could the C&C install the same type of poles that are installed on the path directly across this one?"
923571,05/05/2020 07:06:33 PM,05/05/2020 07:42:33 PM,Graffiti,,,"(21.2960057, -157.6872039)",Closed,"Several object vandalized (Basketball Courts, Signs, Restroom Building, Dumpsters). Not all are pictured."
920050,04/30/2020 10:05:34 PM,04/30/2020 10:16:36 PM,Tree or Plant maintenance,,,"(21.3548892, -158.0223977)",ReferredToDept,tree in hamana street cul de sac requires trimming.
920206,05/01/2020 04:23:50 AM,05/01/2020 10:36:00 PM,Illegal Dump Site,,,"(21.3117562, -157.8503579)",ReferredToDept,Someone dumped plywood behind the rockfall mitigation wall across the street from 407 Prospect St. The Dept of Facilities Maint is responsible for this area. Please have them pick up the lumber and any other trash in the area.
919646,04/30/2020 05:14:07 PM,04/30/2020 11:00:09 PM,Illegal Dump Site,,,"(21.3859117, -158.0220892)",ReferredToDept,Household from the cul de sac left it there
923786,05/05/2020 10:11:37 PM,05/07/2020 05:07:02 PM,Submit A Crime Tip,,,"(21.2819068, -157.8286155)",Closed,I submitted a request last week regarding a stolen bike but I never received an individual reply. Yesterday I received an e-mail that the case was closed. I’m submitting this again.  Please find the photo of my last request attached. Mahalo!
924993,05/07/2020 05:03:27 AM,05/07/2020 06:00:56 PM,Other,,,"(21.3493423, -157.8620776)",ReferredToDept,Water is seeping out of storm drain. drainage on the street is green and slimy
922598,05/04/2020 08:17:35 PM,05/04/2020 08:44:15 PM,Broken Street Light,,,"(21.3086178, -157.8630841)",ReferredToDept,"3 lights out on Fort Street mall.  1 Light out by C. Brewer building., , 1 in front of 1042 Fort, one by Cathedral.. plz contact Fort ST mall Security when servicing. 220-8154"
918887,04/29/2020 08:32:07 PM,04/29/2020 09:02:34 PM,Stored Property Violation,,,"(21.3516772, -157.8903487)",Duplicate,After Tuesday's recycling pickup  Homeowner is leaving grey regular trash bin on curve-side for Friday's pickup. 3 days too soon. It should be brought out on the day before.
925755,05/07/2020 09:23:23 PM,05/07/2020 10:38:48 PM,Illegal Dump Site,,,"(21.2906331, -157.8306235)",ReferredToDept,"We are doing yard work in the vacant lot. Someone dumped large bulky items such as mattress, sofa, washing machine on the sidewalk on Fern St. (Corner of Fern and Wiliwili)."
926729,05/09/2020 01:09:55 AM,05/09/2020 01:15:12 AM,Other,,,"(21.3842161, -157.7272834)",ReferredToDept,"hazardous condition with sidewalk driveway under construction without warning signage and barriers, attractive nuisance,  accident waiting to happen."
920948,05/02/2020 03:01:13 AM,05/04/2020 06:32:31 PM,Broken / Vandalized signs,,,"(21.3163897, -158.019581)",ReferredToDept,No parking sign needs to be replaced.
918675,04/29/2020 05:47:26 PM,04/29/2020 06:46:51 PM,Parking Issues,,,"(21.283715, -157.800201)",Closed,Blue truck
921820,05/04/2020 10:22:12 AM,05/04/2020 07:52:04 PM,Illegal Dump Site,,,"(21.3092728, -157.8448648)",ReferredToDept,Large bed mattress dumped on the mauka side of the road at Magazine and Prospect Street. Please pick up. No need to follow up with me. Mahalo for your service.
920816,05/01/2020 10:03:02 PM,05/01/2020 11:22:19 PM,Broken Street Light,,,"(21.2902241, -157.837961)",ReferredToDept,The overhead left green arrow light to turn left onto Kahakai Dr. is out.  This results in a lot of confusion for drivers not familiar with this area.  Please fix it.
923904,05/06/2020 02:00:04 AM,05/06/2020 02:10:02 AM,Illegal Dump Site,,,"(21.3036551, -157.8420067)",Duplicate,"chairs, metal frame, blue barrel"
924253,05/06/2020 04:11:50 PM,05/06/2020 06:55:49 PM,Broken / Vandalized signs,,,"(21.3792904, -157.7305812)",ReferredToDept,The stop sign on the corner of Alahaki St. and Akumu St. is totally faded and needs to be replaced
922902,05/05/2020 01:41:53 AM,05/05/2020 06:15:36 AM,Noise,,,"(21.3249411, -158.0815609)",Received,all throughout the day and night the walking path behind the Mehana HOA development is full of mopeds and golf carts. At night the mopeds are extremely loud and are making it near impossible to sleep. The moped people are also using that path to escape after they rob houses in the development.
925939,05/08/2020 03:26:25 AM,05/08/2020 06:22:43 PM,Illegal Dump Site,,,"(21.3091156, -157.840486)",ReferredToDept,Green shopping cart on the makai side of the street near a large mint green house. No need to follow up. Mahalo.
919208,04/30/2020 08:34:04 AM,04/30/2020 11:22:11 PM,Other,,,"(21.304457, -157.8417951)",ReferredToDept,"Sidewalk repair needed.  A new utility pole was put in on Jan 32, 2020.  However, three large holes were left opened afterward.  Many children and elders walk through Hassinger street.  Pole #6 is located in front of 1155 Hassinger Street."
