year_month,direction_code,NZ_area,Count,geo_level,period
2018-09,A,Orakei Local Board Area,10938,Auckland local board areas,Monthly
2018-10,A,Orakei Local Board Area,13374,Auckland local board areas,Monthly
2018-11,A,Orakei Local Board Area,8562,Auckland local board areas,Monthly
2018-12,A,Orakei Local Board Area,6870,Auckland local board areas,Monthly
2019-01,A,Orakei Local Board Area,13272,Auckland local board areas,Monthly
2019-02,A,Orakei Local Board Area,7158,Auckland local board areas,Monthly
2019-03,A,Orakei Local Board Area,7518,Auckland local board areas,Monthly
2019-04,A,Orakei Local Board Area,10428,Auckland local board areas,Monthly
2019-05,A,Orakei Local Board Area,8658,Auckland local board areas,Monthly
2019-06,A,Orakei Local Board Area,9495,Auckland local board areas,Monthly
2014-06,A,Otara-Papatoetoe Local Board Area,2355,Auckland local board areas,Monthly
2014-07,A,Otara-Papatoetoe Local Board Area,3354,Auckland local board areas,Monthly
2014-08,A,Otara-Papatoetoe Local Board Area,2766,Auckland local board areas,Monthly
2014-09,A,Otara-Papatoetoe Local Board Area,2670,Auckland local board areas,Monthly
2014-10,A,Otara-Papatoetoe Local Board Area,3375,Auckland local board areas,Monthly
2014-11,A,Otara-Papatoetoe Local Board Area,2721,Auckland local board areas,Monthly
2014-12,A,Otara-Papatoetoe Local Board Area,2748,Auckland local board areas,Monthly
2015-01,A,Otara-Papatoetoe Local Board Area,5799,Auckland local board areas,Monthly
2015-02,A,Otara-Papatoetoe Local Board Area,3069,Auckland local board areas,Monthly
2015-03,A,Otara-Papatoetoe Local Board Area,2790,Auckland local board areas,Monthly
2015-04,A,Otara-Papatoetoe Local Board Area,3132,Auckland local board areas,Monthly
2015-05,A,Otara-Papatoetoe Local Board Area,2847,Auckland local board areas,Monthly
2015-06,A,Otara-Papatoetoe Local Board Area,2613,Auckland local board areas,Monthly
2015-07,A,Otara-Papatoetoe Local Board Area,3282,Auckland local board areas,Monthly
2015-08,A,Otara-Papatoetoe Local Board Area,3078,Auckland local board areas,Monthly
2015-09,A,Otara-Papatoetoe Local Board Area,2793,Auckland local board areas,Monthly
2015-10,A,Otara-Papatoetoe Local Board Area,3831,Auckland local board areas,Monthly
2015-11,A,Otara-Papatoetoe Local Board Area,2847,Auckland local board areas,Monthly
2015-12,A,Otara-Papatoetoe Local Board Area,3048,Auckland local board areas,Monthly
2016-01,A,Otara-Papatoetoe Local Board Area,5802,Auckland local board areas,Monthly
2016-02,A,Otara-Papatoetoe Local Board Area,3408,Auckland local board areas,Monthly
2016-03,A,Otara-Papatoetoe Local Board Area,3084,Auckland local board areas,Monthly
2016-04,A,Otara-Papatoetoe Local Board Area,3255,Auckland local board areas,Monthly
2016-05,A,Otara-Papatoetoe Local Board Area,3618,Auckland local board areas,Monthly
2016-06,A,Otara-Papatoetoe Local Board Area,2970,Auckland local board areas,Monthly
2016-07,A,Otara-Papatoetoe Local Board Area,3873,Auckland local board areas,Monthly
2016-08,A,Otara-Papatoetoe Local Board Area,3465,Auckland local board areas,Monthly
2016-09,A,Otara-Papatoetoe Local Board Area,3237,Auckland local board areas,Monthly
2016-10,A,Otara-Papatoetoe Local Board Area,4212,Auckland local board areas,Monthly
2016-11,A,Otara-Papatoetoe Local Board Area,3300,Auckland local board areas,Monthly
2016-12,A,Otara-Papatoetoe Local Board Area,3318,Auckland local board areas,Monthly
2017-01,A,Otara-Papatoetoe Local Board Area,6759,Auckland local board areas,Monthly
2017-02,A,Otara-Papatoetoe Local Board Area,3939,Auckland local board areas,Monthly
2017-03,A,Otara-Papatoetoe Local Board Area,3312,Auckland local board areas,Monthly
2017-04,A,Otara-Papatoetoe Local Board Area,3651,Auckland local board areas,Monthly
2017-05,A,Otara-Papatoetoe Local Board Area,3540,Auckland local board areas,Monthly
2017-06,A,Otara-Papatoetoe Local Board Area,3009,Auckland local board areas,Monthly
2017-07,A,Otara-Papatoetoe Local Board Area,4497,Auckland local board areas,Monthly
2017-08,A,Otara-Papatoetoe Local Board Area,3528,Auckland local board areas,Monthly
2017-09,A,Otara-Papatoetoe Local Board Area,3537,Auckland local board areas,Monthly
2017-10,A,Otara-Papatoetoe Local Board Area,4395,Auckland local board areas,Monthly
2017-11,A,Otara-Papatoetoe Local Board Area,3585,Auckland local board areas,Monthly
2017-12,A,Otara-Papatoetoe Local Board Area,3495,Auckland local board areas,Monthly
2018-01,A,Otara-Papatoetoe Local Board Area,7371,Auckland local board areas,Monthly
2018-02,A,Otara-Papatoetoe Local Board Area,3912,Auckland local board areas,Monthly
2018-03,A,Otara-Papatoetoe Local Board Area,3351,Auckland local board areas,Monthly
2018-04,A,Otara-Papatoetoe Local Board Area,4245,Auckland local board areas,Monthly
2018-05,A,Otara-Papatoetoe Local Board Area,3711,Auckland local board areas,Monthly
2018-06,A,Otara-Papatoetoe Local Board Area,3306,Auckland local board areas,Monthly
2018-07,A,Otara-Papatoetoe Local Board Area,4926,Auckland local board areas,Monthly
2018-08,A,Otara-Papatoetoe Local Board Area,4248,Auckland local board areas,Monthly
2018-09,A,Otara-Papatoetoe Local Board Area,3888,Auckland local board areas,Monthly
2018-10,A,Otara-Papatoetoe Local Board Area,4503,Auckland local board areas,Monthly
2018-11,A,Otara-Papatoetoe Local Board Area,3741,Auckland local board areas,Monthly
2018-12,A,Otara-Papatoetoe Local Board Area,3717,Auckland local board areas,Monthly
2019-01,A,Otara-Papatoetoe Local Board Area,7710,Auckland local board areas,Monthly
2019-02,A,Otara-Papatoetoe Local Board Area,4425,Auckland local board areas,Monthly
2019-03,A,Otara-Papatoetoe Local Board Area,3876,Auckland local board areas,Monthly
2019-04,A,Otara-Papatoetoe Local Board Area,4344,Auckland local board areas,Monthly
2019-05,A,Otara-Papatoetoe Local Board Area,4170,Auckland local board areas,Monthly
2019-06,A,Otara-Papatoetoe Local Board Area,3786,Auckland local board areas,Monthly
2014-06,A,Papakura Local Board Area,1662,Auckland local board areas,Monthly
2014-07,A,Papakura Local Board Area,1962,Auckland local board areas,Monthly
2014-08,A,Papakura Local Board Area,1860,Auckland local board areas,Monthly
2014-09,A,Papakura Local Board Area,1896,Auckland local board areas,Monthly
2014-10,A,Papakura Local Board Area,2340,Auckland local board areas,Monthly
2014-11,A,Papakura Local Board Area,1752,Auckland local board areas,Monthly
2014-12,A,Papakura Local Board Area,1407,Auckland local board areas,Monthly
2015-01,A,Papakura Local Board Area,2580,Auckland local board areas,Monthly
2015-02,A,Papakura Local Board Area,1599,Auckland local board areas,Monthly
2015-03,A,Papakura Local Board Area,1686,Auckland local board areas,Monthly
2015-04,A,Papakura Local Board Area,1971,Auckland local board areas,Monthly
2015-05,A,Papakura Local Board Area,1794,Auckland local board areas,Monthly
2015-06,A,Papakura Local Board Area,1851,Auckland local board areas,Monthly
2015-07,A,Papakura Local Board Area,2154,Auckland local board areas,Monthly
2015-08,A,Papakura Local Board Area,2121,Auckland local board areas,Monthly
2015-09,A,Papakura Local Board Area,1956,Auckland local board areas,Monthly
2015-10,A,Papakura Local Board Area,2607,Auckland local board areas,Monthly
2015-11,A,Papakura Local Board Area,1968,Auckland local board areas,Monthly
2015-12,A,Papakura Local Board Area,1710,Auckland local board areas,Monthly
2016-01,A,Papakura Local Board Area,2961,Auckland local board areas,Monthly
2016-02,A,Papakura Local Board Area,1677,Auckland local board areas,Monthly
2016-03,A,Papakura Local Board Area,1980,Auckland local board areas,Monthly
2016-04,A,Papakura Local Board Area,1848,Auckland local board areas,Monthly
2016-05,A,Papakura Local Board Area,2262,Auckland local board areas,Monthly
2016-06,A,Papakura Local Board Area,2151,Auckland local board areas,Monthly
2016-07,A,Papakura Local Board Area,2454,Auckland local board areas,Monthly
2016-08,A,Papakura Local Board Area,2268,Auckland local board areas,Monthly
2016-09,A,Papakura Local Board Area,2361,Auckland local board areas,Monthly
2016-10,A,Papakura Local Board Area,2886,Auckland local board areas,Monthly
2016-11,A,Papakura Local Board Area,2163,Auckland local board areas,Monthly
2016-12,A,Papakura Local Board Area,1692,Auckland local board areas,Monthly
2017-01,A,Papakura Local Board Area,3324,Auckland local board areas,Monthly
2017-02,A,Papakura Local Board Area,2277,Auckland local board areas,Monthly
2017-03,A,Papakura Local Board Area,2124,Auckland local board areas,Monthly
2017-04,A,Papakura Local Board Area,2331,Auckland local board areas,Monthly
2017-05,A,Papakura Local Board Area,2061,Auckland local board areas,Monthly
2017-06,A,Papakura Local Board Area,2133,Auckland local board areas,Monthly
2017-07,A,Papakura Local Board Area,2655,Auckland local board areas,Monthly
2017-08,A,Papakura Local Board Area,2499,Auckland local board areas,Monthly
2017-09,A,Papakura Local Board Area,2478,Auckland local board areas,Monthly
2017-10,A,Papakura Local Board Area,3237,Auckland local board areas,Monthly
2017-11,A,Papakura Local Board Area,2355,Auckland local board areas,Monthly
2017-12,A,Papakura Local Board Area,1830,Auckland local board areas,Monthly
2018-01,A,Papakura Local Board Area,3630,Auckland local board areas,Monthly
2018-02,A,Papakura Local Board Area,2055,Auckland local board areas,Monthly
2018-03,A,Papakura Local Board Area,2190,Auckland local board areas,Monthly
2018-04,A,Papakura Local Board Area,2547,Auckland local board areas,Monthly
2018-05,A,Papakura Local Board Area,2346,Auckland local board areas,Monthly
2018-06,A,Papakura Local Board Area,2373,Auckland local board areas,Monthly
2018-07,A,Papakura Local Board Area,3093,Auckland local board areas,Monthly
2018-08,A,Papakura Local Board Area,2754,Auckland local board areas,Monthly
2018-09,A,Papakura Local Board Area,2676,Auckland local board areas,Monthly
2018-10,A,Papakura Local Board Area,3201,Auckland local board areas,Monthly
2018-11,A,Papakura Local Board Area,2523,Auckland local board areas,Monthly
2018-12,A,Papakura Local Board Area,1965,Auckland local board areas,Monthly
2019-01,A,Papakura Local Board Area,3864,Auckland local board areas,Monthly
2019-02,A,Papakura Local Board Area,2601,Auckland local board areas,Monthly
2019-03,A,Papakura Local Board Area,2478,Auckland local board areas,Monthly
2019-04,A,Papakura Local Board Area,2634,Auckland local board areas,Monthly
2019-05,A,Papakura Local Board Area,2589,Auckland local board areas,Monthly
2019-06,A,Papakura Local Board Area,2454,Auckland local board areas,Monthly
2014-06,A,Puketapapa Local Board Area,2673,Auckland local board areas,Monthly
2014-07,A,Puketapapa Local Board Area,3444,Auckland local board areas,Monthly
2014-08,A,Puketapapa Local Board Area,2889,Auckland local board areas,Monthly
2014-09,A,Puketapapa Local Board Area,2928,Auckland local board areas,Monthly
2014-10,A,Puketapapa Local Board Area,3609,Auckland local board areas,Monthly
2014-11,A,Puketapapa Local Board Area,2724,Auckland local board areas,Monthly
2014-12,A,Puketapapa Local Board Area,2427,Auckland local board areas,Monthly
2015-01,A,Puketapapa Local Board Area,5316,Auckland local board areas,Monthly
2015-02,A,Puketapapa Local Board Area,3105,Auckland local board areas,Monthly
2015-03,A,Puketapapa Local Board Area,2937,Auckland local board areas,Monthly
2015-04,A,Puketapapa Local Board Area,3222,Auckland local board areas,Monthly
2015-05,A,Puketapapa Local Board Area,2910,Auckland local board areas,Monthly
2015-06,A,Puketapapa Local Board Area,2889,Auckland local board areas,Monthly
2015-07,A,Puketapapa Local Board Area,3654,Auckland local board areas,Monthly
2015-08,A,Puketapapa Local Board Area,3120,Auckland local board areas,Monthly
2015-09,A,Puketapapa Local Board Area,3024,Auckland local board areas,Monthly
2015-10,A,Puketapapa Local Board Area,3807,Auckland local board areas,Monthly
2015-11,A,Puketapapa Local Board Area,2985,Auckland local board areas,Monthly
2015-12,A,Puketapapa Local Board Area,2529,Auckland local board areas,Monthly
2016-01,A,Puketapapa Local Board Area,5412,Auckland local board areas,Monthly
2016-02,A,Puketapapa Local Board Area,3576,Auckland local board areas,Monthly
2016-03,A,Puketapapa Local Board Area,2874,Auckland local board areas,Monthly
2016-04,A,Puketapapa Local Board Area,3009,Auckland local board areas,Monthly
2016-05,A,Puketapapa Local Board Area,3447,Auckland local board areas,Monthly
2016-06,A,Puketapapa Local Board Area,3009,Auckland local board areas,Monthly
2016-07,A,Puketapapa Local Board Area,3882,Auckland local board areas,Monthly
2016-08,A,Puketapapa Local Board Area,3336,Auckland local board areas,Monthly
2016-09,A,Puketapapa Local Board Area,3465,Auckland local board areas,Monthly
2016-10,A,Puketapapa Local Board Area,4146,Auckland local board areas,Monthly
2016-11,A,Puketapapa Local Board Area,3204,Auckland local board areas,Monthly
2016-12,A,Puketapapa Local Board Area,2841,Auckland local board areas,Monthly
2017-01,A,Puketapapa Local Board Area,6021,Auckland local board areas,Monthly
2017-02,A,Puketapapa Local Board Area,4317,Auckland local board areas,Monthly
2017-03,A,Puketapapa Local Board Area,2997,Auckland local board areas,Monthly
2017-04,A,Puketapapa Local Board Area,3471,Auckland local board areas,Monthly
2017-05,A,Puketapapa Local Board Area,3558,Auckland local board areas,Monthly
2017-06,A,Puketapapa Local Board Area,3246,Auckland local board areas,Monthly
2017-07,A,Puketapapa Local Board Area,4626,Auckland local board areas,Monthly
2017-08,A,Puketapapa Local Board Area,3462,Auckland local board areas,Monthly
2017-09,A,Puketapapa Local Board Area,3690,Auckland local board areas,Monthly
2017-10,A,Puketapapa Local Board Area,4461,Auckland local board areas,Monthly
2017-11,A,Puketapapa Local Board Area,3300,Auckland local board areas,Monthly
2017-12,A,Puketapapa Local Board Area,3075,Auckland local board areas,Monthly
2018-01,A,Puketapapa Local Board Area,6678,Auckland local board areas,Monthly
2018-02,A,Puketapapa Local Board Area,3918,Auckland local board areas,Monthly
2018-03,A,Puketapapa Local Board Area,3309,Auckland local board areas,Monthly
2018-04,A,Puketapapa Local Board Area,3975,Auckland local board areas,Monthly
2018-05,A,Puketapapa Local Board Area,3543,Auckland local board areas,Monthly
2018-06,A,Puketapapa Local Board Area,3501,Auckland local board areas,Monthly
2018-07,A,Puketapapa Local Board Area,5166,Auckland local board areas,Monthly
2018-08,A,Puketapapa Local Board Area,3945,Auckland local board areas,Monthly
2018-09,A,Puketapapa Local Board Area,4032,Auckland local board areas,Monthly
2018-10,A,Puketapapa Local Board Area,4572,Auckland local board areas,Monthly
2018-11,A,Puketapapa Local Board Area,3588,Auckland local board areas,Monthly
2018-12,A,Puketapapa Local Board Area,3237,Auckland local board areas,Monthly
2019-01,A,Puketapapa Local Board Area,6711,Auckland local board areas,Monthly
2019-02,A,Puketapapa Local Board Area,4356,Auckland local board areas,Monthly
2019-03,A,Puketapapa Local Board Area,3408,Auckland local board areas,Monthly
2019-04,A,Puketapapa Local Board Area,4068,Auckland local board areas,Monthly
2019-05,A,Puketapapa Local Board Area,3738,Auckland local board areas,Monthly
2019-06,A,Puketapapa Local Board Area,3618,Auckland local board areas,Monthly
2014-06,A,Rodney Local Board Area,2859,Auckland local board areas,Monthly
2014-07,A,Rodney Local Board Area,4212,Auckland local board areas,Monthly
2014-08,A,Rodney Local Board Area,3678,Auckland local board areas,Monthly
2014-09,A,Rodney Local Board Area,3597,Auckland local board areas,Monthly
2014-10,A,Rodney Local Board Area,4164,Auckland local board areas,Monthly
2014-11,A,Rodney Local Board Area,2868,Auckland local board areas,Monthly
2014-12,A,Rodney Local Board Area,1950,Auckland local board areas,Monthly
2015-01,A,Rodney Local Board Area,2898,Auckland local board areas,Monthly
2015-02,A,Rodney Local Board Area,1896,Auckland local board areas,Monthly
2015-03,A,Rodney Local Board Area,2541,Auckland local board areas,Monthly
2015-04,A,Rodney Local Board Area,3075,Auckland local board areas,Monthly
2015-05,A,Rodney Local Board Area,3108,Auckland local board areas,Monthly
2015-06,A,Rodney Local Board Area,3246,Auckland local board areas,Monthly
2015-07,A,Rodney Local Board Area,4434,Auckland local board areas,Monthly
2015-08,A,Rodney Local Board Area,4149,Auckland local board areas,Monthly
2015-09,A,Rodney Local Board Area,3780,Auckland local board areas,Monthly
2015-10,A,Rodney Local Board Area,4578,Auckland local board areas,Monthly
2015-11,A,Rodney Local Board Area,3222,Auckland local board areas,Monthly
2015-12,A,Rodney Local Board Area,2271,Auckland local board areas,Monthly
2016-01,A,Rodney Local Board Area,3003,Auckland local board areas,Monthly
2016-02,A,Rodney Local Board Area,2109,Auckland local board areas,Monthly
2016-03,A,Rodney Local Board Area,2490,Auckland local board areas,Monthly
2016-04,A,Rodney Local Board Area,3219,Auckland local board areas,Monthly
2016-05,A,Rodney Local Board Area,3531,Auckland local board areas,Monthly
2016-06,A,Rodney Local Board Area,3567,Auckland local board areas,Monthly
2016-07,A,Rodney Local Board Area,4686,Auckland local board areas,Monthly
2016-08,A,Rodney Local Board Area,4296,Auckland local board areas,Monthly
2016-09,A,Rodney Local Board Area,4227,Auckland local board areas,Monthly
2016-10,A,Rodney Local Board Area,5211,Auckland local board areas,Monthly
2016-11,A,Rodney Local Board Area,3507,Auckland local board areas,Monthly
2016-12,A,Rodney Local Board Area,2397,Auckland local board areas,Monthly
2017-01,A,Rodney Local Board Area,3474,Auckland local board areas,Monthly
2017-02,A,Rodney Local Board Area,2352,Auckland local board areas,Monthly
2017-03,A,Rodney Local Board Area,2823,Auckland local board areas,Monthly
2017-04,A,Rodney Local Board Area,3372,Auckland local board areas,Monthly
2017-05,A,Rodney Local Board Area,3648,Auckland local board areas,Monthly
2017-06,A,Rodney Local Board Area,3807,Auckland local board areas,Monthly
2017-07,A,Rodney Local Board Area,5223,Auckland local board areas,Monthly
2017-08,A,Rodney Local Board Area,4740,Auckland local board areas,Monthly
2017-09,A,Rodney Local Board Area,4764,Auckland local board areas,Monthly
2017-10,A,Rodney Local Board Area,5376,Auckland local board areas,Monthly
2017-11,A,Rodney Local Board Area,3396,Auckland local board areas,Monthly
2017-12,A,Rodney Local Board Area,2583,Auckland local board areas,Monthly
2018-01,A,Rodney Local Board Area,3651,Auckland local board areas,Monthly
2018-02,A,Rodney Local Board Area,2328,Auckland local board areas,Monthly
2018-03,A,Rodney Local Board Area,2832,Auckland local board areas,Monthly
2018-04,A,Rodney Local Board Area,3636,Auckland local board areas,Monthly
2018-05,A,Rodney Local Board Area,3783,Auckland local board areas,Monthly
2018-06,A,Rodney Local Board Area,3927,Auckland local board areas,Monthly
2018-07,A,Rodney Local Board Area,5619,Auckland local board areas,Monthly
2018-08,A,Rodney Local Board Area,5196,Auckland local board areas,Monthly
2018-09,A,Rodney Local Board Area,4953,Auckland local board areas,Monthly
2018-10,A,Rodney Local Board Area,5553,Auckland local board areas,Monthly
2018-11,A,Rodney Local Board Area,3645,Auckland local board areas,Monthly
2018-12,A,Rodney Local Board Area,2628,Auckland local board areas,Monthly
2019-01,A,Rodney Local Board Area,3645,Auckland local board areas,Monthly
2019-02,A,Rodney Local Board Area,2547,Auckland local board areas,Monthly
2019-03,A,Rodney Local Board Area,3042,Auckland local board areas,Monthly
2019-04,A,Rodney Local Board Area,3825,Auckland local board areas,Monthly
2019-05,A,Rodney Local Board Area,3981,Auckland local board areas,Monthly
2019-06,A,Rodney Local Board Area,4044,Auckland local board areas,Monthly
2014-06,A,Upper Harbour Local Board Area,3399,Auckland local board areas,Monthly
2014-07,A,Upper Harbour Local Board Area,4557,Auckland local board areas,Monthly
2014-08,A,Upper Harbour Local Board Area,3567,Auckland local board areas,Monthly
2014-09,A,Upper Harbour Local Board Area,3669,Auckland local board areas,Monthly
2014-10,A,Upper Harbour Local Board Area,4809,Auckland local board areas,Monthly
2014-11,A,Upper Harbour Local Board Area,3369,Auckland local board areas,Monthly
2014-12,A,Upper Harbour Local Board Area,2862,Auckland local board areas,Monthly
2015-01,A,Upper Harbour Local Board Area,5385,Auckland local board areas,Monthly
2015-02,A,Upper Harbour Local Board Area,3279,Auckland local board areas,Monthly
2015-03,A,Upper Harbour Local Board Area,3450,Auckland local board areas,Monthly
2015-04,A,Upper Harbour Local Board Area,3999,Auckland local board areas,Monthly
2015-05,A,Upper Harbour Local Board Area,3501,Auckland local board areas,Monthly
2015-06,A,Upper Harbour Local Board Area,3705,Auckland local board areas,Monthly
2015-07,A,Upper Harbour Local Board Area,5277,Auckland local board areas,Monthly
2015-08,A,Upper Harbour Local Board Area,4104,Auckland local board areas,Monthly
2015-09,A,Upper Harbour Local Board Area,3795,Auckland local board areas,Monthly
2015-10,A,Upper Harbour Local Board Area,5364,Auckland local board areas,Monthly
2015-11,A,Upper Harbour Local Board Area,3654,Auckland local board areas,Monthly
2015-12,A,Upper Harbour Local Board Area,3099,Auckland local board areas,Monthly
2016-01,A,Upper Harbour Local Board Area,5949,Auckland local board areas,Monthly
2016-02,A,Upper Harbour Local Board Area,4038,Auckland local board areas,Monthly
2016-03,A,Upper Harbour Local Board Area,3453,Auckland local board areas,Monthly
2016-04,A,Upper Harbour Local Board Area,3858,Auckland local board areas,Monthly
2016-05,A,Upper Harbour Local Board Area,4275,Auckland local board areas,Monthly
2016-06,A,Upper Harbour Local Board Area,4149,Auckland local board areas,Monthly
2016-07,A,Upper Harbour Local Board Area,5886,Auckland local board areas,Monthly
2016-08,A,Upper Harbour Local Board Area,4347,Auckland local board areas,Monthly
2016-09,A,Upper Harbour Local Board Area,4476,Auckland local board areas,Monthly
2016-10,A,Upper Harbour Local Board Area,5874,Auckland local board areas,Monthly
2016-11,A,Upper Harbour Local Board Area,3936,Auckland local board areas,Monthly
2016-12,A,Upper Harbour Local Board Area,3240,Auckland local board areas,Monthly
2017-01,A,Upper Harbour Local Board Area,6687,Auckland local board areas,Monthly
2017-02,A,Upper Harbour Local Board Area,4950,Auckland local board areas,Monthly
2017-03,A,Upper Harbour Local Board Area,3684,Auckland local board areas,Monthly
2017-04,A,Upper Harbour Local Board Area,4695,Auckland local board areas,Monthly
2017-05,A,Upper Harbour Local Board Area,4350,Auckland local board areas,Monthly
2017-06,A,Upper Harbour Local Board Area,4251,Auckland local board areas,Monthly
2017-07,A,Upper Harbour Local Board Area,6582,Auckland local board areas,Monthly
2017-08,A,Upper Harbour Local Board Area,4755,Auckland local board areas,Monthly
2017-09,A,Upper Harbour Local Board Area,4845,Auckland local board areas,Monthly
2017-10,A,Upper Harbour Local Board Area,6603,Auckland local board areas,Monthly
2017-11,A,Upper Harbour Local Board Area,4434,Auckland local board areas,Monthly
2017-12,A,Upper Harbour Local Board Area,3753,Auckland local board areas,Monthly
2018-01,A,Upper Harbour Local Board Area,7746,Auckland local board areas,Monthly
2018-02,A,Upper Harbour Local Board Area,4593,Auckland local board areas,Monthly
2018-03,A,Upper Harbour Local Board Area,3822,Auckland local board areas,Monthly
2018-04,A,Upper Harbour Local Board Area,5283,Auckland local board areas,Monthly
2018-05,A,Upper Harbour Local Board Area,4992,Auckland local board areas,Monthly
2018-06,A,Upper Harbour Local Board Area,4626,Auckland local board areas,Monthly
2018-07,A,Upper Harbour Local Board Area,7314,Auckland local board areas,Monthly
2018-08,A,Upper Harbour Local Board Area,5118,Auckland local board areas,Monthly
2018-09,A,Upper Harbour Local Board Area,5502,Auckland local board areas,Monthly
2018-10,A,Upper Harbour Local Board Area,6822,Auckland local board areas,Monthly
2018-11,A,Upper Harbour Local Board Area,4479,Auckland local board areas,Monthly
2018-12,A,Upper Harbour Local Board Area,3927,Auckland local board areas,Monthly
2019-01,A,Upper Harbour Local Board Area,7764,Auckland local board areas,Monthly
2019-02,A,Upper Harbour Local Board Area,5220,Auckland local board areas,Monthly
2019-03,A,Upper Harbour Local Board Area,4107,Auckland local board areas,Monthly
2019-04,A,Upper Harbour Local Board Area,5235,Auckland local board areas,Monthly
2019-05,A,Upper Harbour Local Board Area,4968,Auckland local board areas,Monthly
2019-06,A,Upper Harbour Local Board Area,4851,Auckland local board areas,Monthly
2014-06,A,Waiheke Local Board Area,498,Auckland local board areas,Monthly
2014-07,A,Waiheke Local Board Area,753,Auckland local board areas,Monthly
2014-08,A,Waiheke Local Board Area,765,Auckland local board areas,Monthly
2014-09,A,Waiheke Local Board Area,633,Auckland local board areas,Monthly
2014-10,A,Waiheke Local Board Area,696,Auckland local board areas,Monthly
2014-11,A,Waiheke Local Board Area,483,Auckland local board areas,Monthly
2014-12,A,Waiheke Local Board Area,411,Auckland local board areas,Monthly
2015-01,A,Waiheke Local Board Area,471,Auckland local board areas,Monthly
2015-02,A,Waiheke Local Board Area,312,Auckland local board areas,Monthly
2015-03,A,Waiheke Local Board Area,438,Auckland local board areas,Monthly
2015-04,A,Waiheke Local Board Area,459,Auckland local board areas,Monthly
2015-05,A,Waiheke Local Board Area,540,Auckland local board areas,Monthly
2015-06,A,Waiheke Local Board Area,591,Auckland local board areas,Monthly
2015-07,A,Waiheke Local Board Area,792,Auckland local board areas,Monthly
2015-08,A,Waiheke Local Board Area,768,Auckland local board areas,Monthly
2015-09,A,Waiheke Local Board Area,825,Auckland local board areas,Monthly
2015-10,A,Waiheke Local Board Area,822,Auckland local board areas,Monthly
2015-11,A,Waiheke Local Board Area,543,Auckland local board areas,Monthly
2015-12,A,Waiheke Local Board Area,381,Auckland local board areas,Monthly
2016-01,A,Waiheke Local Board Area,501,Auckland local board areas,Monthly
2016-02,A,Waiheke Local Board Area,354,Auckland local board areas,Monthly
2016-03,A,Waiheke Local Board Area,435,Auckland local board areas,Monthly
2016-04,A,Waiheke Local Board Area,504,Auckland local board areas,Monthly
2016-05,A,Waiheke Local Board Area,579,Auckland local board areas,Monthly
2016-06,A,Waiheke Local Board Area,579,Auckland local board areas,Monthly
2016-07,A,Waiheke Local Board Area,777,Auckland local board areas,Monthly
2016-08,A,Waiheke Local Board Area,873,Auckland local board areas,Monthly
2016-09,A,Waiheke Local Board Area,858,Auckland local board areas,Monthly
2016-10,A,Waiheke Local Board Area,894,Auckland local board areas,Monthly
2016-11,A,Waiheke Local Board Area,603,Auckland local board areas,Monthly
2016-12,A,Waiheke Local Board Area,435,Auckland local board areas,Monthly
2017-01,A,Waiheke Local Board Area,594,Auckland local board areas,Monthly
2017-02,A,Waiheke Local Board Area,432,Auckland local board areas,Monthly
2017-03,A,Waiheke Local Board Area,480,Auckland local board areas,Monthly
2017-04,A,Waiheke Local Board Area,543,Auckland local board areas,Monthly
2017-05,A,Waiheke Local Board Area,639,Auckland local board areas,Monthly
2017-06,A,Waiheke Local Board Area,654,Auckland local board areas,Monthly
2017-07,A,Waiheke Local Board Area,939,Auckland local board areas,Monthly
2017-08,A,Waiheke Local Board Area,849,Auckland local board areas,Monthly
2017-09,A,Waiheke Local Board Area,843,Auckland local board areas,Monthly
2017-10,A,Waiheke Local Board Area,987,Auckland local board areas,Monthly
2017-11,A,Waiheke Local Board Area,594,Auckland local board areas,Monthly
2017-12,A,Waiheke Local Board Area,447,Auckland local board areas,Monthly
2018-01,A,Waiheke Local Board Area,585,Auckland local board areas,Monthly
2018-02,A,Waiheke Local Board Area,441,Auckland local board areas,Monthly
2018-03,A,Waiheke Local Board Area,468,Auckland local board areas,Monthly
2018-04,A,Waiheke Local Board Area,648,Auckland local board areas,Monthly
2018-05,A,Waiheke Local Board Area,603,Auckland local board areas,Monthly
2018-06,A,Waiheke Local Board Area,765,Auckland local board areas,Monthly
2018-07,A,Waiheke Local Board Area,933,Auckland local board areas,Monthly
2018-08,A,Waiheke Local Board Area,1008,Auckland local board areas,Monthly
2018-09,A,Waiheke Local Board Area,897,Auckland local board areas,Monthly
2018-10,A,Waiheke Local Board Area,930,Auckland local board areas,Monthly
2018-11,A,Waiheke Local Board Area,561,Auckland local board areas,Monthly
2018-12,A,Waiheke Local Board Area,441,Auckland local board areas,Monthly
2019-01,A,Waiheke Local Board Area,597,Auckland local board areas,Monthly
2019-02,A,Waiheke Local Board Area,426,Auckland local board areas,Monthly
2019-03,A,Waiheke Local Board Area,525,Auckland local board areas,Monthly
2019-04,A,Waiheke Local Board Area,591,Auckland local board areas,Monthly
2019-05,A,Waiheke Local Board Area,597,Auckland local board areas,Monthly
2019-06,A,Waiheke Local Board Area,717,Auckland local board areas,Monthly
2014-06,A,Waitakere Ranges Local Board Area,2163,Auckland local board areas,Monthly
2014-07,A,Waitakere Ranges Local Board Area,2769,Auckland local board areas,Monthly
