Start time,End time,Event Name,Event description/details,Location name,Location,Link,URL,Contact name,Contact email,Contact phone,Host/Contact Department,Feed Keyword(s):,Display on KC home page,Airport,arts_culture,benefits,Best Starts for Kids,business,closure,council,courts,elections,emergency,employees,environment,events,executive,Fleet auctions,health,jails,jobs,licenses,Metro,news,operations,parks,permits,pets,property,recreation,recycling_trash,SWD home,SWD Advisory Committee,SWD EcoConsumer,SWD Facilities,SWD GreenTools,SWD Planning,SWD Recycling collection events,SWD Wastemobile,roads,rural,safety,sheriff,SocialServices,transportation,volunteer,Water taxi,TAC Meeting
12/13/2019 08:30:00 AM,12/14/2019 04:30:00 PM,Drainage District candidate filing ends at 4:30 p.m.,,King County Elections,"919 SW Grady Way
Renton, WA 98057
(47.468648, -122.230508)",,https://kingcounty.gov/depts/elections/for-candidates.aspx,King County Elections,election.services@kingcounty.gov,206-296-1565,King County Elections,candidate; drainage district; election,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
04/25/2019 02:00:00 PM,04/25/2019 04:00:00 PM,"Regional AFIS Program presentation at the ""METRO's Bring Your Child to Work Event""",,King County Metro Central Base,"1500 6th Ave S
Seattle, WA 98134
(47.58929, -122.325981)",,https://www.kingcounty.gov/depts/sheriff/about-us/enforcement/afis/community-events/community-event-calendar.aspx,Judy Cordova,judy.cordova@kingcounty.gov,206-263-2723,King County Regional Automated Fingerprint Identification System (AFIS),AFIS,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,
07/10/2020 11:15:00 AM,07/10/2020 01:15:00 PM,MSWMAC meeting,"<p>Regular monthly meeting of the Metropolitan Solid Waste Management Advisory Committee (MSWMAC). A current agenda and past meeting minutes are available for viewing <a href=""https://kingcounty.gov/depts/dnrp/solid-waste/about/advisory-committees/mswmac.aspx"" title=""Metropolitan Solid Waste Management Advisory Committee (MSWMAC)"">online</a>.</p>","King Street Center, 8th floor","201 S Jackson St
Seattle, WA 98104
(47.599201, -122.330843)",,https://kingcounty.gov/depts/dnrp/solid-waste/about/advisory-committees/mswmac.aspx,Dorian Waller,,206-263-1368,King County Solid Waste Division,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,,false,false,false,false,false,false,false,false,false,false,
10/15/2019 12:00:00 AM,10/15/2019 11:59:00 PM,Local voters' pamphlets mailed,,,,,http://www.kingcounty.gov/depts/elections/how-to-vote/voters-pamphlet.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
09/24/2019 12:00:00 AM,09/24/2019 11:59:00 PM,National Voter Registration Day,,,,,http://kingcounty.gov/depts/elections/elections/election-dates.aspx,,,,,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
02/04/2020 08:00:00 AM,02/04/2020 08:00:00 PM,Drainage District No. 2 election day,,,"WA
(47.411715, -120.592492)",,https://kingcounty.gov/depts/elections/about-us/public-notices.aspx,King County Elections,election.services@kingcounty.gov,206-296-1565,King County Elections,elections; voting,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
04/30/2019 08:00:00 AM,04/30/2019 04:30:00 PM,First half of 2019 property taxes due,"Property owners who pay their taxes themselves, rather than through their mortgage lender, have until April 30 to pay the first half of their 2019 property taxes. King County offers several convenient options to pay. Visit kingcounty.gov/PropertyTax for info.",King County Administration Building,"500 4th Ave
Seattle, WA 98104
(47.602883, -122.329975)",,http://kingcounty.gov/PropertyTax,,,,,,true,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
07/05/2019 12:00:00 AM,07/05/2019 11:59:00 PM,Out of state ballots mailed for Primary election,,,,,http://www.kingcounty.gov/depts/elections/how-to-vote/ballots.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
08/06/2019 12:00:00 AM,08/06/2019 11:59:00 PM,Election day,,,,,http://www.kingcounty.gov/depts/elections/elections/current-elections/august-primary.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
01/11/2019 12:00:00 AM,01/11/2019 11:59:00 PM,Out of state ballots mailed for February election,,,,,http://www.kingcounty.gov/depts/elections/how-to-vote/ballots.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
08/20/2019 12:00:00 AM,08/20/2019 11:59:00 PM,Primary election certified,,,,,http://www.kingcounty.gov/depts/elections/elections/current-elections/august-primary.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
01/15/2020 08:00:00 AM,01/15/2020 11:49:00 PM,Drainage District No. 2 ballots mailed,,,"WA
(47.411715, -120.592492)",,https://kingcounty.gov/depts/elections/about-us/public-notices.aspx,King County Elections,election.services@kingcounty.gov,206-296-1565,King County Elections,voting; election; ballots,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
05/13/2019 08:30:00 AM,05/13/2019 11:59:00 PM,Candidate filing begins,,,,,http://www.kingcounty.gov/depts/elections/for-candidates.aspx,King County Elections,election.operations@kingcounty.gov,206-296-1565,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
05/25/2020 12:00:00 AM,05/25/2020 11:59:00 PM,Memorial Day - most offices closed,,,"WA
(47.411715, -120.592492)",,See all holiday closures,,,,,,true,false,false,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
03/02/2019 12:30:00 PM,03/02/2019 02:30:00 PM,Candidate Workshop at Kent Library from 12:30 - 2:30 p.m.,"Candidate workshop  to explain things like how you file for office, how to submit your voters pamphlet information, the basics of campaign finance, and to answer any and all of your questions.",Kent Library,"212 2nd Ave N
Kent, WA 98032
(47.382434, -122.234788)",,https://www.kingcounty.gov/depts/elections/for-candidates.aspx,King County Elections,election.services@kingcounty.gov,2062961565,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
11/14/2020 10:00:00 AM,11/14/2020 05:00:00 PM,Auburn Wastemobile,"<p><a href=""http://www.hazwastehelp.org/HHW/hhw.aspx"" title=""WEEKLY Wastemobile service"">WEEKLY Wastemobile service</a> at The Outlet Collection (formerly SuperMall) each Saturday and Sunday of the month. The Wastemobile provides household hazardous waste disposal services for King County residents and accepts a wide variety of materials. Business waste is accepted from conditionally exempt small quantity generators (SQGs). For more details and to find out if you qualify as an SQG, contact the business waste line at 206-263-8899 or see the <a href=""http://www.hazwastehelp.org/BHW/index.aspx"" title=""Business Hazardous Waste"">Business Hazardous Waste website</a> for more details.</p>

<p><strong>Restrictions</strong><br>
<strong>No latex paint accepted</strong>. There is a limit of 50 gallons total liquid hazardous waste per customer per day at all Wastemobile events. No more than 30 gallons of gasoline will be accepted. No containers over five gallons in size will be accepted.</p>

<p>Proper handling and transportation of hazardous waste can reduce the chance of accidental spills.</p>

<p>For your safety and the safety of the Hazardous Waste Program staff, please:</p>

<ul>
<li>Don't mix products.</li>
<li>Keep products in original containers.</li>
<li>Label products not in original containers.</li>
<li>Secure products so they won't tip over and/or leak.</li>
<li>Store products away from the passenger compartment of your vehicle and keep them separate from items you wish to keep.</li>
<li>Stay in your vehicle during unloading.</li>
</ul>",The Outlet Collection (NW corner near Nordstrom Rack),"1101 Outlet Collection Way
Auburn, WA 98001
(47.296429, -122.245686)",,https://kingcounty.gov/depts/dnrp/solid-waste/facilities/hazardous-waste/schedule.aspx,Household Hazards Line,,206-296-4692,Local Hazardous Waste Management Program,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,false,true,false,false,false,false,false,false,false,false,
06/13/2019 09:30:00 AM,06/13/2019 12:30:00 PM,North Bellevue Community Center (Metro Transit ORCA To-Go),ORCA To-Go mobile sales and service is where you can take care of all your ORCA card needs. The sales van provides full-service ORCA card sales and assistance for purchasing or loading bus fare on to a card.,,"4063 148th Ave N E
Bellevue, WA
(47.647874, -122.143121)",,,Robert Nedrow,robert.nedrow.kcm@gmail.com,,Metro ORCA To-Go,,,,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
01/21/2020 10:00:00 AM,01/21/2020 12:00:00 PM,Road to Retirement Class,"<p>Are you planning to retire in the next six months? If so, join your Retirement Team for this informative two-hour class. We�ll discuss procedures and forms, medical coverage options, and pension plans�so you�ll be on a smooth road toward a happy retirement.
</p><p>Road to Retirement is offered in two locations: the Elections office in Renton and the Chinook Building in Seattle. Registration is required. 
</p><p><br></p>",,"WA
(47.411715, -120.592492)",,https://www.eventbrite.com/e/road-to-retirement-tickets-79556338149,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
02/19/2019 01:30:00 PM,02/19/2019 04:00:00 PM,Kirkland Senior Center (Metro Transit ORCA To-Go),ORCA To-Go mobile sales and service is where you can take care of all your ORCA card needs. The sales van provides full-service ORCA card sales and assistance for purchasing or loading bus fare on to a card.,,"352 Kirkland Ave
Kirkland, WA 98033
(47.675462, -122.201539)",,,Robert Nedrow,robert.nedrow.kcm@gmail.com,,Metro ORCA To-Go,,,,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2019 10:30:00 AM,02/12/2019 11:30:00 AM,VA Hospital (Metro Transit ORCA To-Go),ORCA To-Go mobile sales and service is where you can take care of all your ORCA card needs. The sales van provides full-service ORCA card sales and assistance for purchasing or loading bus fare on to a card.,,"1660 S Columbia Way
Seattle, WA 98108
(47.561822, -122.310776)",,,Robert Nedrow,robert.nedrow.kcm@gmail.com,,Metro ORCA To-Go,,,,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020 10:00:00 AM,10/11/2020 05:00:00 PM,Renton Wastemobile,"<p>The Wastemobile travels to many communities to provide household hazardous waste disposal services for King County residents and accepts a wide variety of <a href=""http://www.hazwastehelp.org/HHW/whattobring.aspx"" title=""What to bring, what not to bring to household hazardous waste disposal locations"">materials</a>.</p>
<p>Business waste is accepted from conditionally exempt small quantity generators (SQGs). For more details and to find out if you qualify as an SQG, contact the business waste line at 206-263-8899 or see the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a>  for more details.</p>
<p><strong>Restrictions:</strong> No latex paint accepted. There is a limit of 50 gallons total liquid hazardous waste per <strong>residential</strong> customer per day at all Wastemobile events. No more than 30 gallons of gasoline will be accepted. No containers over five gallons in size will be accepted.</p>
<p>Amounts and types of business waste are restricted. See the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a> for complete details.</p>
<p>Proper handling and transportation of hazardous waste can reduce the chance of accidental spills. For your safety and the safety of the Hazardous Waste Program staff, please:</p>
<ul>
<li>Don't mix products.</li>
<li>Keep products in original containers.</li>
<li>Label products not in original containers.</li>
<li>Secure products so they won't tip over and/or leak.</li>
<li>Store products away from the passenger compartment of your vehicle and keep them separate from items you wish to keep.</li>
<li>Stay in your vehicle during unloading.</li>
</ul>",McLendon's Hardware,"440 Rainier Ave S
Renton, WA 98057
(47.477432, -122.215716)",,https://kingcounty.gov/depts/dnrp/solid-waste/facilities/hazardous-waste/schedule.aspx,Household Hazards Line,,2062964692,Hazardous Waste Management Program,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,false,true,false,false,false,false,false,false,false,false,
02/20/2019 07:00:00 PM,02/20/2019 09:00:00 PM,Charter Review Commission Community Meeting,"<p>The King County Charter provides the basic long-term structure for King County government. The charter institutionalizes core values of checks and balances, accountability, and merit, and seeks to promote an effective, efficient, and responsive government. Every ten years, King County is required to review the charter. The Charter Review Commission leads this work and makes recommendations for amendments that are then presented to voters.
</p><p>In order to guide this work, the CRC is conducting community outreach to collect input on how the charter might be improved or changed, which in turn could help make King County government more responsive and effective. 
</p><p>Please join us at one of our upcoming community meetings to share feedback on potential amendments to the King County Charter. Your feedback is important to this work. You may also submit your feedback via email at CharterReview@kingcounty.gov.
</p><p><br></p>",Chief Kanim Middle School,"32627 SE Redmond-Fall City Rd
Fall City, WA 98024
(47.572391, -121.904325)",,https://kingcounty.gov/independent/charter-review-commission.aspx,,,,,,true,false,false,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
08/19/2019 12:00:00 AM,08/19/2019 04:30:00 PM,Deadline to submit signature challenge forms for the Primary Election,,,,,http://www.kingcounty.gov/depts/elections/how-to-vote/ballots/signature-challenges.aspx,King County Elections,signature.challenge@kingcounty.gov,206-205-5868,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
04/25/2019 02:00:00 PM,04/25/2019 03:00:00 PM,Read and Interpret Medical Certifications,"<p>Audience: HR professionals/leave administrators
</p>
Please join the Leave Administration Team for an in-depth review of how to examine and analyze medical certification forms. This is a continuation of the medical certification training provided in November 2018.?<br>
<p>You will learn:
</p><p>?	What is required content 
</p><p>?	How to determine if a med cert is complete & sufficient
</p><p>?	How to analyze information provided on a med cert
</p>
Participants may join by phone, over Skype, or attend in person. A Skype invitation will be sent out the morning of the training for those that signed up.?<br>
<p>Join by Skype: 206-263-8114, ID# 203683	
</p>","King County Chinook Building, Rhododendron Room (2nd Floor)","401 5th Avenue
Seattle, WA 98104
(47.602634, -122.328229)",,https://www.eventbrite.com/e/read-and-interpret-medical-certifications-tickets-54773573232,,,,,benefits,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
05/26/2020 01:00:00 PM,05/26/2020 03:00:00 PM,Road to Retirement Class,"<p>Are you planning to retire in the next six months? If so, join your Retirement Team for this informative two-hour class. We’ll discuss procedures and forms, medical coverage options, and pension plans—so you’ll be on a smooth road toward a happy retirement.
</p><p>Road to Retirement is offered in two locations—the Elections office in Renton and the Chinook Building in Seattle. <a href=""https://www.eventbrite.com/e/road-to-retirement-tickets-79556338149"">Registration is required</a>.
</p>",Chinook Building,"401 5th Ave
Seattle, WA 98104
(47.602634, -122.328229)",,https://www.eventbrite.com/e/road-to-retirement-tickets-79556338149,King County Orientations,kc.orientations@kingcounty.gov,,,benefits,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
