Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
433597,Finaled,09/26/2006,09/26/2006,09/26/2006,SFD2006-02716/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,902,,WESTMORE,AVE,,ROCKVILLE,MD,20850
433598,Finaled,09/26/2006,09/26/2006,09/26/2006,SFD2006-02717,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,128,,MOORE,DR,,ROCKVILLE,MD,20850
433599,Finaled,09/26/2006,09/26/2006,09/26/2006,SFD2006-02718/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,126,,MOORE,DR,,ROCKVILLE,MD,20850
433600,Issued,09/26/2006,09/26/2006,,SFD2006-02719/DEMOLITION--REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,130,,MOORE,DR,,ROCKVILLE,MD,20850
433601,Issued,10/03/2006,10/03/2006,,SFD2007-02754,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,102,,MOORE,DR,,ROCKVILLE,MD,20850
433602,Finaled,10/03/2006,10/03/2006,10/03/2006,SFD2007-02755,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,103,,MOORE,DR,,ROCKVILLE,MD,20850
433603,Issued,10/03/2006,10/03/2006,,SFD2007-02756/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,104,,MOORE,DR,,ROCKVILLE,MD,20850
433604,Issued,10/03/2006,10/03/2006,,SFD2007-02757-DEMOLITION/REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,105,,MOORE,DR,,ROCKVILLE,MD,20850
433605,Issued,10/03/2006,10/03/2006,,SFD2007-02758/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,106,,MOORE,DR,,ROCKVILLE,MD,20850
433606,Issued,10/03/2006,10/03/2006,,SFD2007-02759/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,107,,MOORE,DR,,ROCKVILLE,MD,20850
433607,Issued,10/03/2006,10/03/2006,,SFD2007-02760/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,108,,MOORE,DR,,ROCKVILLE,MD,20850
433608,Issued,10/03/2006,10/04/2006,,SFD2007-02761/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,109,,MOORE,DR,,ROCKVILLE,MD,20850
433609,Issued,10/04/2006,10/04/2006,,SFD2007-02762/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,110,,MOORE,DR,,ROCKVILLE,MD,20850
433610,Issued,10/04/2006,10/04/2006,,SFD2007-02763/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,111,,MOORE,DR,,ROCKVILLE,MD,20850
433612,Issued,10/04/2006,10/04/2006,,SFD2007-02765/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,113,,MOORE,DR,,ROCKVILLE,MD,20850
433613,Issued,10/04/2006,10/04/2006,,SFD2007-02766/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,114,,MOORE,DR,,ROCKVILLE,MD,20850
433614,Issued,10/04/2006,10/04/2006,,SFD2007-02767/DEMOLITION REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,116,,MOORE,DR,,ROCKVILLE,MD,20850
433615,Issued,10/04/2006,10/04/2006,,SFD2007-02768/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,118,,MOORE,DR,,ROCKVILLE,MD,20850
433616,Issued,10/04/2006,10/04/2006,,SFD2007-02769/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,120,,MOORE,DR,,ROCKVILLE,MD,20850
433618,Issued,10/04/2006,10/04/2006,,SFD2007-02771/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,122,,MOORE,DR,,ROCKVILLE,MD,20850
433619,Issued,10/04/2006,10/04/2006,,SFD2007-02772/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,123,,MOORE,DR,,ROCKVILLE,MD,20850
433620,Issued,10/04/2006,10/04/2006,,SFD2007-02773/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,125,,MOORE,DR,,ROCKVILLE,MD,20850
433621,Issued,10/04/2006,10/04/2006,,SFD2007-02774/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,129,,MOORE,DR,,ROCKVILLE,MD,20850
433622,Issued,10/04/2006,10/04/2006,,SFD2007-02775/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,131,,MOORE,DR,,ROCKVILLE,MD,20850
433623,Issued,10/04/2006,10/04/2006,,SFD2007-02776/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,133,,MOORE,DR,,ROCKVILLE,MD,20850
433624,Issued,10/04/2006,10/04/2006,,SFD2007-02777/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,135,,MOORE,DR,,ROCKVILLE,MD,20850
433625,Issued,10/04/2006,10/04/2006,,SFD2007-02778/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,137,,MOORE,DR,,ROCKVILLE,MD,20850
433627,Issued,10/04/2006,10/04/2006,,SFD2007-02780/DEMOLITION-REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,141,,MOORE,DR,,ROCKVILLE,MD,20850
433628,Issued,10/04/2006,10/04/2006,,SFD2007-02781/DEMOLITION/REBUILD,ROCKVILLE COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,0.00,UNPAID,,143,,MOORE,DR,,ROCKVILLE,MD,20850
434626,Issued,09/28/2006,09/28/2006,,CITY OF ROCKVILLE,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,1038402.50,PAID,09/28/2006,2000,,TOWER OAKS,BLVD,,ROCKVILLE,MD,20852
437626,Issued,11/01/2006,11/01/2006,,CITY OF ROCKVILLE,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,1002866.00,PAID,11/01/2006,1,,PRESERVE,PKWY,,ROCKVILLE,MD,20852
448180,Finaled,03/22/2007,03/22/2007,03/22/2007,BLD 2007-12708,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,208337.00,PAID,03/22/2007,4000,,WOOD SWALLOW,CT,,BURTONSVILLE,MD,20866
453521,Issued,05/16/2007,05/16/2007,,"National Lutheran Home (The Aged) 3 Units
BLDG2007-13370",ROCKVILLE COM. BUILDING,CONSTRUCT,,3,N,IMPACT TAX >JUL05-GENERAL,3174.00,PAID,05/16/2007,9316,,WESCOTT,PL,,ROCKVILLE,MD,20850
450963,Finaled,04/19/2007,04/19/2007,04/19/2007,BLD2007-13255 / Demo/Rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,4,N,IMPACT TAX >JUL05-GENERAL,14812.00,UNPAID,,241,,CONGRESSIONAL,LN,,ROCKVILLE,MD,20852
455655,Issued,06/05/2007,06/05/2007,,Elementary School-Wille Gardens Elementary School,ROCKVILLE COM. BUILDING,CONSTRUCT,EDUCATIONAL BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,880.00,PAID,06/05/2007,850,,NELSON,ST,,ROCKVILLE,MD,20850
468541,Issued,10/16/2007,10/16/2007,,,ROCKVILLE COM. BUILDING,CONSTRUCT,INDUSTRIAL BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,165508.05,PAID,10/16/2007,40,,SOUTHLAWN,CT,,ROCKVILLE,MD,20850
471164,Finaled,11/15/2007,11/15/2007,11/15/2007,rockville city,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,1225500.00,PAID,11/15/2007,530,,GAITHER,RD,,ROCKVILLE,MD,20852
471165,Issued,11/15/2007,11/15/2007,,rockville city,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,812250.00,PAID,11/15/2007,520,,GAITHER,RD,,ROCKVILLE,MD,20852
472253,Finaled,11/27/2007,11/27/2007,11/27/2007,Rockville City permit. Application submitted to Rockville City,ROCKVILLE COM. BUILDING,CONSTRUCT,INDUSTRIAL BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,24645.00,PAID,11/27/2007,660,,LOFSTRAND,LN,,ROCKVILLE,MD,20850
472897,Open,11/30/2007,,,BLDG2007-13010 - Office -,ROCKVILLE COM. BUILDING,ALTER,,0,N,IMPACT TAX >JUL07-GENERAL,612088.80,PAID,11/30/2007,15,W,GUDE,DR,,ROCKVILLE,MD,20850
475813,Issued,01/14/2008,01/14/2008,,city of rockville,ROCKVILLE COM. BUILDING,CONSTRUCT,HOTEL,0,N,IMPACT TAX >DEC07-GENERAL,380754.30,PAID,01/14/2008,14975,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
491613,Finaled,07/28/2008,07/28/2008,07/28/2008,,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,1099059.18,PAID,07/28/2008,14995,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
536562,Open,04/29/2010,,,City of Rockville Permit #2009-14936,ROCKVILLE COM. BUILDING,CONSTRUCT,EDUCATIONAL BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,29049.60,PAID,04/29/2010,1513,,DUNSTER,RD,,POTOMAC,MD,20854
555312,Finaled,11/24/2010,11/24/2010,11/24/2010,,ROCKVILLE COM. BUILDING,CONSTRUCT,BANK,0,N,IMPACT TAX >MAR04-GENERAL,13880.25,PAID,11/24/2010,,,,,,,,
559655,Finaled,01/28/2011,01/28/2011,01/28/2011,City of Rockville,ROCKVILLE COM. BUILDING,CONSTRUCT,PLACE OF WORSHIP,0,N,IMPACT TAX >JUL09-GENERAL,11683.10,PAID,01/28/2011,9110,,DARNESTOWN,RD,,ROCKVILLE,MD,20850
583252,Finaled,10/27/2011,10/27/2011,10/27/2011,BLD2011-16505,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,1075713.60,PAID,10/27/2011,,,,,,,,
592246,Finaled,02/28/2012,02/28/2012,02/28/2012,BLD2012-17223 - MILLER'S ALE HOUSE,ROCKVILLE COM. BUILDING,ALTER,MERCANTILE,0,N,IMPACT TAX >JUL11-GENERAL,42677.70,PAID,02/28/2012,1471,,ROCKVILLE,AVE,,ROCKVILLE,MD,20850
663389,Finaled,02/18/2014,02/18/2014,02/18/2014,BLD2013-17918,ROCKVILLE COM. BUILDING,CONSTRUCT,BANK,0,N,IMPACT TAX >JUL11-ROCKVILLE TOWN CENTER,31119.90,PAID,02/18/2014,369,,HUNGERFORD,DR,,ROCKVILLE,MD,20850
683025,Finaled,08/05/2014,08/05/2014,08/05/2014,,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,64648.80,PAID,08/05/2014,750,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20850
687646,Finaled,09/12/2014,09/12/2014,09/12/2014,,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,45854.40,PAID,09/12/2014,726,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20850
688928,Finaled,09/23/2014,09/23/2014,09/23/2014,BLD2014-18729,ROCKVILLE COM. BUILDING,CONSTRUCT,RESTAURANT,0,N,IMPACT TAX >JUL11-GENERAL,17681.25,PAID,09/23/2014,1201,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
709867,Open,04/21/2015,,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,7,N,SCHOOLS IMPACT TAX,36638.00,PAID,04/21/2015,5700,,FISHERS,LN,,ROCKVILLE,MD,20850
718685,Finaled,06/30/2015,06/30/2015,06/30/2015,,ROCKVILLE COM. BUILDING,CONSTRUCT,INDUSTRIAL BUILDING,0,N,"IMPACT TAX, METRO STATION POLICY AREA",14255.70,PAID,06/30/2015,660,,LOFSTRAND,LN,,ROCKVILLE,MD,20850
746438,Open,03/01/2016,,,"48 UNITS @ $398,544.00 TOTAL",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,48,Y,SCHOOLS IMPACT TAX,251232.00,PAID,03/01/2016,1626,E,JEFFERSON,ST,,ROCKVILLE,MD,20852
752525,Open,04/21/2016,,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,233,Y,SCHOOLS IMPACT TAX,1260996.00,PAID,04/21/2016,255,N,WASHINGTON,ST,,ROCKVILLE,MD,20850
789836,Finaled,02/16/2017,02/16/2017,02/16/2017,CITY OF ROCKVILLE==269 MFD AND 5125 SF RETAIL,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,269,Y,SCHOOLS IMPACT TAX,1455828.00,PAID,02/16/2017,1900,,CHAPMAN,AVE,,ROCKVILLE,MD,20852
342502,Finaled,04/28/2004,04/28/2004,04/28/2004,,ROCKVILLE COM. BUILDING,CONSTRUCT,"ASSEMBLY, CHURCHES",0,N,IMPACT TAX >MAR04-ROCKVILLE TOWN CENTER,0.00,UNPAID,,24518,,WELSH,RD,,GAITHERSBURG,MD,20882
349220,Finaled,06/23/2004,06/23/2004,06/23/2004,BLD2004-09668,ROCKVILLE COM. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",59566.00,PAID,06/23/2004,701,,DOVER,RD,,ROCKVILLE,MD,20850
349821,Issued,06/29/2004,06/29/2004,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >MAR04-GENERAL,661.50,PAID,06/29/2004,1801,E,JEFFERSON,ST,,ROCKVILLE,MD,20852
358386,Finaled,09/16/2004,09/16/2004,12/21/2005,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,17,N,SCHOOLS IMPACT TAX,68000.00,UNPAID,,1625,,PICCARD,DR,,ROCKVILLE,MD,20850
372385,Issued,01/31/2005,02/08/2007,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,35,N,IMPACT TAX >MAR04-GENERAL,122500.00,PAID,01/31/2005,325,,KING FARM,BLVD,,ROCKVILLE,MD,20850
373249,Issued,02/08/2005,02/08/2007,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,84,Y,"IMPACT TAX, METRO STATION POLICY AREA",32620.00,PAID,02/08/2005,130,,ROLLINS,AVE,,ROCKVILLE,MD,20852
374018,Issued,02/16/2005,02/08/2007,,"Mixed use highrise residential, 132 units, and 46,137 sq/ft retail",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,132,Y,"IMPACT TAX, METRO STATION POLICY AREA",103808.00,UNPAID,,200,E,MIDDLE,LN,,ROCKVILLE,MD,20850
378234,Finaled,03/29/2005,03/29/2005,03/30/2005,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,120,Y,IMPACT TAX >MAR04-GENERAL,422939.25,PAID,03/29/2005,100,,MARYLAND,AVE,,ROCKVILLE,MD,20850
