FY,DEPARTMENT_NAME,PROGRAM_NAME,ACTIVITY_NAME,PROGRAM_OBJECTIVE,ACTIVITY_OBJECTIVE,ACTIVITY_DESCRIPTION,CORE_SERVICES,SEMICORE_SERVICES,OTHER_SERVICES,CONTACT_INFO,MEASURE_NAME,MEASURE_DESCRIPTION,KEY_PERFORMANCE,DASHBOARD_IND,LEVEL_NAME,MEASURE_TYPE_NAME,CURRENT_YR_PROJECTION,PRIOR_YR1_PROJECTION,PRIOR_YR1_ACTUAL,PRIOR_YR2_ACTUAL,PRIOR_YR3_ACTUAL,PRIOR_YR4_ACTUAL,FREQUENCY_NAME,OCT_CURRENT_YR,NOV_CURRENT_YR,DEC_CURRENT_YR,JAN_CURRENT_YR,FEB_CURRENT_YR,MAR_CURRENT_YR,APR_CURRENT_YR,MAY_CURRENT_YR,JUN_CURRENT_YR,JUL_CURRENT_YR,AUG_CURRENT_YR,SEP_CURRENT_YR,QTR1_CURRENT_YR,QTR2_CURRENT_YR,QTR3_CURRENT_YR,QTR4_CURRENT_YR
2020,HHS,Disease Prevention & Health Promotion,"Immunizations, Chronic Disease and Injury Prevention",The purpose of the Disease Prevention & Health Promotion program is to provide disease monitoring and preventive health services for the public in order to optimize their health and well being.,"The purpose of the Immunizations, Chronic Disease and Injury Prevention activity is to eliminate vaccine preventable diseases by providing access to affordable, convenient, and quality immunization services, and to prevent chronic disease and injury which account for 70% of all deaths in Travis County.",,"Vaccinations to infants, children, and adults to prevent diseases; education and training to diverse clients, community groups, and healthcare providers on vaccination and immunizations services; Support to 70 local Vaccines for Children Providers; Perinatal Hepatitis B Prevention; Tobacco prevention and control; Diabetes education; Promotion of healthy eating and physical activity; Worksite wellness and school initiatives; Healthy food access initiatives (mobile markets, healthy corner stores, and farm stands); Injury prevention with a focus on motor vehicle injury, drowning, falls, and safe sleep.",,,"Dr. Phillip Huang, Medical Director and Health Authority, 512-972-5408",Number of people trained at immunizations workshops,Number of people trained at immunizations workshops,No,No,Operational,Output,No Goal,No Goal,No Data,No Data,New Meas.,New Meas.,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,WWW,Environmental Affairs & Conservation,Water Conservation,"The purpose of the Environmental Affairs & Conservation program is to lead the Utility in conserving water and land, protecting water quality, and providing the necessary managerial, administrative, regulatory, and technical support services for the Utility?s programs to meet community needs and regulatory requirements for drinking water, wastewater effluent, and biosolids.",The purpose of Water Conservation is to provide conservation services to Austin Water customers to reduce water usage in order to slow the increase in peak day demand and defer the start date of water payments to the Lower Colorado River Authority in order to maintain water use below 140 gallons per capita per day.,"To meet goal set by City Council in 2006 and 2010 to reduce peak day water use by 1% per year for 10 years and reduce average per capita water use to no more than 140 gallons per capita per day by 2020, Austin Water has implemented a suite of conservation measures. These strategies, including expansion of the reclaimed water system, outdoor water use restrictions, facility certifications, and incentives and education, have been successful in meeting both goals several years early. Austin's conservation efforts continue to help defer the need for additional raw water supplies and to sustain the community's water supply during extended drought.",Administration and enforcement of water conservation ordinances; Administration of conservation incentive programs; Promotion of water efficient behavior; Management of City of Austin drought response.,,,"Drema Gross, Manager, 512-974-2787",Peaking Factor (ratio of maximum daily demand to average daily demand),"Austin Water calculates peaking factor as the amount of water pumped from its treatment plants on the highest demand day of the fiscal year, divided by the average daily water pumpage for the fiscal year. By reducing the peaking factor, Austin Water can extend system treatment capacity and potentially delay future plant expansions.",No,No,Operational,Result,No Goal,1.55,No Data,No Data,1.57,1.62,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FIRE,Support Services,Departmental Support Services,The purpose of the Support Services provides managerial and administrative support to the department.,"The purpose of Departmental Support Services is to effectively and collaboratively provide administrative and managerial support to the department in order to equitably, ethically and innovatively provide services.",Departmental Support Services provides all Fire Department divisions with administrative support required to carry out the department's mission.,Office of the Director; Strategic and business planning; Budget development; Financial monitoring; Labor-management relations; Collective bargaining contract administration; Business technology support; Facilities planning; Warehouse services; Human resources; Payroll; Purchasing; Cadet employment processing; Planning and research.,,,"Ronnelle Paulsen, Assistant Director, 512-974-5315",Number of cadet applications processed,Total number of applications received for cadet classes,No,No,Operational,Output,,,3599,0,2500,3500,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,SMBR,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to provide more effective services.,This activity provides general administration and staff meetings. In FY 2011 all other support functions moved into this activity.,Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Equipment maintenance; Safety; Customer service; Inventory control; Audit/internal review; Contract management; Plan room services; Bonding education and assistance.,,,"Edward Campos, Assistant Director, 512-974-7206",Number of employee injuries,This measure provides management with the number of injuries in order to develop safety measures to minimize on-the-job-injuries.,No,No,Operational,Output,No Goal,No Goal,No Data,0,0,0,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,SMBR,MBE/WBE and DBE Procurement Program,Compliance,"The purpose of the MBE/WBE Procurement Ordinance program is to provide information to the City of Austin necessary to provide development opportunities to small, minority and women-owned businesses participating in City contracting.","The purpose of the Compliance activity is to review, monitor and track Minority-Owned and Women-Owned Business Enterprise participation on City procurements through all phases of a project, including reviewing solicitations, setting project goals, and collaborating with project sponsors to identify scopes of work on projects so that the City can ensure compliance with the requirements of the Minority- and Women-Owned Procurement Ordinance.","The Compliance Activity is a core activity.  This program monitors the City's procurement activities to ensure that City departments and vendors/contractors comply with the requirements of the Minority- and Women-Owned Procurement Ordinance, and its operating rules. Services include review and maintenance of vendors/contractors, compliance plans, approval of specific project goals, site audits, review of contract closeout documents, research and planning needed to develop revisions to the Ordinance.",Pre-award compliance; Compliance plan review and maintenance; Post-award monitoring; Site audits; Protests; Contract close-outs; Ordinance revisions.,,,"Tamela Saldana, Acting Assistant Director, 512-974-7844",Number of site audits performed on construction contracts,Number of site audits performed on construction contracts by SMBR staff.,No,No,Performance,Output,No Goal,No Goal,No Data,35,29,24,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Court Judiciary,Municipal Court Services,The purpose of the Court Judiciary program is to administer effective and impartial justice of all persons with business before the court.,"The purpose of Municipal Court Services is to ensure that defendants receive a fair, timely, and impartial resolution to matters pending before the court.","This activity is core under Texas Code of Criminal Procedure, Chapter 45 and under City Charter, Article VI, Section 1. The activity is comprised of Judiciary and support staff involved mainly with judicial processes related to Class C misdemeanors, including traffic and non-traffic offenses and civil matters pertaining to non compliant parking defendants.","Review probable cause affidavits for arrests, warrants and emergency protective orders; Issue orders and sign judgments; Research case law; Interpret law; Hold trials and hearings for adults and juveniles; Hear appeals of parking, camera at red light, and dangerous dog cases; Complete State-mandated training; Review and issue warrants; Issue commitments to hold defendants; Conduct training and education for criminal justice partners and citizens; Rule on requests for emergency protection order modifications.",,,"Judge Sherry Statman, Presiding Judge, 512-974-4830",Number of cases that received reductions/waivers,This is a measure of the judges' effectiveness in identifying defendants with a difficulty to pay and adjusting their sentences accordingly.,No,No,Operational,Output,No Goal,0,22793,New Meas.,New Meas.,New Meas.,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,AVIAT,Support Services,Departmental Support Services,"The purpose of the Support Services program is to provide administrative, managerial and financial support to the department so that it may operate in an effective and efficient manner.","The purpose of the Departmental Support Services activity is to provide administrative, managerial, and financial support to the department so that it may operate in the most effective and efficient manner.","The Office of the Director is responsible for the overall management of the Austin Airport System.Information Systems, Security and Operations, Parking and Ground Transportation, and Facilities Management are under the supervision of the Aviation Director.Public Information, Marketing, and customer service are under the supervision of the Assistant Director of Business and Customer Relations.Finance, and Administrative Support are under the supervision of Assistant Director of Finance.Internal Audit, Legal, Personnel/Training, and Property Management are under the supervision of the Executive Director.",Executive Director; Financial monitoring; Budgeting; Accounting; Human resources; Accounts payable/receivable; Information Technology support; Public Information; Shared telephone services; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Risk management; Marketing; Legal; Training; Administration; Strategy planning; Performance measurement.,,,"Jacqueline Yaft, Executive Director, 512-530-7518",Number of Airline Passenger Seats,Number of Airline Seats Available as Scheduled by Carriers Serving ABIA,Yes,No,Performance,Result,0,No Goal,No Data,19078489,New Meas.,New Meas.,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,FIRE,Fire / Emergency Response,Emergency Operations,"Fire/Emergency Response aims to control and extinguish fires in the shortest amount of time with minimal loss of life or property, as well as provide first-in medical response, rescue services and hazardous materials response.","The purpose of Emergency Operations is to quickly control and extinguish fires with little or no loss of life or property, and to provide medical first response, rescue services, and hazardous materials response.","Combat Operations is a core service of the Austin Fire Department. The service is mandated by the City Charter, 1916, the Texas Department of Health Code for emergency medical responses, and 49 CFR 1910.120.  A paid fire department was established by election in April, 1916.  Since then, Fire Department personnel have responded to emergency calls for fire suppression, hazardous materials mitigation, rescue and emergency medical first response and mutual aid. Combat Operations also includes the Special Operations function which formulates and plans responses to Weapons of Mass Destruction (WMD) threats. It also includes specialized rescue operations such as water, high-angle, hazardous materials incidents and other specialized responses.  Aircraft firefighting and rescue services for regular flight operations began with the opening of the Austin/Bergstrom International Airport (ABIA) in May 1999 and is mandated by CFR 49.139 and Texas Govt. Code Title 4, subtitle B, Chapter 419.",Fire response; Medical first response; Search and rescue; Hazardous materials mitigation,Smoke alarm installations.,,"Richard Davis, Assistant Chief, 512-974-0130",Total number of incidents responded to by Operations units,Measures the total workload of Combat Operations.  Includes both emergency and non-emergency incidents.,No,No,Operational,Output,No Goal,No Goal,92612,87934,86665,81973,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Municipal Court Operations,Civil Parking Administration,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,"The purpose of Civil Parking Administration is to process parking citations and payments, conduct parking hearings, and order vehicle booting or impoundment so that parking ordinances are enforced and due process is ensured.","This activity is core, meeting the requirements of Texas Transportation Code, Chapter 682. Further it has an effect on both immediate and long-term public safety by preventing parking at dangerous or inappropriate locations and times of day. Also, it has a beneficial effect on a significantly large group of downtown commercial entities by maintaining their access at certain times of day to conduct business. The Civil Parking staff notifies persons when parking tickets become delinquent, holds hearings in disputed cases, and initiates boot/tow cases when eligible. Generally, if a person fails to resolve three or more parking tickets, a boot/tow case is initiated, and the person's vehicle is subject to booting and/or towing.","Conduct  parking hearings; Initiate parking cases, process sold vehicle affidavits, and maintain parking records; Issue boot and tow orders; Coordinate with law enforcement and other departments to coordinate the actual booting and towing of vehicles; Process payments of fines for parking; Research out of state registered owners.",,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Number of boot/tow orders issued,Number of Boot/Tow orders reviewed for eligibility and signed by a Hearing Officer to enforce findings against delinquent repeat violators,No,No,Operational,Output,No Goal,No Goal,8124,12835,4890,4895,Monthly,457,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,HHS,Social Services Contracts,HIV,The purpose of the Social Services Contracts is to provide an array of social services that promote self-sufficiency for eligible individuals and households and improve their quality of life.,"The purpose of the HIV activity is to educate, to prevent the spread of HIV, and to comprehensively treat and support HIV-infected individuals in order to maintain/improve their quality of life.",,"People Living with HIV/AIDs (PLWHA); Primary medical care; Case management; Oral healthcare; Drug reimbursement; Housing assistance/residential housing services; Food bank; Substance abuse treatment/counseling; Mental health therapy/counseling; Holistic therapies; Wellness education/risk reduction/nutritional services; Residential hospice; Health insurance continuation; Outreach, education, and prevention.",,,"Gregory Bolds, APH Manager, 512-972-5081",Percent of total HIV clients served who received Primary Medical Care services through City HIV grant agreements and contracts.,This measure is the percentage of PLWHA clients receiving primary medical care through City contracts to all PLWHA clients served by City contracts.,No,No,Operational,Result,No Goal,No Goal,47.2,55.1,61.33,55.7,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,HHS,Social Services Contracts,HIV,The purpose of the Social Services Contracts is to provide an array of social services that promote self-sufficiency for eligible individuals and households and improve their quality of life.,"The purpose of the HIV activity is to educate, to prevent the spread of HIV, and to comprehensively treat and support HIV-infected individuals in order to maintain/improve their quality of life.",,"People Living with HIV/AIDs (PLWHA); Primary medical care; Case management; Oral healthcare; Drug reimbursement; Housing assistance/residential housing services; Food bank; Substance abuse treatment/counseling; Mental health therapy/counseling; Holistic therapies; Wellness education/risk reduction/nutritional services; Residential hospice; Health insurance continuation; Outreach, education, and prevention.",,,"Gregory Bolds, APH Manager, 512-972-5081",Number of unduplicated clients receiving Primary Medical Care services through City HIV Grant agreements and contracts.,This measure counts the number of unduplicated persons living with HIV/AIDs receiving primary medical care through City contracted agencies.,No,No,Operational,Output,No Goal,No Goal,2795,No Data,1451,1388,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,EMS,Operations,Emergency Field Operations,"Operations provides emergency ground ambulance response throughout the community, specialized rescues, and standby EMS services. This program also manages the Community Health Paramedic (CHP) and Homeless Outreach Street Team (HOST) activities.","The purpose of Emergency Field Operations is to provide emergency ground ambulance response throughout the community, including the Community Health Paramedic (CHP) program, specialized rescues, training for public safety personnel, and specialized standby EMS services within Travis County in order to preserve life, improve health and promote safety.","This is a core activity. The City Code mandates that EMS must respond to all 911 calls for emergency medical service. This activity provides emergency ambulance response to the citizens of Austin and Travis County. Initiated through the Austin/Travis County 911 Communication Center, all calls are handled by a response fleet consisting of 37 full-time ambulances and 6 Command units. Services presently include comprehensive pre-hospital basic and advanced life support, specialized rescue, mass casualty management and medical oversight and rehabilitation support for other public safety agencies.","Emergency response in Austin / Travis County; Rescue; Bio-terror medical response; Hazardous materials medical support; Multi-casualty and incident management training; Response to ground, high angle, water and other specialized rescues; Bike medics; Tactical paramedics (SWAT team support); Standby support services; CHP.",,,"James Hawley, Assistant Chief, 512-972-7262",Number of incidents,Total number of EMS incidents requiring at least one EMS resource. One incident my result in multiple EMS responses.,No,No,Operational,Demand,No Goal,135170,125392,123420,133571,131825,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FSD,Office of the Chief Financial Officer,Office of the Chief Financial Officer,"The purpose of the Office of the Chief Financial Officer is to provide administrative, managerial support, and analysis to Financial Services and client departments in order to provide more effective services.",The purpose of the Office of the Chief Financial Officer activity is to provide administrative and managerial support to the Financial Services service group in order to provide more effective services.,,Office of the Director; Client department financial management; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Information technology support; Public information; Grant administration; Customer service.,,,"Lauren Homann, Financial Manager, 512-974-1380",Sick Leave Utilization Rate,"This rate shows the use of sick leave as compared to schedule work hours. It is a citywide measure, allowing for evaluation and trend identification.",No,No,Operational,Result,No Goal,34,No Data,33.84,31.82,31.25,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,LIB,Materials Management Services,Collection Support,The purpose of the Materials Management program is to provide quality Library collections to Library customers so they can access and borrow material to meet their informational and recreational needs.,"The purpose of the Collection Support activity is to provide materials selection, acquisition, and withdrawal services to APL librarians in order to meet the information needs of Austin citizens.","The Collection Support Activity is a Core activity. The Texas Library Systems Act mandates this activity. This activity provides development and maintenance of the Library system collections. Prior to FY 2000, this activity was a component of the Materials Acquisition and Processing Activity.",Select materials; Purchase materials; Remove outdated materials; Customer materials requests.,,,"Sandra Cannon, Acting Assistant Director, 512-974-7588",Materials expenditures per capita (Capital funding),"Activity measure based on total Capital budget materials expenditures (includes books, periodicals and databases) and full purpose population figures for the specified period",No,No,Operational,Efficiency,No Goal,No Goal,No Data,0,0,.62,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
