State,Year,Month,Period,Indicator,Data Value
NEW HAMPSHIRE,2018,February,Monthly,Number of Live Births,859
NEW JERSEY,2018,February,Monthly,Number of Live Births,7449
NEW MEXICO,2018,February,Monthly,Number of Live Births,1757
NEW YORK,2018,February,Monthly,Number of Live Births,16764
NORTH CAROLINA,2018,February,Monthly,Number of Live Births,8674
NORTH DAKOTA,2018,February,Monthly,Number of Live Births,808
OHIO,2018,February,Monthly,Number of Live Births,10256
OKLAHOMA,2018,February,Monthly,Number of Live Births,3739
OREGON,2018,February,Monthly,Number of Live Births,3110
PENNSYLVANIA,2018,February,Monthly,Number of Live Births,9980
RHODE ISLAND,2018,February,Monthly,Number of Live Births,813
SOUTH CAROLINA,2018,February,Monthly,Number of Live Births,4162
SOUTH DAKOTA,2018,February,Monthly,Number of Live Births,869
TENNESSEE,2018,February,Monthly,Number of Live Births,6057
TEXAS,2018,February,Monthly,Number of Live Births,28523
UTAH,2018,February,Monthly,Number of Live Births,3519
VERMONT,2018,February,Monthly,Number of Live Births,381
VIRGINIA,2018,February,Monthly,Number of Live Births,7452
WASHINGTON,2018,February,Monthly,Number of Live Births,6404
WEST VIRGINIA,2018,February,Monthly,Number of Live Births,1446
WISCONSIN,2018,February,Monthly,Number of Live Births,4792
WYOMING,2018,February,Monthly,Number of Live Births,518
PUERTO RICO,2018,February,Monthly,Number of Live Births,1571
ALABAMA,2018,March,Monthly,Number of Live Births,4763
ALASKA,2018,March,Monthly,Number of Live Births,894
ARIZONA,2018,March,Monthly,Number of Live Births,6647
ARKANSAS,2018,March,Monthly,Number of Live Births,3080
CALIFORNIA,2018,March,Monthly,Number of Live Births,37790
COLORADO,2018,March,Monthly,Number of Live Births,5277
CONNECTICUT,2018,March,Monthly,Number of Live Births,2906
DELAWARE,2018,March,Monthly,Number of Live Births,927
DISTRICT OF COLUMBIA,2018,March,Monthly,Number of Live Births,715
FLORIDA,2018,March,Monthly,Number of Live Births,18567
GEORGIA,2018,March,Monthly,Number of Live Births,10546
HAWAII,2018,March,Monthly,Number of Live Births,1410
IDAHO,2018,March,Monthly,Number of Live Births,1820
ILLINOIS,2018,March,Monthly,Number of Live Births,12337
INDIANA,2018,March,Monthly,Number of Live Births,6979
IOWA,2018,March,Monthly,Number of Live Births,3168
KANSAS,2018,March,Monthly,Number of Live Births,3041
KENTUCKY,2018,March,Monthly,Number of Live Births,4518
LOUISIANA,2018,March,Monthly,Number of Live Births,4800
MAINE,2018,March,Monthly,Number of Live Births,1041
MARYLAND,2018,March,Monthly,Number of Live Births,5729
MASSACHUSETTS,2018,March,Monthly,Number of Live Births,5822
MICHIGAN,2018,March,Monthly,Number of Live Births,9355
MINNESOTA,2018,March,Monthly,Number of Live Births,5722
MISSISSIPPI,2018,March,Monthly,Number of Live Births,2983
MISSOURI,2018,March,Monthly,Number of Live Births,5983
MONTANA,2018,March,Monthly,Number of Live Births,1006
NEBRASKA,2018,March,Monthly,Number of Live Births,2142
NEVADA,2018,March,Monthly,Number of Live Births,2938
NEW HAMPSHIRE,2018,March,Monthly,Number of Live Births,987
NEW JERSEY,2018,March,Monthly,Number of Live Births,8537
NEW MEXICO,2018,March,Monthly,Number of Live Births,1876
NEW YORK,2018,March,Monthly,Number of Live Births,18678
NORTH CAROLINA,2018,March,Monthly,Number of Live Births,9852
NORTH DAKOTA,2018,March,Monthly,Number of Live Births,904
OHIO,2018,March,Monthly,Number of Live Births,11340
OKLAHOMA,2018,March,Monthly,Number of Live Births,4156
OREGON,2018,March,Monthly,Number of Live Births,3616
PENNSYLVANIA,2018,March,Monthly,Number of Live Births,11445
RHODE ISLAND,2018,March,Monthly,Number of Live Births,892
SOUTH CAROLINA,2018,March,Monthly,Number of Live Births,4652
SOUTH DAKOTA,2018,March,Monthly,Number of Live Births,1036
TENNESSEE,2018,March,Monthly,Number of Live Births,6787
TEXAS,2018,March,Monthly,Number of Live Births,30695
UTAH,2018,March,Monthly,Number of Live Births,3948
VERMONT,2018,March,Monthly,Number of Live Births,492
VIRGINIA,2018,March,Monthly,Number of Live Births,8375
WASHINGTON,2018,March,Monthly,Number of Live Births,7350
WEST VIRGINIA,2018,March,Monthly,Number of Live Births,1539
WISCONSIN,2018,March,Monthly,Number of Live Births,5452
WYOMING,2018,March,Monthly,Number of Live Births,559
PUERTO RICO,2018,March,Monthly,Number of Live Births,1581
ALABAMA,2018,April,Monthly,Number of Live Births,4401
ALASKA,2018,April,Monthly,Number of Live Births,839
ARIZONA,2018,April,Monthly,Number of Live Births,6160
ARKANSAS,2018,April,Monthly,Number of Live Births,2840
CALIFORNIA,2018,April,Monthly,Number of Live Births,35577
COLORADO,2018,April,Monthly,Number of Live Births,5055
CONNECTICUT,2018,April,Monthly,Number of Live Births,2801
DELAWARE,2018,April,Monthly,Number of Live Births,828
DISTRICT OF COLUMBIA,2018,April,Monthly,Number of Live Births,693
FLORIDA,2018,April,Monthly,Number of Live Births,16855
GEORGIA,2018,April,Monthly,Number of Live Births,9645
HAWAII,2018,April,Monthly,Number of Live Births,1412
IDAHO,2018,April,Monthly,Number of Live Births,1761
ILLINOIS,2018,April,Monthly,Number of Live Births,11708
INDIANA,2018,April,Monthly,Number of Live Births,6463
IOWA,2018,April,Monthly,Number of Live Births,3086
KANSAS,2018,April,Monthly,Number of Live Births,2896
KENTUCKY,2018,April,Monthly,Number of Live Births,4149
LOUISIANA,2018,April,Monthly,Number of Live Births,4490
MAINE,2018,April,Monthly,Number of Live Births,975
MARYLAND,2018,April,Monthly,Number of Live Births,5752
MASSACHUSETTS,2018,April,Monthly,Number of Live Births,5610
MICHIGAN,2018,April,Monthly,Number of Live Births,8931
MINNESOTA,2018,April,Monthly,Number of Live Births,5545
MISSISSIPPI,2018,April,Monthly,Number of Live Births,2747
MISSOURI,2018,April,Monthly,Number of Live Births,5728
MONTANA,2018,April,Monthly,Number of Live Births,927
NEBRASKA,2018,April,Monthly,Number of Live Births,1956
NEVADA,2018,April,Monthly,Number of Live Births,2769
NEW HAMPSHIRE,2018,April,Monthly,Number of Live Births,994
NEW JERSEY,2018,April,Monthly,Number of Live Births,8154
NEW MEXICO,2018,April,Monthly,Number of Live Births,1787
NEW YORK,2018,April,Monthly,Number of Live Births,18022
NORTH CAROLINA,2018,April,Monthly,Number of Live Births,9250
NORTH DAKOTA,2018,April,Monthly,Number of Live Births,850
OHIO,2018,April,Monthly,Number of Live Births,10733
OKLAHOMA,2018,April,Monthly,Number of Live Births,3838
OREGON,2018,April,Monthly,Number of Live Births,3386
PENNSYLVANIA,2018,April,Monthly,Number of Live Births,10761
RHODE ISLAND,2018,April,Monthly,Number of Live Births,887
SOUTH CAROLINA,2018,April,Monthly,Number of Live Births,4456
SOUTH DAKOTA,2018,April,Monthly,Number of Live Births,998
TENNESSEE,2018,April,Monthly,Number of Live Births,6352
TEXAS,2018,April,Monthly,Number of Live Births,28801
UTAH,2018,April,Monthly,Number of Live Births,3921
VERMONT,2018,April,Monthly,Number of Live Births,422
VIRGINIA,2018,April,Monthly,Number of Live Births,8053
WASHINGTON,2018,April,Monthly,Number of Live Births,6992
WEST VIRGINIA,2018,April,Monthly,Number of Live Births,1363
WISCONSIN,2018,April,Monthly,Number of Live Births,5269
WYOMING,2018,April,Monthly,Number of Live Births,546
PUERTO RICO,2018,April,Monthly,Number of Live Births,1604
ALABAMA,2018,May,Monthly,Number of Live Births,4760
ALASKA,2018,May,Monthly,Number of Live Births,872
ARIZONA,2018,May,Monthly,Number of Live Births,6448
ARKANSAS,2018,May,Monthly,Number of Live Births,3158
CALIFORNIA,2018,May,Monthly,Number of Live Births,37385
COLORADO,2018,May,Monthly,Number of Live Births,5439
CONNECTICUT,2018,May,Monthly,Number of Live Births,3095
DELAWARE,2018,May,Monthly,Number of Live Births,892
DISTRICT OF COLUMBIA,2018,May,Monthly,Number of Live Births,770
FLORIDA,2018,May,Monthly,Number of Live Births,17917
GEORGIA,2018,May,Monthly,Number of Live Births,10488
HAWAII,2018,May,Monthly,Number of Live Births,1497
IDAHO,2018,May,Monthly,Number of Live Births,1916
ILLINOIS,2018,May,Monthly,Number of Live Births,12535
INDIANA,2018,May,Monthly,Number of Live Births,6912
IOWA,2018,May,Monthly,Number of Live Births,3356
KANSAS,2018,May,Monthly,Number of Live Births,3057
KENTUCKY,2018,May,Monthly,Number of Live Births,4485
LOUISIANA,2018,May,Monthly,Number of Live Births,4953
MAINE,2018,May,Monthly,Number of Live Births,1117
MARYLAND,2018,May,Monthly,Number of Live Births,6233
MASSACHUSETTS,2018,May,Monthly,Number of Live Births,6085
MICHIGAN,2018,May,Monthly,Number of Live Births,9608
MINNESOTA,2018,May,Monthly,Number of Live Births,5958
MISSISSIPPI,2018,May,Monthly,Number of Live Births,3029
MISSOURI,2018,May,Monthly,Number of Live Births,6352
MONTANA,2018,May,Monthly,Number of Live Births,990
NEBRASKA,2018,May,Monthly,Number of Live Births,2239
NEVADA,2018,May,Monthly,Number of Live Births,2962
NEW HAMPSHIRE,2018,May,Monthly,Number of Live Births,1049
NEW JERSEY,2018,May,Monthly,Number of Live Births,8648
NEW MEXICO,2018,May,Monthly,Number of Live Births,1941
NEW YORK,2018,May,Monthly,Number of Live Births,19563
NORTH CAROLINA,2018,May,Monthly,Number of Live Births,9901
NORTH DAKOTA,2018,May,Monthly,Number of Live Births,948
OHIO,2018,May,Monthly,Number of Live Births,11625
OKLAHOMA,2018,May,Monthly,Number of Live Births,4186
OREGON,2018,May,Monthly,Number of Live Births,3693
PENNSYLVANIA,2018,May,Monthly,Number of Live Births,11796
RHODE ISLAND,2018,May,Monthly,Number of Live Births,945
SOUTH CAROLINA,2018,May,Monthly,Number of Live Births,4760
SOUTH DAKOTA,2018,May,Monthly,Number of Live Births,1057
TENNESSEE,2018,May,Monthly,Number of Live Births,6805
TEXAS,2018,May,Monthly,Number of Live Births,31078
UTAH,2018,May,Monthly,Number of Live Births,4113
VERMONT,2018,May,Monthly,Number of Live Births,443
VIRGINIA,2018,May,Monthly,Number of Live Births,8465
WASHINGTON,2018,May,Monthly,Number of Live Births,7374
WEST VIRGINIA,2018,May,Monthly,Number of Live Births,1644
WISCONSIN,2018,May,Monthly,Number of Live Births,5527
WYOMING,2018,May,Monthly,Number of Live Births,622
PUERTO RICO,2018,May,Monthly,Number of Live Births,1629
ALABAMA,2018,June,Monthly,Number of Live Births,4762
ALASKA,2018,June,Monthly,Number of Live Births,872
ARIZONA,2018,June,Monthly,Number of Live Births,6485
ARKANSAS,2018,June,Monthly,Number of Live Births,3022
CALIFORNIA,2018,June,Monthly,Number of Live Births,36699
COLORADO,2018,June,Monthly,Number of Live Births,5139
CONNECTICUT,2018,June,Monthly,Number of Live Births,2926
DELAWARE,2018,June,Monthly,Number of Live Births,910
DISTRICT OF COLUMBIA,2018,June,Monthly,Number of Live Births,770
FLORIDA,2018,June,Monthly,Number of Live Births,17548
GEORGIA,2018,June,Monthly,Number of Live Births,10323
HAWAII,2018,June,Monthly,Number of Live Births,1387
IDAHO,2018,June,Monthly,Number of Live Births,1780
ILLINOIS,2018,June,Monthly,Number of Live Births,12219
INDIANA,2018,June,Monthly,Number of Live Births,6732
IOWA,2018,June,Monthly,Number of Live Births,3131
KANSAS,2018,June,Monthly,Number of Live Births,3076
KENTUCKY,2018,June,Monthly,Number of Live Births,4400
LOUISIANA,2018,June,Monthly,Number of Live Births,4769
MAINE,2018,June,Monthly,Number of Live Births,1010
MARYLAND,2018,June,Monthly,Number of Live Births,5938
MASSACHUSETTS,2018,June,Monthly,Number of Live Births,5969
MICHIGAN,2018,June,Monthly,Number of Live Births,9439
MINNESOTA,2018,June,Monthly,Number of Live Births,5702
MISSISSIPPI,2018,June,Monthly,Number of Live Births,3039
MISSOURI,2018,June,Monthly,Number of Live Births,6237
MONTANA,2018,June,Monthly,Number of Live Births,1009
NEBRASKA,2018,June,Monthly,Number of Live Births,2186
NEVADA,2018,June,Monthly,Number of Live Births,2993
NEW HAMPSHIRE,2018,June,Monthly,Number of Live Births,989
NEW JERSEY,2018,June,Monthly,Number of Live Births,8610
NEW MEXICO,2018,June,Monthly,Number of Live Births,1826
NEW YORK,2018,June,Monthly,Number of Live Births,19362
NORTH CAROLINA,2018,June,Monthly,Number of Live Births,10025
NORTH DAKOTA,2018,June,Monthly,Number of Live Births,904
OHIO,2018,June,Monthly,Number of Live Births,11463
OKLAHOMA,2018,June,Monthly,Number of Live Births,4013
OREGON,2018,June,Monthly,Number of Live Births,3617
PENNSYLVANIA,2018,June,Monthly,Number of Live Births,11546
RHODE ISLAND,2018,June,Monthly,Number of Live Births,842
SOUTH CAROLINA,2018,June,Monthly,Number of Live Births,4480
SOUTH DAKOTA,2018,June,Monthly,Number of Live Births,1032
TENNESSEE,2018,June,Monthly,Number of Live Births,6601
TEXAS,2018,June,Monthly,Number of Live Births,31220
UTAH,2018,June,Monthly,Number of Live Births,4060
VERMONT,2018,June,Monthly,Number of Live Births,466
VIRGINIA,2018,June,Monthly,Number of Live Births,8380
WASHINGTON,2018,June,Monthly,Number of Live Births,7327
WEST VIRGINIA,2018,June,Monthly,Number of Live Births,1523
WISCONSIN,2018,June,Monthly,Number of Live Births,5502
WYOMING,2018,June,Monthly,Number of Live Births,533
PUERTO RICO,2018,June,Monthly,Number of Live Births,1671
ALABAMA,2018,July,Monthly,Number of Live Births,4911
ALASKA,2018,July,Monthly,Number of Live Births,814
ARIZONA,2018,July,Monthly,Number of Live Births,6863
ARKANSAS,2018,July,Monthly,Number of Live Births,3265
CALIFORNIA,2018,July,Monthly,Number of Live Births,39588
COLORADO,2018,July,Monthly,Number of Live Births,5509
CONNECTICUT,2018,July,Monthly,Number of Live Births,2999
DELAWARE,2018,July,Monthly,Number of Live Births,844
DISTRICT OF COLUMBIA,2018,July,Monthly,Number of Live Births,777
FLORIDA,2018,July,Monthly,Number of Live Births,18289
GEORGIA,2018,July,Monthly,Number of Live Births,10799
HAWAII,2018,July,Monthly,Number of Live Births,1406
IDAHO,2018,July,Monthly,Number of Live Births,1893
ILLINOIS,2018,July,Monthly,Number of Live Births,12756
INDIANA,2018,July,Monthly,Number of Live Births,7039
IOWA,2018,July,Monthly,Number of Live Births,3309
KANSAS,2018,July,Monthly,Number of Live Births,3055
KENTUCKY,2018,July,Monthly,Number of Live Births,4781
LOUISIANA,2018,July,Monthly,Number of Live Births,5117
MAINE,2018,July,Monthly,Number of Live Births,1078
MARYLAND,2018,July,Monthly,Number of Live Births,6105
MASSACHUSETTS,2018,July,Monthly,Number of Live Births,6142
MICHIGAN,2018,July,Monthly,Number of Live Births,9687
MINNESOTA,2018,July,Monthly,Number of Live Births,5852
MISSISSIPPI,2018,July,Monthly,Number of Live Births,3150
MISSOURI,2018,July,Monthly,Number of Live Births,6409
MONTANA,2018,July,Monthly,Number of Live Births,1008
NEBRASKA,2018,July,Monthly,Number of Live Births,2278
NEVADA,2018,July,Monthly,Number of Live Births,3137
NEW HAMPSHIRE,2018,July,Monthly,Number of Live Births,1116
NEW JERSEY,2018,July,Monthly,Number of Live Births,8819
NEW MEXICO,2018,July,Monthly,Number of Live Births,2049
NEW YORK,2018,July,Monthly,Number of Live Births,19668
NORTH CAROLINA,2018,July,Monthly,Number of Live Births,10259
NORTH DAKOTA,2018,July,Monthly,Number of Live Births,909
OHIO,2018,July,Monthly,Number of Live Births,11755
OKLAHOMA,2018,July,Monthly,Number of Live Births,4314
OREGON,2018,July,Monthly,Number of Live Births,3731
PENNSYLVANIA,2018,July,Monthly,Number of Live Births,11977
RHODE ISLAND,2018,July,Monthly,Number of Live Births,904
SOUTH CAROLINA,2018,July,Monthly,Number of Live Births,4776
SOUTH DAKOTA,2018,July,Monthly,Number of Live Births,1028
TENNESSEE,2018,July,Monthly,Number of Live Births,7028
TEXAS,2018,July,Monthly,Number of Live Births,32782
UTAH,2018,July,Monthly,Number of Live Births,4243
VERMONT,2018,July,Monthly,Number of Live Births,511
VIRGINIA,2018,July,Monthly,Number of Live Births,8666
WASHINGTON,2018,July,Monthly,Number of Live Births,7817
WEST VIRGINIA,2018,July,Monthly,Number of Live Births,1588
WISCONSIN,2018,July,Monthly,Number of Live Births,5709
WYOMING,2018,July,Monthly,Number of Live Births,553
PUERTO RICO,2018,July,Monthly,Number of Live Births,1760
ALABAMA,2018,August,Monthly,Number of Live Births,5296
ALASKA,2018,August,Monthly,Number of Live Births,938
ARIZONA,2018,August,Monthly,Number of Live Births,7325
ARKANSAS,2018,August,Monthly,Number of Live Births,3416
CALIFORNIA,2018,August,Monthly,Number of Live Births,41127
COLORADO,2018,August,Monthly,Number of Live Births,5657
CONNECTICUT,2018,August,Monthly,Number of Live Births,3097
DELAWARE,2018,August,Monthly,Number of Live Births,989
DISTRICT OF COLUMBIA,2018,August,Monthly,Number of Live Births,819
FLORIDA,2018,August,Monthly,Number of Live Births,20151
GEORGIA,2018,August,Monthly,Number of Live Births,11647
HAWAII,2018,August,Monthly,Number of Live Births,1440
IDAHO,2018,August,Monthly,Number of Live Births,1892
ILLINOIS,2018,August,Monthly,Number of Live Births,13136
INDIANA,2018,August,Monthly,Number of Live Births,7373
IOWA,2018,August,Monthly,Number of Live Births,3377
KANSAS,2018,August,Monthly,Number of Live Births,3382
KENTUCKY,2018,August,Monthly,Number of Live Births,4964
LOUISIANA,2018,August,Monthly,Number of Live Births,5648
MAINE,2018,August,Monthly,Number of Live Births,1161
MARYLAND,2018,August,Monthly,Number of Live Births,6561
MASSACHUSETTS,2018,August,Monthly,Number of Live Births,6215
MICHIGAN,2018,August,Monthly,Number of Live Births,9913
MINNESOTA,2018,August,Monthly,Number of Live Births,6231
MISSISSIPPI,2018,August,Monthly,Number of Live Births,3482
MISSOURI,2018,August,Monthly,Number of Live Births,6695
MONTANA,2018,August,Monthly,Number of Live Births,1057
NEBRASKA,2018,August,Monthly,Number of Live Births,2277
NEVADA,2018,August,Monthly,Number of Live Births,3282
NEW HAMPSHIRE,2018,August,Monthly,Number of Live Births,1075
NEW JERSEY,2018,August,Monthly,Number of Live Births,9251
NEW MEXICO,2018,August,Monthly,Number of Live Births,2074
NEW YORK,2018,August,Monthly,Number of Live Births,20329
NORTH CAROLINA,2018,August,Monthly,Number of Live Births,10920
NORTH DAKOTA,2018,August,Monthly,Number of Live Births,972
OHIO,2018,August,Monthly,Number of Live Births,12298
OKLAHOMA,2018,August,Monthly,Number of Live Births,4554
OREGON,2018,August,Monthly,Number of Live Births,3920
PENNSYLVANIA,2018,August,Monthly,Number of Live Births,12160
RHODE ISLAND,2018,August,Monthly,Number of Live Births,960
SOUTH CAROLINA,2018,August,Monthly,Number of Live Births,5161
SOUTH DAKOTA,2018,August,Monthly,Number of Live Births,1020
TENNESSEE,2018,August,Monthly,Number of Live Births,7336
TEXAS,2018,August,Monthly,Number of Live Births,34457
UTAH,2018,August,Monthly,Number of Live Births,4327
VERMONT,2018,August,Monthly,Number of Live Births,525
VIRGINIA,2018,August,Monthly,Number of Live Births,9051
WASHINGTON,2018,August,Monthly,Number of Live Births,7795
WEST VIRGINIA,2018,August,Monthly,Number of Live Births,1694
WISCONSIN,2018,August,Monthly,Number of Live Births,5862
WYOMING,2018,August,Monthly,Number of Live Births,562
PUERTO RICO,2018,August,Monthly,Number of Live Births,1985
ALABAMA,2018,September,Monthly,Number of Live Births,4848
ALASKA,2018,September,Monthly,Number of Live Births,796
ARIZONA,2018,September,Monthly,Number of Live Births,7143
ARKANSAS,2018,September,Monthly,Number of Live Births,3099
CALIFORNIA,2018,September,Monthly,Number of Live Births,39116
COLORADO,2018,September,Monthly,Number of Live Births,5452
CONNECTICUT,2018,September,Monthly,Number of Live Births,2896
DELAWARE,2018,September,Monthly,Number of Live Births,878
DISTRICT OF COLUMBIA,2018,September,Monthly,Number of Live Births,735
FLORIDA,2018,September,Monthly,Number of Live Births,19147
GEORGIA,2018,September,Monthly,Number of Live Births,10681
HAWAII,2018,September,Monthly,Number of Live Births,1492
IDAHO,2018,September,Monthly,Number of Live Births,1849
ILLINOIS,2018,September,Monthly,Number of Live Births,12092
INDIANA,2018,September,Monthly,Number of Live Births,7049
IOWA,2018,September,Monthly,Number of Live Births,3121
KANSAS,2018,September,Monthly,Number of Live Births,3077
KENTUCKY,2018,September,Monthly,Number of Live Births,4556
LOUISIANA,2018,September,Monthly,Number of Live Births,5011
MAINE,2018,September,Monthly,Number of Live Births,1035
MARYLAND,2018,September,Monthly,Number of Live Births,6133
MASSACHUSETTS,2018,September,Monthly,Number of Live Births,5936
MICHIGAN,2018,September,Monthly,Number of Live Births,9206
MINNESOTA,2018,September,Monthly,Number of Live Births,5625
MISSISSIPPI,2018,September,Monthly,Number of Live Births,3124
MISSOURI,2018,September,Monthly,Number of Live Births,6200
MONTANA,2018,September,Monthly,Number of Live Births,916
NEBRASKA,2018,September,Monthly,Number of Live Births,2067
NEVADA,2018,September,Monthly,Number of Live Births,2950
NEW HAMPSHIRE,2018,September,Monthly,Number of Live Births,1061
NEW JERSEY,2018,September,Monthly,Number of Live Births,8650
NEW MEXICO,2018,September,Monthly,Number of Live Births,2108
NEW YORK,2018,September,Monthly,Number of Live Births,18954
NORTH CAROLINA,2018,September,Monthly,Number of Live Births,10338
NORTH DAKOTA,2018,September,Monthly,Number of Live Births,862
OHIO,2018,September,Monthly,Number of Live Births,11324
OKLAHOMA,2018,September,Monthly,Number of Live Births,4229
OREGON,2018,September,Monthly,Number of Live Births,3456
PENNSYLVANIA,2018,September,Monthly,Number of Live Births,11478
RHODE ISLAND,2018,September,Monthly,Number of Live Births,893
SOUTH CAROLINA,2018,September,Monthly,Number of Live Births,4863
SOUTH DAKOTA,2018,September,Monthly,Number of Live Births,988
TENNESSEE,2018,September,Monthly,Number of Live Births,6857
TEXAS,2018,September,Monthly,Number of Live Births,32955
UTAH,2018,September,Monthly,Number of Live Births,3911
VERMONT,2018,September,Monthly,Number of Live Births,429
VIRGINIA,2018,September,Monthly,Number of Live Births,8736
WASHINGTON,2018,September,Monthly,Number of Live Births,7167
WEST VIRGINIA,2018,September,Monthly,Number of Live Births,1468
WISCONSIN,2018,September,Monthly,Number of Live Births,5409
WYOMING,2018,September,Monthly,Number of Live Births,545
PUERTO RICO,2018,September,Monthly,Number of Live Births,1988
ALABAMA,2018,October,Monthly,Number of Live Births,5041
ALASKA,2018,October,Monthly,Number of Live Births,881
ARIZONA,2018,October,Monthly,Number of Live Births,7155
ARKANSAS,2018,October,Monthly,Number of Live Births,3272
CALIFORNIA,2018,October,Monthly,Number of Live Births,39329
COLORADO,2018,October,Monthly,Number of Live Births,5318
CONNECTICUT,2018,October,Monthly,Number of Live Births,3073
DELAWARE,2018,October,Monthly,Number of Live Births,908
DISTRICT OF COLUMBIA,2018,October,Monthly,Number of Live Births,817
FLORIDA,2018,October,Monthly,Number of Live Births,19707
GEORGIA,2018,October,Monthly,Number of Live Births,10813
HAWAII,2018,October,Monthly,Number of Live Births,1451
IDAHO,2018,October,Monthly,Number of Live Births,1807
ILLINOIS,2018,October,Monthly,Number of Live Births,12240
INDIANA,2018,October,Monthly,Number of Live Births,6887
IOWA,2018,October,Monthly,Number of Live Births,3281
KANSAS,2018,October,Monthly,Number of Live Births,3120
KENTUCKY,2018,October,Monthly,Number of Live Births,4585
LOUISIANA,2018,October,Monthly,Number of Live Births,5182
MAINE,2018,October,Monthly,Number of Live Births,1071
MARYLAND,2018,October,Monthly,Number of Live Births,6278
MASSACHUSETTS,2018,October,Monthly,Number of Live Births,5920
MICHIGAN,2018,October,Monthly,Number of Live Births,9336
MINNESOTA,2018,October,Monthly,Number of Live Births,5526
MISSISSIPPI,2018,October,Monthly,Number of Live Births,3139
MISSOURI,2018,October,Monthly,Number of Live Births,6218
MONTANA,2018,October,Monthly,Number of Live Births,909
NEBRASKA,2018,October,Monthly,Number of Live Births,2193
NEVADA,2018,October,Monthly,Number of Live Births,3096
NEW HAMPSHIRE,2018,October,Monthly,Number of Live Births,1039
NEW JERSEY,2018,October,Monthly,Number of Live Births,8596
NEW MEXICO,2018,October,Monthly,Number of Live Births,1993
NEW YORK,2018,October,Monthly,Number of Live Births,19306
NORTH CAROLINA,2018,October,Monthly,Number of Live Births,10339
NORTH DAKOTA,2018,October,Monthly,Number of Live Births,884
OHIO,2018,October,Monthly,Number of Live Births,11599
OKLAHOMA,2018,October,Monthly,Number of Live Births,4307
OREGON,2018,October,Monthly,Number of Live Births,3547
PENNSYLVANIA,2018,October,Monthly,Number of Live Births,11752
RHODE ISLAND,2018,October,Monthly,Number of Live Births,905
SOUTH CAROLINA,2018,October,Monthly,Number of Live Births,4873
SOUTH DAKOTA,2018,October,Monthly,Number of Live Births,1021
TENNESSEE,2018,October,Monthly,Number of Live Births,6997
TEXAS,2018,October,Monthly,Number of Live Births,33340
UTAH,2018,October,Monthly,Number of Live Births,4133
VERMONT,2018,October,Monthly,Number of Live Births,485
VIRGINIA,2018,October,Monthly,Number of Live Births,8559
WASHINGTON,2018,October,Monthly,Number of Live Births,7117
WEST VIRGINIA,2018,October,Monthly,Number of Live Births,1597
WISCONSIN,2018,October,Monthly,Number of Live Births,5401
WYOMING,2018,October,Monthly,Number of Live Births,536
PUERTO RICO,2018,October,Monthly,Number of Live Births,2047
ALABAMA,2018,November,Monthly,Number of Live Births,4845
ALASKA,2018,November,Monthly,Number of Live Births,774
ARIZONA,2018,November,Monthly,Number of Live Births,6797
ARKANSAS,2018,November,Monthly,Number of Live Births,2969
CALIFORNIA,2018,November,Monthly,Number of Live Births,38125
COLORADO,2018,November,Monthly,Number of Live Births,5058
CONNECTICUT,2018,November,Monthly,Number of Live Births,2851
DELAWARE,2018,November,Monthly,Number of Live Births,854
DISTRICT OF COLUMBIA,2018,November,Monthly,Number of Live Births,746
FLORIDA,2018,November,Monthly,Number of Live Births,18472
GEORGIA,2018,November,Monthly,Number of Live Births,10240
HAWAII,2018,November,Monthly,Number of Live Births,1392
IDAHO,2018,November,Monthly,Number of Live Births,1688
ILLINOIS,2018,November,Monthly,Number of Live Births,11474
INDIANA,2018,November,Monthly,Number of Live Births,6473
IOWA,2018,November,Monthly,Number of Live Births,3038
KANSAS,2018,November,Monthly,Number of Live Births,2936
KENTUCKY,2018,November,Monthly,Number of Live Births,4394
LOUISIANA,2018,November,Monthly,Number of Live Births,5039
MAINE,2018,November,Monthly,Number of Live Births,980
MARYLAND,2018,November,Monthly,Number of Live Births,5676
MASSACHUSETTS,2018,November,Monthly,Number of Live Births,5568
MICHIGAN,2018,November,Monthly,Number of Live Births,8582
MINNESOTA,2018,November,Monthly,Number of Live Births,5365
MISSISSIPPI,2018,November,Monthly,Number of Live Births,3121
MISSOURI,2018,November,Monthly,Number of Live Births,5872
MONTANA,2018,November,Monthly,Number of Live Births,887
NEBRASKA,2018,November,Monthly,Number of Live Births,2078
NEVADA,2018,November,Monthly,Number of Live Births,2967
NEW HAMPSHIRE,2018,November,Monthly,Number of Live Births,962
NEW JERSEY,2018,November,Monthly,Number of Live Births,8015
NEW MEXICO,2018,November,Monthly,Number of Live Births,1829
NEW YORK,2018,November,Monthly,Number of Live Births,18325
NORTH CAROLINA,2018,November,Monthly,Number of Live Births,9668
NORTH DAKOTA,2018,November,Monthly,Number of Live Births,877
OHIO,2018,November,Monthly,Number of Live Births,10824
OKLAHOMA,2018,November,Monthly,Number of Live Births,4040
OREGON,2018,November,Monthly,Number of Live Births,3349
PENNSYLVANIA,2018,November,Monthly,Number of Live Births,10668
RHODE ISLAND,2018,November,Monthly,Number of Live Births,812
SOUTH CAROLINA,2018,November,Monthly,Number of Live Births,4725
SOUTH DAKOTA,2018,November,Monthly,Number of Live Births,909
TENNESSEE,2018,November,Monthly,Number of Live Births,6609
TEXAS,2018,November,Monthly,Number of Live Births,31565
UTAH,2018,November,Monthly,Number of Live Births,3687
