Report Date,Borough,Community District,Case Type,Cases,Individuals
11/30/2019,Bronx,1,All Case Types,943,2108
11/30/2019,Bronx,2,All Case Types,458,1079
11/30/2019,Bronx,3,All Case Types,825,1925
11/30/2019,Bronx,4,All Case Types,1003,2308
11/30/2019,Bronx,5,All Case Types,913,2086
11/30/2019,Bronx,6,All Case Types,715,1626
11/30/2019,Bronx,7,All Case Types,635,1377
11/30/2019,Bronx,8,All Case Types,171,339
11/30/2019,Bronx,9,All Case Types,866,1972
11/30/2019,Bronx,10,All Case Types,247,541
11/30/2019,Bronx,11,All Case Types,404,859
11/30/2019,Bronx,12,All Case Types,875,1950
11/30/2019,Bronx,Unknown CD,All Case Types,1632,2874
11/30/2019,Brooklyn,1,All Case Types,241,478
11/30/2019,Brooklyn,2,All Case Types,272,440
11/30/2019,Brooklyn,3,All Case Types,965,1841
11/30/2019,Brooklyn,4,All Case Types,370,731
11/30/2019,Brooklyn,5,All Case Types,1316,2777
11/30/2019,Brooklyn,6,All Case Types,139,257
11/30/2019,Brooklyn,7,All Case Types,125,239
11/30/2019,Brooklyn,8,All Case Types,425,771
11/30/2019,Brooklyn,9,All Case Types,352,622
11/30/2019,Brooklyn,10,All Case Types,67,129
11/30/2019,Brooklyn,11,All Case Types,104,209
11/30/2019,Brooklyn,12,All Case Types,83,148
11/30/2019,Brooklyn,13,All Case Types,215,418
11/30/2019,Brooklyn,14,All Case Types,297,532
11/30/2019,Brooklyn,15,All Case Types,103,174
11/30/2019,Brooklyn,16,All Case Types,753,1569
11/30/2019,Brooklyn,17,All Case Types,635,1289
11/30/2019,Brooklyn,18,All Case Types,410,818
11/30/2019,Brooklyn,Unknown CD,All Case Types,1306,2248
11/30/2019,Manhattan,1,All Case Types,220,444
11/30/2019,Manhattan,2,All Case Types,35,49
11/30/2019,Manhattan,3,All Case Types,343,602
11/30/2019,Manhattan,4,All Case Types,208,301
11/30/2019,Manhattan,5,All Case Types,82,118
11/30/2019,Manhattan,6,All Case Types,111,131
11/30/2019,Manhattan,7,All Case Types,207,336
11/30/2019,Manhattan,8,All Case Types,90,137
11/30/2019,Manhattan,9,All Case Types,378,710
11/30/2019,Manhattan,10,All Case Types,778,1428
11/30/2019,Manhattan,11,All Case Types,780,1442
11/30/2019,Manhattan,12,All Case Types,400,729
11/30/2019,Manhattan,Unknown CD,All Case Types,2078,2808
11/30/2019,Queens,1,All Case Types,507,682
11/30/2019,Queens,2,All Case Types,293,396
11/30/2019,Queens,3,All Case Types,141,269
11/30/2019,Queens,4,All Case Types,134,246
11/30/2019,Queens,5,All Case Types,124,227
11/30/2019,Queens,6,All Case Types,34,59
11/30/2019,Queens,7,All Case Types,126,242
11/30/2019,Queens,8,All Case Types,177,305
11/30/2019,Queens,9,All Case Types,174,320
11/30/2019,Queens,10,All Case Types,143,270
11/30/2019,Queens,11,All Case Types,17,30
11/30/2019,Queens,12,All Case Types,908,1842
11/30/2019,Queens,13,All Case Types,359,720
11/30/2019,Queens,14,All Case Types,498,1077
11/30/2019,Queens,Unknown CD,All Case Types,1039,1765
11/30/2019,Staten Island,1,All Case Types,414,955
11/30/2019,Staten Island,2,All Case Types,53,94
11/30/2019,Staten Island,3,All Case Types,32,63
11/30/2019,Staten Island,Unknown CD,All Case Types,86,156
10/31/2019,Bronx,1,All Case Types,940,2096
10/31/2019,Bronx,2,All Case Types,452,1056
10/31/2019,Bronx,3,All Case Types,836,1936
10/31/2019,Bronx,4,All Case Types,1003,2314
10/31/2019,Bronx,5,All Case Types,910,2101
10/31/2019,Bronx,6,All Case Types,715,1624
10/31/2019,Bronx,7,All Case Types,643,1400
10/31/2019,Bronx,8,All Case Types,169,332
10/31/2019,Bronx,9,All Case Types,875,2012
10/31/2019,Bronx,10,All Case Types,249,530
10/31/2019,Bronx,11,All Case Types,397,855
10/31/2019,Bronx,12,All Case Types,870,1920
10/31/2019,Bronx,Unknown CD,All Case Types,1618,2855
10/31/2019,Brooklyn,1,All Case Types,242,481
10/31/2019,Brooklyn,2,All Case Types,279,445
10/31/2019,Brooklyn,3,All Case Types,950,1812
10/31/2019,Brooklyn,4,All Case Types,372,726
10/31/2019,Brooklyn,5,All Case Types,1324,2821
10/31/2019,Brooklyn,6,All Case Types,143,263
10/31/2019,Brooklyn,7,All Case Types,119,234
10/31/2019,Brooklyn,8,All Case Types,427,785
10/31/2019,Brooklyn,9,All Case Types,357,618
10/31/2019,Brooklyn,10,All Case Types,65,128
10/31/2019,Brooklyn,11,All Case Types,100,200
10/31/2019,Brooklyn,12,All Case Types,76,136
10/31/2019,Brooklyn,13,All Case Types,214,423
10/31/2019,Brooklyn,14,All Case Types,307,572
10/31/2019,Brooklyn,15,All Case Types,105,181
10/31/2019,Brooklyn,16,All Case Types,760,1597
10/31/2019,Brooklyn,17,All Case Types,640,1326
10/31/2019,Brooklyn,18,All Case Types,398,797
10/31/2019,Brooklyn,Unknown CD,All Case Types,1298,2244
10/31/2019,Manhattan,1,All Case Types,214,451
10/31/2019,Manhattan,2,All Case Types,31,47
10/31/2019,Manhattan,3,All Case Types,341,582
10/31/2019,Manhattan,4,All Case Types,196,281
10/31/2019,Manhattan,5,All Case Types,79,114
10/31/2019,Manhattan,6,All Case Types,106,128
10/31/2019,Manhattan,7,All Case Types,217,351
10/31/2019,Manhattan,8,All Case Types,91,135
10/31/2019,Manhattan,9,All Case Types,388,720
10/31/2019,Manhattan,10,All Case Types,795,1452
10/31/2019,Manhattan,11,All Case Types,787,1410
10/31/2019,Manhattan,12,All Case Types,398,738
10/31/2019,Manhattan,Unknown CD,All Case Types,1999,2738
10/31/2019,Queens,1,All Case Types,506,675
10/31/2019,Queens,2,All Case Types,288,390
10/31/2019,Queens,3,All Case Types,152,283
10/31/2019,Queens,4,All Case Types,138,253
10/31/2019,Queens,5,All Case Types,121,230
10/31/2019,Queens,6,All Case Types,34,55
10/31/2019,Queens,7,All Case Types,127,250
10/31/2019,Queens,8,All Case Types,164,291
10/31/2019,Queens,9,All Case Types,173,304
10/31/2019,Queens,10,All Case Types,142,264
10/31/2019,Queens,11,All Case Types,22,37
10/31/2019,Queens,12,All Case Types,899,1814
10/31/2019,Queens,13,All Case Types,363,731
10/31/2019,Queens,14,All Case Types,524,1137
10/31/2019,Queens,Unknown CD,All Case Types,1036,1804
10/31/2019,Staten Island,1,All Case Types,414,964
10/31/2019,Staten Island,2,All Case Types,48,91
10/31/2019,Staten Island,3,All Case Types,30,62
10/31/2019,Staten Island,Unknown CD,All Case Types,94,170
09/30/2019,Bronx,1,All Case Types,941,2129
09/30/2019,Bronx,2,All Case Types,467,1070
09/30/2019,Bronx,3,All Case Types,834,1934
09/30/2019,Bronx,4,All Case Types,1010,2300
09/30/2019,Bronx,5,All Case Types,927,2132
09/30/2019,Bronx,6,All Case Types,724,1616
09/30/2019,Bronx,7,All Case Types,633,1364
09/30/2019,Bronx,8,All Case Types,161,326
09/30/2019,Bronx,9,All Case Types,878,1992
09/30/2019,Bronx,10,All Case Types,242,519
09/30/2019,Bronx,11,All Case Types,394,841
09/30/2019,Bronx,12,All Case Types,867,1894
09/30/2019,Bronx,Unknown CD,All Case Types,1589,2821
09/30/2019,Brooklyn,1,All Case Types,241,482
09/30/2019,Brooklyn,2,All Case Types,269,428
09/30/2019,Brooklyn,3,All Case Types,948,1804
09/30/2019,Brooklyn,4,All Case Types,369,720
09/30/2019,Brooklyn,5,All Case Types,1311,2769
09/30/2019,Brooklyn,6,All Case Types,146,266
09/30/2019,Brooklyn,7,All Case Types,125,241
09/30/2019,Brooklyn,8,All Case Types,409,767
09/30/2019,Brooklyn,9,All Case Types,355,629
09/30/2019,Brooklyn,10,All Case Types,64,123
09/30/2019,Brooklyn,11,All Case Types,106,209
09/30/2019,Brooklyn,12,All Case Types,75,135
09/30/2019,Brooklyn,13,All Case Types,211,403
09/30/2019,Brooklyn,14,All Case Types,308,575
09/30/2019,Brooklyn,15,All Case Types,96,163
09/30/2019,Brooklyn,16,All Case Types,765,1597
09/30/2019,Brooklyn,17,All Case Types,632,1269
09/30/2019,Brooklyn,18,All Case Types,401,818
09/30/2019,Brooklyn,Unknown CD,All Case Types,1284,2222
09/30/2019,Manhattan,1,All Case Types,223,477
09/30/2019,Manhattan,2,All Case Types,32,45
09/30/2019,Manhattan,3,All Case Types,340,580
09/30/2019,Manhattan,4,All Case Types,203,291
09/30/2019,Manhattan,5,All Case Types,85,124
09/30/2019,Manhattan,6,All Case Types,109,139
09/30/2019,Manhattan,7,All Case Types,200,328
09/30/2019,Manhattan,8,All Case Types,90,137
09/30/2019,Manhattan,9,All Case Types,395,733
09/30/2019,Manhattan,10,All Case Types,793,1459
09/30/2019,Manhattan,11,All Case Types,770,1414
09/30/2019,Manhattan,12,All Case Types,395,740
09/30/2019,Manhattan,Unknown CD,All Case Types,1942,2669
09/30/2019,Queens,1,All Case Types,509,679
09/30/2019,Queens,2,All Case Types,299,399
09/30/2019,Queens,3,All Case Types,147,278
09/30/2019,Queens,4,All Case Types,131,235
09/30/2019,Queens,5,All Case Types,132,255
09/30/2019,Queens,6,All Case Types,33,55
09/30/2019,Queens,7,All Case Types,132,249
09/30/2019,Queens,8,All Case Types,165,292
09/30/2019,Queens,9,All Case Types,169,309
09/30/2019,Queens,10,All Case Types,141,272
09/30/2019,Queens,11,All Case Types,17,27
09/30/2019,Queens,12,All Case Types,905,1829
09/30/2019,Queens,13,All Case Types,352,693
09/30/2019,Queens,14,All Case Types,528,1134
09/30/2019,Queens,Unknown CD,All Case Types,1034,1796
09/30/2019,Staten Island,1,All Case Types,409,963
09/30/2019,Staten Island,2,All Case Types,50,99
09/30/2019,Staten Island,3,All Case Types,27,57
09/30/2019,Staten Island,Unknown CD,All Case Types,98,176
08/31/2019,Bronx,1,All Case Types,912,2041
08/31/2019,Bronx,2,All Case Types,466,1064
08/31/2019,Bronx,3,All Case Types,833,1977
08/31/2019,Bronx,4,All Case Types,1017,2284
08/31/2019,Bronx,5,All Case Types,916,2104
08/31/2019,Bronx,6,All Case Types,708,1582
08/31/2019,Bronx,7,All Case Types,629,1362
08/31/2019,Bronx,8,All Case Types,172,344
08/31/2019,Bronx,9,All Case Types,865,1949
08/31/2019,Bronx,10,All Case Types,238,521
08/31/2019,Bronx,11,All Case Types,389,818
08/31/2019,Bronx,12,All Case Types,866,1924
08/31/2019,Bronx,Unknown CD,All Case Types,1571,2810
08/31/2019,Brooklyn,1,All Case Types,238,468
08/31/2019,Brooklyn,2,All Case Types,262,420
08/31/2019,Brooklyn,3,All Case Types,922,1756
08/31/2019,Brooklyn,4,All Case Types,362,711
08/31/2019,Brooklyn,5,All Case Types,1269,2682
08/31/2019,Brooklyn,6,All Case Types,144,264
08/31/2019,Brooklyn,7,All Case Types,127,259
08/31/2019,Brooklyn,8,All Case Types,420,778
08/31/2019,Brooklyn,9,All Case Types,352,626
08/31/2019,Brooklyn,10,All Case Types,61,114
08/31/2019,Brooklyn,11,All Case Types,98,201
08/31/2019,Brooklyn,12,All Case Types,76,134
08/31/2019,Brooklyn,13,All Case Types,210,420
08/31/2019,Brooklyn,14,All Case Types,314,579
08/31/2019,Brooklyn,15,All Case Types,94,159
08/31/2019,Brooklyn,16,All Case Types,761,1591
08/31/2019,Brooklyn,17,All Case Types,620,1287
08/31/2019,Brooklyn,18,All Case Types,394,809
08/31/2019,Brooklyn,Unknown CD,All Case Types,1258,2172
08/31/2019,Manhattan,1,All Case Types,222,467
08/31/2019,Manhattan,2,All Case Types,32,45
08/31/2019,Manhattan,3,All Case Types,333,587
08/31/2019,Manhattan,4,All Case Types,220,310
08/31/2019,Manhattan,5,All Case Types,85,119
08/31/2019,Manhattan,6,All Case Types,115,146
08/31/2019,Manhattan,7,All Case Types,196,319
08/31/2019,Manhattan,8,All Case Types,89,134
08/31/2019,Manhattan,9,All Case Types,396,720
08/31/2019,Manhattan,10,All Case Types,755,1409
08/31/2019,Manhattan,11,All Case Types,766,1422
08/31/2019,Manhattan,12,All Case Types,390,714
08/31/2019,Manhattan,Unknown CD,All Case Types,1880,2614
08/31/2019,Queens,1,All Case Types,519,684
08/31/2019,Queens,2,All Case Types,300,393
08/31/2019,Queens,3,All Case Types,148,282
08/31/2019,Queens,4,All Case Types,124,222
08/31/2019,Queens,5,All Case Types,130,246
08/31/2019,Queens,6,All Case Types,34,55
08/31/2019,Queens,7,All Case Types,120,227
08/31/2019,Queens,8,All Case Types,165,294
08/31/2019,Queens,9,All Case Types,160,303
08/31/2019,Queens,10,All Case Types,138,257
08/31/2019,Queens,11,All Case Types,18,27
08/31/2019,Queens,12,All Case Types,885,1774
08/31/2019,Queens,13,All Case Types,338,662
08/31/2019,Queens,14,All Case Types,499,1064
08/31/2019,Queens,Unknown CD,All Case Types,1032,1812
08/31/2019,Staten Island,1,All Case Types,393,909
08/31/2019,Staten Island,2,All Case Types,47,89
08/31/2019,Staten Island,3,All Case Types,25,55
08/31/2019,Staten Island,Unknown CD,All Case Types,92,165
07/31/2019,Bronx,1,All Case Types,892,2012
07/31/2019,Bronx,2,All Case Types,459,1058
07/31/2019,Bronx,3,All Case Types,825,1960
07/31/2019,Bronx,4,All Case Types,1021,2297
07/31/2019,Bronx,5,All Case Types,900,2081
07/31/2019,Bronx,6,All Case Types,719,1621
07/31/2019,Bronx,7,All Case Types,626,1330
07/31/2019,Bronx,8,All Case Types,164,328
07/31/2019,Bronx,9,All Case Types,846,1895
07/31/2019,Bronx,10,All Case Types,233,508
07/31/2019,Bronx,11,All Case Types,390,817
07/31/2019,Bronx,12,All Case Types,866,1870
07/31/2019,Bronx,Unknown CD,All Case Types,1532,2773
07/31/2019,Brooklyn,1,All Case Types,231,447
07/31/2019,Brooklyn,2,All Case Types,261,415
07/31/2019,Brooklyn,3,All Case Types,923,1752
07/31/2019,Brooklyn,4,All Case Types,361,696
07/31/2019,Brooklyn,5,All Case Types,1268,2631
07/31/2019,Brooklyn,6,All Case Types,152,274
07/31/2019,Brooklyn,7,All Case Types,124,255
07/31/2019,Brooklyn,8,All Case Types,437,819
07/31/2019,Brooklyn,9,All Case Types,350,616
07/31/2019,Brooklyn,10,All Case Types,63,114
07/31/2019,Brooklyn,11,All Case Types,104,207
07/31/2019,Brooklyn,12,All Case Types,76,130
07/31/2019,Brooklyn,13,All Case Types,205,407
07/31/2019,Brooklyn,14,All Case Types,309,584
07/31/2019,Brooklyn,15,All Case Types,94,161
07/31/2019,Brooklyn,16,All Case Types,750,1557
07/31/2019,Brooklyn,17,All Case Types,616,1306
07/31/2019,Brooklyn,18,All Case Types,387,770
07/31/2019,Brooklyn,Unknown CD,All Case Types,1279,2206
07/31/2019,Manhattan,1,All Case Types,219,467
07/31/2019,Manhattan,2,All Case Types,31,43
07/31/2019,Manhattan,3,All Case Types,327,579
07/31/2019,Manhattan,4,All Case Types,221,317
07/31/2019,Manhattan,5,All Case Types,89,127
07/31/2019,Manhattan,6,All Case Types,103,125
07/31/2019,Manhattan,7,All Case Types,186,305
07/31/2019,Manhattan,8,All Case Types,88,130
07/31/2019,Manhattan,9,All Case Types,375,674
07/31/2019,Manhattan,10,All Case Types,769,1418
07/31/2019,Manhattan,11,All Case Types,785,1444
07/31/2019,Manhattan,12,All Case Types,392,709
07/31/2019,Manhattan,Unknown CD,All Case Types,1894,2599
07/31/2019,Queens,1,All Case Types,539,722
07/31/2019,Queens,2,All Case Types,291,378
07/31/2019,Queens,3,All Case Types,144,275
07/31/2019,Queens,4,All Case Types,119,211
07/31/2019,Queens,5,All Case Types,129,242
07/31/2019,Queens,6,All Case Types,34,55
07/31/2019,Queens,7,All Case Types,125,223
07/31/2019,Queens,8,All Case Types,166,302
07/31/2019,Queens,9,All Case Types,160,309
07/31/2019,Queens,10,All Case Types,144,273
07/31/2019,Queens,11,All Case Types,20,29
07/31/2019,Queens,12,All Case Types,867,1697
07/31/2019,Queens,13,All Case Types,327,623
07/31/2019,Queens,14,All Case Types,513,1070
07/31/2019,Queens,Unknown CD,All Case Types,1047,1805
07/31/2019,Staten Island,1,All Case Types,412,947
07/31/2019,Staten Island,2,All Case Types,45,85
07/31/2019,Staten Island,3,All Case Types,27,58
07/31/2019,Staten Island,Unknown CD,All Case Types,97,178
06/30/2019,Bronx,1,All Case Types,893,1995
06/30/2019,Bronx,2,All Case Types,463,1026
06/30/2019,Bronx,3,All Case Types,845,1968
06/30/2019,Bronx,4,All Case Types,999,2230
06/30/2019,Bronx,5,All Case Types,904,2082
06/30/2019,Bronx,6,All Case Types,717,1663
06/30/2019,Bronx,7,All Case Types,608,1301
06/30/2019,Bronx,8,All Case Types,174,343
06/30/2019,Bronx,9,All Case Types,833,1880
06/30/2019,Bronx,10,All Case Types,229,492
06/30/2019,Bronx,11,All Case Types,379,809
06/30/2019,Bronx,12,All Case Types,840,1815
06/30/2019,Bronx,Unknown CD,All Case Types,1537,2770
06/30/2019,Brooklyn,1,All Case Types,230,449
06/30/2019,Brooklyn,2,All Case Types,259,410
06/30/2019,Brooklyn,3,All Case Types,905,1707
06/30/2019,Brooklyn,4,All Case Types,357,695
06/30/2019,Brooklyn,5,All Case Types,1250,2613
06/30/2019,Brooklyn,6,All Case Types,160,293
06/30/2019,Brooklyn,7,All Case Types,124,252
06/30/2019,Brooklyn,8,All Case Types,437,838
06/30/2019,Brooklyn,9,All Case Types,344,607
06/30/2019,Brooklyn,10,All Case Types,66,121
06/30/2019,Brooklyn,11,All Case Types,103,210
06/30/2019,Brooklyn,12,All Case Types,79,132
06/30/2019,Brooklyn,13,All Case Types,198,403
06/30/2019,Brooklyn,14,All Case Types,315,610
06/30/2019,Brooklyn,15,All Case Types,101,171
06/30/2019,Brooklyn,16,All Case Types,762,1599
06/30/2019,Brooklyn,17,All Case Types,632,1326
06/30/2019,Brooklyn,18,All Case Types,385,778
06/30/2019,Brooklyn,Unknown CD,All Case Types,1272,2170
06/30/2019,Manhattan,1,All Case Types,225,474
06/30/2019,Manhattan,2,All Case Types,29,38
06/30/2019,Manhattan,3,All Case Types,333,583
06/30/2019,Manhattan,4,All Case Types,217,309
06/30/2019,Manhattan,5,All Case Types,91,128
06/30/2019,Manhattan,6,All Case Types,109,140
06/30/2019,Manhattan,7,All Case Types,176,291
06/30/2019,Manhattan,8,All Case Types,82,118
06/30/2019,Manhattan,9,All Case Types,372,662
06/30/2019,Manhattan,10,All Case Types,759,1394
06/30/2019,Manhattan,11,All Case Types,769,1404
06/30/2019,Manhattan,12,All Case Types,391,722
06/30/2019,Manhattan,Unknown CD,All Case Types,1823,2495
06/30/2019,Queens,1,All Case Types,526,692
06/30/2019,Queens,2,All Case Types,283,366
06/30/2019,Queens,3,All Case Types,144,288
06/30/2019,Queens,4,All Case Types,119,206
06/30/2019,Queens,5,All Case Types,126,240
06/30/2019,Queens,6,All Case Types,32,53
06/30/2019,Queens,7,All Case Types,129,224
06/30/2019,Queens,8,All Case Types,157,283
06/30/2019,Queens,9,All Case Types,160,288
06/30/2019,Queens,10,All Case Types,135,252
06/30/2019,Queens,11,All Case Types,21,30
06/30/2019,Queens,12,All Case Types,867,1732
06/30/2019,Queens,13,All Case Types,335,643
06/30/2019,Queens,14,All Case Types,501,1035
06/30/2019,Queens,Unknown CD,All Case Types,1051,1853
06/30/2019,Staten Island,1,All Case Types,405,900
06/30/2019,Staten Island,2,All Case Types,50,101
06/30/2019,Staten Island,3,All Case Types,24,50
06/30/2019,Staten Island,Unknown CD,All Case Types,98,179
05/31/2019,Bronx,1,All Case Types,869,1963
05/31/2019,Bronx,2,All Case Types,466,1032
05/31/2019,Bronx,3,All Case Types,836,1949
05/31/2019,Bronx,4,All Case Types,998,2243
05/31/2019,Bronx,5,All Case Types,917,2091
05/31/2019,Bronx,6,All Case Types,709,1619
05/31/2019,Bronx,7,All Case Types,600,1289
05/31/2019,Bronx,8,All Case Types,183,363
05/31/2019,Bronx,9,All Case Types,825,1878
05/31/2019,Bronx,10,All Case Types,235,506
05/31/2019,Bronx,11,All Case Types,366,777
05/31/2019,Bronx,12,All Case Types,839,1814
05/31/2019,Bronx,Unknown CD,All Case Types,1524,2711
05/31/2019,Brooklyn,1,All Case Types,228,444
05/31/2019,Brooklyn,2,All Case Types,263,428
05/31/2019,Brooklyn,3,All Case Types,903,1727
05/31/2019,Brooklyn,4,All Case Types,354,672
05/31/2019,Brooklyn,5,All Case Types,1267,2634
05/31/2019,Brooklyn,6,All Case Types,145,268
05/31/2019,Brooklyn,7,All Case Types,122,244
05/31/2019,Brooklyn,8,All Case Types,448,861
05/31/2019,Brooklyn,9,All Case Types,335,604
05/31/2019,Brooklyn,10,All Case Types,64,115
05/31/2019,Brooklyn,11,All Case Types,106,216
05/31/2019,Brooklyn,12,All Case Types,79,130
05/31/2019,Brooklyn,13,All Case Types,202,412
05/31/2019,Brooklyn,14,All Case Types,309,602
05/31/2019,Brooklyn,15,All Case Types,89,154
05/31/2019,Brooklyn,16,All Case Types,731,1518
05/31/2019,Brooklyn,17,All Case Types,624,1305
05/31/2019,Brooklyn,18,All Case Types,413,835
05/31/2019,Brooklyn,Unknown CD,All Case Types,1274,2188
05/31/2019,Manhattan,1,All Case Types,221,459
05/31/2019,Manhattan,2,All Case Types,29,38
05/31/2019,Manhattan,3,All Case Types,347,623
05/31/2019,Manhattan,4,All Case Types,210,305
05/31/2019,Manhattan,5,All Case Types,90,125
05/31/2019,Manhattan,6,All Case Types,113,144
05/31/2019,Manhattan,7,All Case Types,180,304
05/31/2019,Manhattan,8,All Case Types,81,117
05/31/2019,Manhattan,9,All Case Types,379,668
05/31/2019,Manhattan,10,All Case Types,756,1363
05/31/2019,Manhattan,11,All Case Types,764,1393
05/31/2019,Manhattan,12,All Case Types,403,740
05/31/2019,Manhattan,Unknown CD,All Case Types,1845,2567
05/31/2019,Queens,1,All Case Types,544,727
05/31/2019,Queens,2,All Case Types,277,354
05/31/2019,Queens,3,All Case Types,149,298
05/31/2019,Queens,4,All Case Types,118,208
05/31/2019,Queens,5,All Case Types,131,249
05/31/2019,Queens,6,All Case Types,27,45
05/31/2019,Queens,7,All Case Types,124,210
05/31/2019,Queens,8,All Case Types,152,277
05/31/2019,Queens,9,All Case Types,159,293
05/31/2019,Queens,10,All Case Types,137,257
05/31/2019,Queens,11,All Case Types,20,28
05/31/2019,Queens,12,All Case Types,894,1764
05/31/2019,Queens,13,All Case Types,331,616
05/31/2019,Queens,14,All Case Types,487,997
05/31/2019,Queens,Unknown CD,All Case Types,1040,1862
05/31/2019,Staten Island,1,All Case Types,392,883
05/31/2019,Staten Island,2,All Case Types,49,100
05/31/2019,Staten Island,3,All Case Types,24,51
05/31/2019,Staten Island,Unknown CD,All Case Types,103,186
04/30/2019,Bronx,1,All Case Types,906,2036
04/30/2019,Bronx,2,All Case Types,460,1018
04/30/2019,Bronx,3,All Case Types,830,1913
04/30/2019,Bronx,4,All Case Types,1020,2286
04/30/2019,Bronx,5,All Case Types,947,2141
04/30/2019,Bronx,6,All Case Types,730,1669
04/30/2019,Bronx,7,All Case Types,603,1271
04/30/2019,Bronx,8,All Case Types,195,384
04/30/2019,Bronx,9,All Case Types,866,1942
04/30/2019,Bronx,10,All Case Types,232,494
04/30/2019,Bronx,11,All Case Types,365,777
04/30/2019,Bronx,12,All Case Types,834,1812
04/30/2019,Bronx,Unknown CD,All Case Types,1568,2736
04/30/2019,Brooklyn,1,All Case Types,228,435
04/30/2019,Brooklyn,2,All Case Types,276,455
04/30/2019,Brooklyn,3,All Case Types,936,1757
04/30/2019,Brooklyn,4,All Case Types,376,708
04/30/2019,Brooklyn,5,All Case Types,1296,2671
04/30/2019,Brooklyn,6,All Case Types,164,288
04/30/2019,Brooklyn,7,All Case Types,137,275
04/30/2019,Brooklyn,8,All Case Types,456,876
04/30/2019,Brooklyn,9,All Case Types,348,625
04/30/2019,Brooklyn,10,All Case Types,65,115
04/30/2019,Brooklyn,11,All Case Types,104,213
04/30/2019,Brooklyn,12,All Case Types,87,140
04/30/2019,Brooklyn,13,All Case Types,210,408
04/30/2019,Brooklyn,14,All Case Types,314,620
04/30/2019,Brooklyn,15,All Case Types,88,157
04/30/2019,Brooklyn,16,All Case Types,761,1576
04/30/2019,Brooklyn,17,All Case Types,650,1363
04/30/2019,Brooklyn,18,All Case Types,416,841
04/30/2019,Brooklyn,Unknown CD,All Case Types,1317,2244
04/30/2019,Manhattan,1,All Case Types,228,461
04/30/2019,Manhattan,2,All Case Types,34,41
04/30/2019,Manhattan,3,All Case Types,358,639
04/30/2019,Manhattan,4,All Case Types,225,320
04/30/2019,Manhattan,5,All Case Types,96,133
04/30/2019,Manhattan,6,All Case Types,116,144
04/30/2019,Manhattan,7,All Case Types,179,289
04/30/2019,Manhattan,8,All Case Types,80,110
04/30/2019,Manhattan,9,All Case Types,373,659
04/30/2019,Manhattan,10,All Case Types,765,1370
04/30/2019,Manhattan,11,All Case Types,794,1434
04/30/2019,Manhattan,12,All Case Types,399,745
04/30/2019,Manhattan,Unknown CD,All Case Types,1880,2615
04/30/2019,Queens,1,All Case Types,539,740
04/30/2019,Queens,2,All Case Types,276,347
04/30/2019,Queens,3,All Case Types,143,296
04/30/2019,Queens,4,All Case Types,126,213
04/30/2019,Queens,5,All Case Types,137,258
04/30/2019,Queens,6,All Case Types,32,53
04/30/2019,Queens,7,All Case Types,119,205
04/30/2019,Queens,8,All Case Types,153,271
04/30/2019,Queens,9,All Case Types,162,306
04/30/2019,Queens,10,All Case Types,141,267
04/30/2019,Queens,11,All Case Types,18,26
04/30/2019,Queens,12,All Case Types,910,1778
04/30/2019,Queens,13,All Case Types,334,628
04/30/2019,Queens,14,All Case Types,504,1048
04/30/2019,Queens,Unknown CD,All Case Types,1067,1902
04/30/2019,Staten Island,1,All Case Types,410,924
04/30/2019,Staten Island,2,All Case Types,46,94
04/30/2019,Staten Island,3,All Case Types,21,41
04/30/2019,Staten Island,Unknown CD,All Case Types,120,219
03/31/2019,Bronx,1,All Case Types,934,2100
03/31/2019,Bronx,2,All Case Types,460,1016
03/31/2019,Bronx,3,All Case Types,826,1948
03/31/2019,Bronx,4,All Case Types,1049,2374
03/31/2019,Bronx,5,All Case Types,957,2206
03/31/2019,Bronx,6,All Case Types,743,1722
03/31/2019,Bronx,7,All Case Types,643,1370
03/31/2019,Bronx,8,All Case Types,194,388
03/31/2019,Bronx,9,All Case Types,898,2023
03/31/2019,Bronx,10,All Case Types,233,503
03/31/2019,Bronx,11,All Case Types,383,800
03/31/2019,Bronx,12,All Case Types,848,1871
03/31/2019,Bronx,Unknown CD,All Case Types,1602,2892
03/31/2019,Brooklyn,1,All Case Types,239,440
03/31/2019,Brooklyn,2,All Case Types,268,450
03/31/2019,Brooklyn,3,All Case Types,949,1779
03/31/2019,Brooklyn,4,All Case Types,386,729
03/31/2019,Brooklyn,5,All Case Types,1315,2718
03/31/2019,Brooklyn,6,All Case Types,162,289
03/31/2019,Brooklyn,7,All Case Types,130,269
03/31/2019,Brooklyn,8,All Case Types,458,876
03/31/2019,Brooklyn,9,All Case Types,347,628
03/31/2019,Brooklyn,10,All Case Types,68,115
03/31/2019,Brooklyn,11,All Case Types,104,214
03/31/2019,Brooklyn,12,All Case Types,91,160
03/31/2019,Brooklyn,13,All Case Types,206,428
03/31/2019,Brooklyn,14,All Case Types,307,604
03/31/2019,Brooklyn,15,All Case Types,88,160
03/31/2019,Brooklyn,16,All Case Types,768,1618
03/31/2019,Brooklyn,17,All Case Types,676,1426
03/31/2019,Brooklyn,18,All Case Types,410,816
03/31/2019,Brooklyn,Unknown CD,All Case Types,1343,2319
03/31/2019,Manhattan,1,All Case Types,214,444
03/31/2019,Manhattan,2,All Case Types,31,37
03/31/2019,Manhattan,3,All Case Types,355,640
03/31/2019,Manhattan,4,All Case Types,209,298
