Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SAEACZ,2001.06,Quarterly,193271,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2001.09,Quarterly,190383,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2001.12,Quarterly,189114,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2002.03,Quarterly,195560,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2002.06,Quarterly,194797,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2002.09,Quarterly,202532,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2002.12,Quarterly,200393,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2003.03,Quarterly,207636,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2003.06,Quarterly,218349,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2003.09,Quarterly,220219,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2003.12,Quarterly,229257,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2004.03,Quarterly,220404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2004.06,Quarterly,219620,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2004.09,Quarterly,234063,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2004.12,Quarterly,233714,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2005.03,Quarterly,228456,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2005.06,Quarterly,265317,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2005.09,Quarterly,259304,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2005.12,Quarterly,263335,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2006.03,Quarterly,267816,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2006.06,Quarterly,287645,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2006.09,Quarterly,287736,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2006.12,Quarterly,285985,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2007.03,Quarterly,293047,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2007.06,Quarterly,288499,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2007.09,Quarterly,308573,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2007.12,Quarterly,302532,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2008.03,Quarterly,312435,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2008.06,Quarterly,344905,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2008.09,Quarterly,339063,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2008.12,Quarterly,343395,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2009.03,Quarterly,354771,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2009.06,Quarterly,374150,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2009.09,Quarterly,368043,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2009.12,Quarterly,372495,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2010.03,Quarterly,379434,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2010.06,Quarterly,381448,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2010.09,Quarterly,386463,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2010.12,Quarterly,391627,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2011.03,Quarterly,391796,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2011.06,Quarterly,393800,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2011.09,Quarterly,390770,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2011.12,Quarterly,392482,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2012.03,Quarterly,406165,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2012.06,Quarterly,403151,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2012.09,Quarterly,403254,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2012.12,Quarterly,412067,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2013.03,Quarterly,419798,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2013.06,Quarterly,429240,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2013.09,Quarterly,432723,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2013.12,Quarterly,433025,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2014.03,Quarterly,431121,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2014.06,Quarterly,437459,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2014.09,Quarterly,449778,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2014.12,Quarterly,446350,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2015.03,Quarterly,453555,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2015.06,Quarterly,470107,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2015.09,Quarterly,471861,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2015.12,Quarterly,481097,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2016.03,Quarterly,489187,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2016.06,Quarterly,505700,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2016.09,Quarterly,498253,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2016.12,Quarterly,504074,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2017.03,Quarterly,512619,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2017.06,Quarterly,525889,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2017.09,Quarterly,516056,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2017.12,Quarterly,524593,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2018.03,Quarterly,527910,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2018.06,Quarterly,544404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2018.09,Quarterly,548058,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2018.12,Quarterly,547990,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2019.03,Quarterly,560127,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2019.06,Quarterly,572465,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2019.09,Quarterly,577485,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,2019.12,Quarterly,575150,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEAQZ,1992.09,Quarterly,319631,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1992.12,Quarterly,326453,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1993.03,Quarterly,336956,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1993.06,Quarterly,404676,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1993.09,Quarterly,315412,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1993.12,Quarterly,364246,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1994.03,Quarterly,341807,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1994.06,Quarterly,398490,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1994.09,Quarterly,341363,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1994.12,Quarterly,376242,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1995.03,Quarterly,370417,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1995.06,Quarterly,442050,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1995.09,Quarterly,391007,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1995.12,Quarterly,415867,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1996.03,Quarterly,409146,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1996.06,Quarterly,497064,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1996.09,Quarterly,427359,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1996.12,Quarterly,471698,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1997.03,Quarterly,457113,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1997.06,Quarterly,502906,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1997.09,Quarterly,458935,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1997.12,Quarterly,465849,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1998.03,Quarterly,446641,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1998.06,Quarterly,531521,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1998.09,Quarterly,431686,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1998.12,Quarterly,428241,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1999.03,Quarterly,420517,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1999.06,Quarterly,473898,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1999.09,Quarterly,400007,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,1999.12,Quarterly,447977,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2000.03,Quarterly,437637,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2000.06,Quarterly,522416,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2000.09,Quarterly,444507,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2000.12,Quarterly,463897,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2001.03,Quarterly,454814,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2001.06,Quarterly,528658,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2001.09,Quarterly,477230,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2001.12,Quarterly,477120,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2002.03,Quarterly,468985,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2002.06,Quarterly,573917,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2002.09,Quarterly,522462,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2002.12,Quarterly,524263,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2003.03,Quarterly,495404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2003.06,Quarterly,568073,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2003.09,Quarterly,553551,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2003.12,Quarterly,558436,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2004.03,Quarterly,541912,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2004.06,Quarterly,655424,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2004.09,Quarterly,588446,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2004.12,Quarterly,637218,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2005.03,Quarterly,622284,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2005.06,Quarterly,741806,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2005.09,Quarterly,696453,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2005.12,Quarterly,692885,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2006.03,Quarterly,666778,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2006.06,Quarterly,779775,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2006.09,Quarterly,715408,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2006.12,Quarterly,739761,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2007.03,Quarterly,717945,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2007.06,Quarterly,830395,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2007.09,Quarterly,759347,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2007.12,Quarterly,804173,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2008.03,Quarterly,771272,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2008.06,Quarterly,927778,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2008.09,Quarterly,866949,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2008.12,Quarterly,864539,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2009.03,Quarterly,831116,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2009.06,Quarterly,951036,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2009.09,Quarterly,834349,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2009.12,Quarterly,883372,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2010.03,Quarterly,849247,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2010.06,Quarterly,992650,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2010.09,Quarterly,920678,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2010.12,Quarterly,1077003,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2011.03,Quarterly,1005685,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2011.06,Quarterly,1142980,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2011.09,Quarterly,1081615,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2011.12,Quarterly,1181723,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2012.03,Quarterly,999061,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2012.06,Quarterly,1336080,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2012.09,Quarterly,1048340,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2012.12,Quarterly,1064912,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2013.03,Quarterly,978247,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2013.06,Quarterly,1144872,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2013.09,Quarterly,1029039,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2013.12,Quarterly,1020276,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2014.03,Quarterly,1021932,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2014.06,Quarterly,1147823,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2014.09,Quarterly,1117495,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2014.12,Quarterly,1071552,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2015.03,Quarterly,1020895,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2015.06,Quarterly,1279156,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2015.09,Quarterly,1155128,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2015.12,Quarterly,1129509,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2016.03,Quarterly,1050974,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2016.06,Quarterly,1329240,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2016.09,Quarterly,1233857,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SAEAQZ,2016.12,Quarterly,1161475,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
