POLE_ATTACH_ID,SIGNAL_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,POLE_ATTACH_DESCRIPTION,POLE_ATTACH_PROVIDER,CREATED_DATE,MODIFIED_DATE,INTERSECTION_QUADRANT,INSTALL_DATE,STATUS,SIGNAL_ID,ATD_LOCATION_ID,INFRASTRUCTURE_OWNER,INFRASTRUCTURE_TYPE,PROVIDER_ID
1125,,30.37295,-97.68961,602 1/2 W Applegate Dr,VERIZON,04/20/2020,04/20/2020,N/A,,UNDER_REVIEW,0,LOC20-016780,AE,Wood Utility Pole,
1126,,30.36689,-97.71533,9017 1/2 Galewood Drive,VERIZON,04/20/2020,04/20/2020,N/A,,UNDER_REVIEW,0,LOC20-016785,AE,Wood Utility Pole,TX_AUS_NLAMARW_038_B
38,263:  COLORADO ST / 10TH ST,30.23112,-97.7336,215 1/2 W. 10th St #B,T-MOBILE,09/20/2017,04/20/2020,SW,,UNDER_REVIEW,263,LOC16-001280,ATD,Signal Pole,AU1041BA_11LAB-A
1076,,0,0,,,03/09/2020,04/24/2020,N/A,,WITHDRAWN,0,LOC20-016540,,,
1127,,30.28852,-97.72567,915 1/2 E 30th St,VERIZON,04/28/2020,04/28/2020,N/A,,UNDER_REVIEW,0,LOC20-016795,AE,Wood Utility Pole,TX_AUS_HYDEPARK_016 - A
1128,,30.38954,-97.70987,11105 1/2 Metric Blvd,VERIZON,04/28/2020,04/28/2020,N/A,,UNDER_REVIEW,0,LOC20-016800,AE,Steel Utility Pole,TX_AUS_METRIC_MEARNS_002 -D
1129,,30.29595,-97.72003,1008 1/2 E 39th St,VERIZON,04/28/2020,04/28/2020,N/A,,UNDER_REVIEW,0,LOC20-016805,AE,Wood Utility Pole,TX_AUS_HYDEPARK_015
1130,,30.29115,-97.75052,2525 1/2 Longview St,VERIZON,04/28/2020,04/28/2020,N/A,,UNDER_REVIEW,0,LOC20-016810,AE,Steel Utility Pole,AUSDT_127_SC A
1131,,30.25994,-97.73431,1004  1/2 Willow ST,VERIZON,04/28/2020,04/28/2020,N/A,,UNDER_REVIEW,0,LOC20-016815,AE,,E_CSR_CHEVZ_SC - E
328,,30.27108,-97.73562,516 1/2 E 11th St,T-MOBILE,08/02/2018,04/29/2020,SW,,WITHDRAWN,257,LOC16-001255,ATD,Signal Pole,AU1045BA_31LAB
392,,30.25882,-97.74645,310 S Congress Ave,VERIZON,10/25/2018,04/29/2020,SW,,WITHDRAWN,132,LOC16-000655,ATD,Signal Pole,Congress_Barton SC
396,,30.27808,-97.74402,15th St & San Antonio St – SE Corner,VERIZON,10/25/2018,04/29/2020,SE,,WITHDRAWN,219,LOC16-001075,ATD,Signal Pole,AUSDT_98_SC
397,,30.27128,-97.74009,10th St & Brazos St. – SE Corner,VERIZON,10/25/2018,04/29/2020,SE,,WITHDRAWN,265,LOC16-001290,ATD,Signal Pole,AUSDT_91_SC
398,,30.27088,-97.74575,401 1/2 W 8th St,VERIZON,10/25/2018,04/29/2020,SW,,WITHDRAWN,281,LOC16-001370,ATD,Signal Pole,AUSDT_88_SC
576,,30.3826,-97.69517,1201 1/2 Meadgreen Dr,VERIZON,01/09/2019,04/29/2020,SW,,WITHDRAWN,0,LOC19-013525,AE,Wood Utility Pole,TX_AUS_NLAMARW_001
632,,30.24426,-97.73205,Upland Dr & Lupine (1203 Upland Dr),VERIZON,02/01/2019,04/29/2020,NE,,WITHDRAWN,0,LOC19-013775,AE,Wood Utility Pole,TX_AUS_RIVERSIDE_005
835,,30.364,-97.71062,8924 1/2 Trone Circle,T-MOBILE,09/04/2019,04/29/2020,N/A,,WITHDRAWN,0,LOC19-015060,AE,Steel Utility Pole,AU1035BA_61LAB
868,,30.37285,-97.71765,1927 1/2 Rundberg Ln,VERIZON,11/22/2019,04/29/2020,SE,,WITHDRAWN,0,LOC19-015355,AE,Steel Utility Pole,TX_AUS_METRICRUNDBERG_004
894,,30.36495,-97.69642,"807-1/2 RUTLAND DRIVE, Travis, 
AUSTIN, Texas, 78758, USA",T-MOBILE,12/20/2019,04/29/2020,N/A,,WITHDRAWN,0,LOC19-015515,Carrier,,AU1032BA_61LAB-A
96,,30.2686,-97.74873,417 1/2 Nueces St,AT&T,06/05/2018,04/29/2020,SE,,WITHDRAWN,310,LOC16-001515,ATD,Signal Pole,CRAN_RSTX_0010_9B
97,,30.26597,-97.74222,400 1/2 Brazos St,AT&T,06/05/2018,04/29/2020,NW,,WITHDRAWN,1010,LOC16-004940,ATD,Signal Pole,CRAN_RSTX_0010_29D
98,,30.26661,-97.74179,417 1/2 Brazos St,AT&T,06/05/2018,04/29/2020,SE,,WITHDRAWN,315,LOC16-001540,ATD,Signal Pole,CRAN_RSTX_0010_42D
99,,30.2689,-97.74976,617 1/2 W 5th St,AT&T,06/05/2018,04/29/2020,SE,,WITHDRAWN,953,LOC16-004655,ATD,Signal Pole,CRAN_RSTX_0010_37B
100,,30.26553,-97.7453,208 1/2 Colorado St,AT&T,06/05/2018,04/29/2020,SW,,WITHDRAWN,742,LOC16-003660,ATD,Signal Pole,CRAN_RSTX_0101_1
101,,30.29395,-97.73693,"108 1/2 E 30th St, Unit B (On 30th, South of University Ave.)",AT&T,06/06/2018,04/29/2020,SE,,WITHDRAWN,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_034A
292,,30.26642,-97.73731,"W 3rd St and N Lamar Blvd, NE",T-MOBILE,06/06/2018,04/29/2020,N/A,,WITHDRAWN,,,,,AU1044BA_11LAB
334,,30.26667,-97.74497,400 1/2 Colorado St Unit C,AT&T,08/02/2018,04/29/2020,NW,,WITHDRAWN,959,LOC16-004685,ATD,Signal Pole,CRAN_RSTX_0010_43
1028,,30.22574,-97.72437,4548 1/2 E Oltorf St,T-MOBILE,02/21/2020,04/29/2020,N/A,,WITHDRAWN,0,LOC20-016270,ATD,Signal Pole,AU1083BA_41LAB
1132,,30.31294,-97.67842,6411 1/2 Auburn Dr,VERIZON,05/04/2020,05/04/2020,N/A,,UNDER_REVIEW,0,LOC20-016825,AE,Steel Utility Pole,TX_AUS_UHILLSPARK_009
1133,,30.30802,-97.67271,3200 1/2 Jack Cook Dr,VERIZON,05/04/2020,05/04/2020,N/A,,UNDER_REVIEW,0,LOC20-016830,AE,Steel Utility Pole,TX_AUS_UHILLSPARK_014
1134,,30.30393,-97.72648,4209 1/2 Duval St,VERIZON,05/05/2020,05/05/2020,N/A,,UNDER_REVIEW,0,LOC20-016840,AE,Steel Utility Pole,TX_AUS_HYDEPARK_005
1135,,30.30684,-97.73088,201 1/2 W 43rd St,VERIZON,05/05/2020,05/05/2020,N/A,,UNDER_REVIEW,0,LOC20-016845,AE,Steel Utility Pole,TX_AUS_HYDEPARK_004
1136,,30.31195,-97.72415,206 1/2 E 48th St,VERIZON,05/05/2020,05/05/2020,N/A,,UNDER_REVIEW,0,LOC20-016850,AE,Wood Utility Pole,TX_AUS_NORTHLOOP_017
1137,,30.23556,-97.72863,1805 Burton Drive,T-MOBILE,05/05/2020,05/05/2020,N/A,,UNDER_REVIEW,0,LOC20-016855,AE,Wood Utility Pole,AU1081BA_81LAB-C
1138,,30.35802,-97.69907,702 1/2 Carpenter Ave,T-MOBILE,05/05/2020,05/05/2020,N/A,,UNDER_REVIEW,0,LOC20-016860,AE,Wood Utility Pole,AU1032BA_81LAB-C
95,,30.2714,-97.74411,817 1/2 Lavaca St,AT&T,05/24/2018,05/07/2020,SE,,OCCUPIED,273,LOC16-001330,ATD,Signal Pole,CRAN_RSTX_0010_4
1139,,30.27372,-97.75947,1317 W 6TH St,VERIZON,05/07/2020,05/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016870,,Wood Utility Pole,AUSDT_82_SC_B
1140,,30.3227,-97.7108,6004 1/2 Middle Fiskville Rd,T-MOBILE,05/07/2020,05/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016875,Carrier,Carrier Pole,AU1073BA 91LAB
1141,,30.23259,-97.72049,1906 1/2 Wickersham Lane,T-MOBILE,05/07/2020,05/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016880,ATD,Steel Utility Pole,AU1081BA_11LAB-C
1142,,30.23218,-97.73686,1801 1/2 E Oltorf Dt,T-MOBILE,05/07/2020,05/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016885,ATD,Steel Utility Pole,AU1081BA_31LAB - C
1143,,30.28761,-97.74795,2312 1/2 San Gabriel St,T-MOBILE,05/07/2020,05/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016890,Carrier,Wood Utility Pole,AU1024BA_21LAB-B
283,,0,0,,,06/06/2018,01/02/2020,N/A,,WITHDRAWN,,,,,
420,,0,0,,,10/30/2018,06/10/2019,SW,,WITHDRAWN,0,LOC16-005885,,,
549,,0,0,,,12/18/2018,06/11/2019,N/A,,WITHDRAWN,0,LOC18-013430,,,
136,,0,,W 34th St and Guadalupe NE,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_032
78,,30.266133,-97.7474639,401 1/2 W 3rd St,AT&T,09/27/2017,01/16/2019,SW,,OCCUPIED,731,LOC16-003605,ATD,Signal Pole,CRAN_RSTX_0010_17
137,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
138,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
1008,,0,0,,,02/19/2020,02/28/2020,N/A,,WITHDRAWN,0,LOC20-016170,,,
1047,,0,0,0,,02/24/2020,03/09/2020,N/A,,WITHDRAWN,0,LOC20-016360,,,0
79,,30.266657,-97.748524,500 1/2 W 3rd St,AT&T,10/04/2017,05/07/2020,NW,,OCCUPIED,0,LOC17-011315,ATD,Signal Pole,CRAN_RSTX_00101_15
1,279:  6TH ST / RIO GRANDE ST,30.27004,-97.7494,601 Rio Grande St,AT&T,09/20/2017,01/16/2019,NE,05/11/2018 05:00:00 AM +0000,OCCUPIED,279,LOC16-001360,ATD,Signal Pole,CRAN_RSTX_00101_13
2,148:  CESAR CHAVEZ ST / LAVACA ST,30.26393,-97.74687,217 1/2 E Cesar Chavez St SE,AT&T,09/20/2017,01/16/2019,SE,03/13/2018 05:00:00 AM +0000,OCCUPIED,148,LOC16-000735,ATD,Signal Pole,CRAN_RSTX_0010_32
3,298:  6TH ST / WEST AVE,30.27016,-97.75075,801 1/2 W 6th St SW,AT&T,09/20/2017,01/16/2019,SW,05/11/2018 05:00:00 AM +0000,OCCUPIED,298,LOC16-001455,ATD,Signal Pole,CRAN_RSTX_0010_34
4,326:  COLORADO ST / 2ND ST,30.26479,-97.74566,200 1/2 W 2nd St NW,AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,326,LOC16-001595,ATD,Signal Pole,CRAN_RSTX_0010_12
5,293:  7TH ST / CONGRESS AVE,30.26907,-97.74232,709 1/2 Congress Ave NE,AT&T,09/20/2017,07/16/2019,NE,,OCCUPIED,293,LOC16-001430,ATD,Signal Pole,CRAN_RSTX_0010_15
6,289:  8TH ST / RED RIVER ST,30.26842,-97.73637,801 1/2 Red River St NE,AT&T,09/20/2017,06/11/2019,NE,,OCCUPIED,289,LOC16-001410,ATD,Signal Pole,CRAN_RSTX_0010_27
7,"4007: 700 BLK E 7TH ST (APD, Sabine St)",30.26697,-97.7355,"705 1/2 E 7th St SE, pedestrian walk pole, south of Sabine St",AT&T,09/20/2017,02/05/2019,SE,,UNDER_REVIEW,4007,LOC16-005025,ATD,Pedestrian Pole,CRAN_RSTX_0010_27
8,320:  CONGRESS AVE / 4TH ST,30.26608,-97.74338,100 1/2 W 4th St,AT&T,09/20/2017,01/16/2019,SE,,OCCUPIED,320,LOC16-001565,ATD,Signal Pole,CRAN_RSTX_0010_46
9,155:  CONGRESS AVE / 2ND ST,30.26435,-97.744028,205 1/2 Congress Ave,AT&T,09/20/2017,03/26/2019,NE,,OCCUPIED,155,LOC16-000770,ATD,Signal Pole,CRAN_RSTX_0010_14
10,328:  CONGRESS AVE / 3RD ST,30.2654,-97.74402,106 1/2 W 3rd St NW,AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,328,LOC16-001605,ATD,Signal Pole,CRAN_RSTX_0010_22
11,303:  6TH ST / CONGRESS AVE,30.26804,-97.74304,524 1/2 Congress Ave SW,AT&T,09/20/2017,01/16/2019,SW,,OCCUPIED,303,LOC16-001480,ATD,Signal Pole,CRAN_RSTX_0010_28
12,149:  CESAR CHAVEZ ST / CONGRESS AVE,30.26354,-97.74465,102 1/2 Congress Ave NW,AT&T,09/20/2017,06/11/2019,NW,,OCCUPIED,149,LOC16-000740,ATD,Signal Pole,CRAN_RSTX_0010_39
13,299:  6TH ST / NUECES ST,30.26972,-97.7485,600 1/2 Nueces St,AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,299,LOC16-001460,ATD,Signal Pole,CRAN_RSTX_0010_1
14,152:  CESAR CHAVEZ ST / RED RIVER ST,30.26194,-97.739,510 1/2 E Cesar Chavez NW,AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,152,LOC16-000755,ATD,Signal Pole,CRAN_RSTX_0010_05
15,334:  8TH ST / 35 SVRD,30.267701,-97.734466,Traffic pole belong to TxDOT,,09/20/2017,01/16/2019,SW,,UNAVAILABLE,334,LOC16-001635,ATD,Signal Pole,
16,308:  6TH ST / RED RIVER ST,30.26661,-97.73726,"522 1/2 E 6th St, Unit B

ATD to relocate APD cameras",AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,308,LOC16-001505,ATD,Signal Pole,CRAN_RSTX_00101_2
17,282:  8TH ST / LAVACA ST,30.27047,-97.7445,717 1/2 Lavaca St SE,AT&T,09/20/2017,01/16/2019,SE,,OCCUPIED,282,LOC16-001375,ATD,Signal Pole,CRAN_RSTX_0010_5
18,278:  CESAR CHAVEZ ST / COLORADO ST,30.26388,-97.74599,100 1/2 Colorado St NW,AT&T,09/20/2017,01/16/2019,NW,,OCCUPIED,278,LOC16-001355,ATD,Signal Pole,CRAN_RSTX_0010_11
19,290:  7TH ST / GUADALUPE ST,30.26986,-97.74609,612 1/2 Guadalupe St,AT&T,09/20/2017,03/26/2019,SW,,OCCUPIED,290,LOC16-001415,ATD,Signal Pole,CRAN_RSTX_0010_16
20,1009:  BRAZOS ST / 3RD ST,30.26475,-97.7425,217 1/2 Brazos St SE Signal pole on Brazos St.,AT&T,09/20/2017,01/16/2019,SE,,OCCUPIED,1009,LOC16-004935,ATD,Signal Pole,CRAN_RSTX_0010_21
21,288:  LAVACA ST / 4TH ST,30.266991,-97.74601,317 1/2 Lavaca St,AT&T,09/20/2017,06/11/2019,NW,,OCCUPIED,288,LOC16-001405,ATD,Signal Pole,CRAN_RSTX_0010_31
22,336:  6TH ST / 35 SVRD,30.26581,-97.73515,Historical Traffic Pole,,09/20/2017,01/16/2019,SW,,UNAVAILABLE,336,LOC16-001645,ATD,Signal Pole,
23,302:  6TH ST / COLORADO ST,30.26834,-97.74427,510 1/2 Colorado St,AT&T,09/20/2017,01/29/2019,SW,,OCCUPIED,302,LOC16-001475,ATD,Signal Pole,CRAN_RSTX_0010_44
24,319:  5TH ST / RED RIVER ST,30.26564,-97.7374,600 1/2 E 5th St NE,AT&T,09/20/2017,03/02/2020,NE,,OCCUPIED,319,LOC16-001560,ATD,Signal Pole,CRAN_RSTX_0010_45
25,177:  BRAZOS ST / 2ND ST,30.26382,-97.74284,115 1/2 Brazos St SE,AT&T,09/20/2017,01/16/2019,SE,,OCCUPIED,177,LOC16-000880,ATD,Signal Pole,CRAN_RSTX_0010_48
26,155:  CONGRESS AVE / 2ND ST,30.264248,-97.744363,205 1/2 Congress Ave #C,T-MOBILE,09/20/2017,01/16/2019,SW,,OCCUPIED,155,LOC16-000770,ATD,Signal Pole,AU1041BA_91LAB
27,284:  8TH ST / CONGRESS AVE,30.27003874,-97.74228299,100 1/2 W 8th St #B,T-MOBILE,09/20/2017,01/16/2019,NW,,OCCUPIED,284,LOC16-001385,ATD,Signal Pole,AU1041BA_41LAB
28,222:  15TH ST / CONGRESS AVE,30.277035,-97.739362,1416 1/2 Congress Ave #B,T-MOBILE,09/20/2017,06/11/2019,NE,,OCCUPIED,222,LOC16-001090,ATD,Signal Pole,AU1021BA_31LAB
29,293:  7TH ST / CONGRESS AVE,30.2688402,-97.74231986,709 1/2 Congress Ave #C,T-MOBILE,09/20/2017,01/16/2019,SE,,OCCUPIED,293,LOC16-001430,ATD,Signal Pole,AU1042BA_71LAB
30,300:  6TH ST / GUADALUPE ST,30.26896526,-97.74645096,514 1/2 Guadalupe St,T-MOBILE,09/20/2017,01/16/2019,SW,,OCCUPIED,300,LOC16-001465,ATD,Signal Pole,AU1041BA_51LAB
31,302:  6TH ST / COLORADO ST,30.268538,-97.744246,510 1/2 Colorado St #C,T-MOBILE,09/20/2017,01/16/2019,NW,,OCCUPIED,302,LOC16-001475,ATD,Signal Pole,AU1042BA_41LAB
32,288:  LAVACA ST / 4TH ST,30.266776,-97.746037,317 1/2 Lavaca St #C,T-MOBILE,09/20/2017,01/16/2019,SW,,OCCUPIED,288,LOC16-001405,ATD,Signal Pole,AU1021GA_81LAB
33,274:  COLORADO ST / 9TH ST,30.271369,-97.743226,900 1/2 Colorado St #B,T-MOBILE,09/20/2017,05/13/2019,NW,,OCCUPIED,274,LOC16-001335,ATD,Signal Pole,AU1041BA_21LAB
34,223:  15TH ST / SAN JACINTO BLVD,30.27611589,-97.73704061,301 1/2 E 15th St #B,T-MOBILE,09/20/2017,01/16/2019,SE,,OCCUPIED,223,LOC16-001095,ATD,Signal Pole,AU1021BA_11LAB
35,,30.275762,-97.734908,1408 1/2 Red River St #B,T-MOBILE,09/20/2017,06/11/2019,NW,,OCCUPIED,225,LOC16-001105,ATD,Signal Pole,AU1021BA_21LAB
36,295:  7TH ST / SAN JACINTO BLVD,0,0,,,09/20/2017,07/26/2019,N/A,,WITHDRAWN,295,LOC16-001440,,,
37,86:  7TH ST / NECHES ST,30.267791,-97.737807,700 1/2 Neches St #B,T-MOBILE,09/20/2017,01/16/2019,NE,,OCCUPIED,86,LOC16-000425,ATD,Signal Pole,AU1041BA_81LAB
41,291:  7TH ST / LAVACA ST,30.26955601,-97.74479487,614 1/2 Lavaca St #B,T-MOBILE,09/20/2017,01/16/2019,SE,,WITHDRAWN,291,LOC16-001420,ATD,Signal Pole,
42,312:  5TH ST / LAVACA ST,30.26768943,-97.74549567,300 1/2 W 5th St #B,T-MOBILE,09/20/2017,07/15/2019,SE,,OCCUPIED,312,LOC16-001525,ATD,Signal Pole,AU1042BA_51LAB
43,325:  GUADALUPE ST / 4TH ST,30.26707,-97.74690438,402 1/2 W 4th St #B,T-MOBILE,09/20/2017,02/05/2019,SE,,OCCUPIED,325,LOC16-001590,ATD,Signal Pole,AU1042BA_31LAB
44,151:  SAN JACINTO BLVD / 2ND ST,30.263732,-97.741919,209 1/2 E 2nd St #B,T-MOBILE,09/20/2017,04/29/2019,NW,,OCCUPIED,151,LOC16-000750,ATD,Signal Pole,AU1043BA_11LAB
45,332:  LAVACA ST / 3RD ST,30.265971,-97.746117,216 1/2 Lavaca St #B,T-MOBILE,09/20/2017,06/11/2019,NE,,OCCUPIED,332,LOC16-001625,ATD,Signal Pole,AU1042BA_21LAB
46,326:  COLORADO ST / 2ND ST,30.264771,-97.74541,200 1/2 Colorado St #C,T-MOBILE,09/20/2017,02/05/2019,NE,,OCCUPIED,326,LOC16-001595,ATD,Signal Pole,AU1043BA_21LAB
47,1009:  BRAZOS ST / 3RD ST,30.264774,-97.742414,217 1/2 Brazos St #C Signal pole on 3rd St,T-MOBILE,09/20/2017,01/16/2019,SE,,OCCUPIED,1009,LOC16-004935,ATD,Signal Pole,AU1042BA_11LAB
49,297:  7TH ST / RED RIVER ST,30.267305,-97.736753,614 1/2 Red River St #B,T-MOBILE,09/20/2017,01/16/2019,SE,,OCCUPIED,297,LOC16-001450,ATD,Signal Pole,AU1041BA_71LAB
50,86:  7TH ST / NECHES ST,30.26763,-97.738054,700 1/2 Neches St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,86,LOC16-000425,ATD,Signal Pole,AU90XS159C
51,1010:  BRAZOS ST / 4TH ST,30.26588,-97.74199,200 E 4th St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NE,,OCCUPIED,1010,LOC16-004940,ATD,Signal Pole,AU90XS139C
53,238:  CESAR CHAVEZ ST / WALTER SEAHOLM DR,30.265945,-97.753728,816 1/2 W. Cesar Chavez St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,238,LOC16-001170,ATD,Signal Pole,AU90XS105D
54,154:  LAVACA ST / 2ND ST,30.26591,-97.74644,216 1/2 Lavaca St ( 3RD & Lavaca),AT&T,09/20/2017,01/16/2019,SW,,OCCUPIED,154,LOC16-000765,ATD,Signal Pole,CRAN_RSTX_0010_50D
55,247:  12TH ST / SAN JACINTO BLVD,30.27311,-97.7384,1116 1/2 San Jacinto Blvd,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,247,LOC16-001210,ATD,Signal Pole,AU90XS157C
56,253:  CONGRESS AVE / 11TH ST,30.27257,-97.74095,Unavailable - pole has CCTV cameras,,09/20/2017,01/16/2019,SE,,UNAVAILABLE,253,LOC16-001235,ATD,Signal Pole,
58,302:  6TH ST / COLORADO ST,30.26853,-97.74402,600 1/2 Colorado St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NE,,OCCUPIED,302,LOC16-001475,ATD,Signal Pole,AU90XS149C
61,,30.27698,-97.75122,Has CCTV,,09/20/2017,01/16/2019,NE,,UNAVAILABLE,116,LOC16-000575,ATD,Signal Pole,
62,222:  15TH ST / CONGRESS AVE,30.276823,-97.739684,1416 Congress Ave,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,222,LOC16-001090,ATD,Signal Pole,AU90XS172D
63,959:  COLORADO ST / 4TH ST,30.26647,-97.74496,400 1/2 Colorado St.,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,959,LOC16-004685,ATD,Signal Pole,AU90XS135C
64,149:  CESAR CHAVEZ ST / CONGRESS AVE,30.26349,-97.74439,102 1/2 Congress Ave,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NE,,OCCUPIED,149,LOC16-000740,ATD,Signal Pole,AU90XS137D
65,267:  10TH ST / TRINITY ST,30.27094,-97.73804,1000 1/2 Trinity St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NW,,WITHDRAWN,267,LOC16-001300,ATD,Signal Pole,
66,261:  GUADALUPE ST / 10TH ST,30.27265,-97.74482,917 1/2 Guadalupe St,SPRINT_SPECTRUM,09/20/2017,02/05/2019,SE,,OCCUPIED,261,LOC16-001270,ATD,Signal Pole,AU90XS153C
67,,0,,1200 1/2 West Ave,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NW,,WITHDRAWN,242,LOC16-001185,ATD,Signal Pole,
68,298:  6TH ST / WEST AVE,30.27036,-97.75066,801 1/2 W 6th St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,NW,,OCCUPIED,298,LOC16-001455,ATD,Signal Pole,AU90XS913A
70,,30.2652,-97.74398,106 1/2 W 3rd St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,328,LOC16-001605,ATD,Signal Pole,AU90XS911A
71,,30.2623,-97.74102,400 1/2 E Cesar Chavez St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SE,,OCCUPIED,183,LOC16-000905,ATD,Signal Pole,AU90XS912A
72,,30.2778,-97.74315,1410 Guadalupe St,SPRINT_SPECTRUM,09/20/2017,01/16/2019,SW,,OCCUPIED,210,LOC16-001080,ATD,Signal Pole,AU90XS174C
76,,30.26567,-97.74866,454 1/2 W 2nd St,AT&T,09/27/2017,01/16/2019,NE,,OCCUPIED,472,LOC16-002315,ATD,Signal Pole,CRAN_RSTX_00101_004
77,,30.26539,-97.74784,402 1/2 W 2nd St,AT&T,09/27/2017,01/29/2019,NW,,OCCUPIED,153,LOC16-000760,ATD,Signal Pole,CRAN_RSTX_0010_18
80,,30.283528,-97.752194,has CCTV,,10/13/2017,01/16/2019,SW,,UNAVAILABLE,110,LOC16-000545,ATD,Signal Pole,
87,,30.27077,-97.74192,816 1/2 Congress Ave,Crown,11/08/2017,03/12/2019,SW,,OCCUPIED,275,LOC16-001340,ATD,Signal Pole,ADTC-04
88,,30.26363,-97.74576,119 1/2 Cesar Chavez St,Crown,11/08/2017,01/16/2019,SE,,UNDER_REVIEW,278,LOC16-001355,ATD,Signal Pole,ADTC-16
89,,30.26463,-97.74129,300 1/2 E 3rd St,Crown,11/14/2017,02/05/2019,NE,,OCCUPIED,0,LOC17-012220,ATD,Signal Pole,ADTC-14
90,,30.2651,-97.74673,202 1/2 Lavaca St (on 2nd St),Crown,11/14/2017,03/26/2019,NW,,OCCUPIED,154,LOC16-000765,ATD,Signal Pole,ADTC_15T
91,,30.27398,-97.752634,918 1/2 W 9th St,SPRINT_SPECTRUM,11/14/2017,01/16/2019,NE,,OCCUPIED,128,LOC16-000635,ATD,Signal Pole,AU90XS910A
93,,30.264518,-97.737742,"Not Available, has CCTV",,03/27/2018,01/16/2019,SE,,UNAVAILABLE,614,LOC16-003040,,,
94,,30.375615,-97.781349,"Overhead fiber optic cable crossing Capital of Texas Hwy at the location.
",,05/22/2018,01/16/2019,N/A,,UNAVAILABLE,0,LOC18-012710,,,
102,,0,,10th and Lamar SE,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_010
103,,30.27768,-97.75418,,,06/06/2018,01/18/2019,SE,,UNAVAILABLE,,,,Foreign Pole,
104,,30.278654,-97.727482,1201 E MLK Jr Blvd,AT&T,06/06/2018,07/16/2019,SE,,OCCUPIED,,,Foreign,Foreign Pole,CRAN_RSTX_AUSTC_026
105,,0,,1883 Pleasant Valley Rd W,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_014
106,,30.23103,-97.73348,"2010-1/2 E Oltorf St, Unit B",AT&T,06/06/2018,04/29/2019,NE,,OCCUPIED,,,Foreign,Foreign Pole,CRAN_RSTX_AUSTC_005A
107,,0,,"2300 1/2 Parker Ln, Unit B",AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AUSTC_047A
108,,30.29182,-97.74531,"2610 1/2 Salado St, Unit B",AT&T,06/06/2018,04/29/2019,NW,,OCCUPIED,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_035A
109,,30.28261,-97.77657,"2647 1/2 Lake Austin Blvd, Unit B",AT&T,06/06/2018,11/22/2019,SW,,OCCUPIED,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_027C
110,,30.29793,-97.7476,"2901 1/2 San Gabriel St, Unit B",AT&T,06/06/2018,04/29/2019,NE,,OCCUPIED,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_033A
111,,0,,"2906 1/2 Medical Arts St, Unit B",AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AUSTC_029A
112,,30.22741,-97.76904,"3818 1/2 S 1st St, Unit B",AT&T,06/06/2018,04/29/2019,NW,,OCCUPIED,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_023A
113,,0,0,,,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,,,
114,,0,,4040 S Lamar  N,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_049
