Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
414461,Issued,03/13/2006,03/13/2006,,CITY OF GAITHERSBURG,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,5776.00,PAID,03/13/2006,18519,N,FREDERICK,AVE,,GAITHERSBURG,MD,20879
422548,Finaled,05/30/2006,05/30/2006,05/30/2006,,GAITHERSBURG COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,27597.10,PAID,05/30/2006,810,W,DIAMOND,AVE,,GAITHERSBURG,MD,20878
423227,Finaled,06/05/2006,06/05/2006,07/10/2006,,GAITHERSBURG COM. BUILDING,CONSTRUCT,,0,N,IMPACT TAX >JUL05-GENERAL,1044073.50,PAID,06/05/2006,655,,WATKINS MILL,RD,,GAITHERSBURG,MD,20879
427770,Issued,07/19/2006,07/19/2006,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,ASSEMBLY BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,243588.00,PAID,07/19/2006,18753,N,FREDERICK,AVE,,GAITHERSBURG,MD,20879
450425,Issued,04/13/2007,04/13/2007,,PI-B070039,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,33088.50,PAID,04/13/2007,4,,KENT GARDENS,CIR,,GAITHERSBURG,MD,20878
459810,Issued,07/12/2007,07/12/2007,,PI-B070417,GAITHERSBURG COM. BUILDING,CONSTRUCT,COMMERCIAL MISCELLANEOUS STRUC,0,N,IMPACT TAX >JUL07-GENERAL,2782.50,PAID,07/12/2007,707,,CONSERVATION,LN,,GAITHERSBURG,MD,
461477,Issued,07/30/2007,07/30/2007,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,ASSEMBLY BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,5885.25,PAID,07/30/2007,511,,MIDSUMMER,DR,,GAITHERSBURG,MD,20878
515065,Issued,06/29/2009,06/29/2009,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL07-GENERAL,24225.00,PAID,06/29/2009,500,,PERRY,PKWY,,GAITHERSBURG,MD,20877
529280,Issued,01/14/2010,01/14/2010,,City of Gaithersburg,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,44109.90,PAID,01/14/2010,610,N,FREDERICK,AVE,,GAITHERSBURG,MD,20877
529720,Open,01/21/2010,,,City of Gaithersburg Permit #PI-B090864,GAITHERSBURG COM. BUILDING,CONSTRUCT,,0,N,IMPACT TAX >DEC07-GENERAL,1928.88,PAID,01/21/2010,7,,GEORGE,ST,,GAITHERSBURG,MD,20877
532562,Open,03/10/2010,,,City ID PI-B100169 - 202 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532564,Open,03/10/2010,,,City ID PI-B100171 - 210 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532565,Open,03/10/2010,,,City ID PI-B100172 - 214 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532566,Open,03/10/2010,,,City ID PI-B100173 - 216 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532567,Open,03/10/2010,,,City ID PI-B100174 - 220 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532568,Open,03/10/2010,,,City ID PI-B100175 - 222 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532569,Open,03/10/2010,,,City ID PI-B100176 - 226 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532570,Open,03/10/2010,,,City ID PI-B100177 - 228 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532571,Open,03/10/2010,,,City ID PI-B100191 - 204 Asbury Drive,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532572,Open,03/10/2010,,,City ID PI-B100178 - 412 FELLOWSHIP CIRCLE,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532573,Open,03/10/2010,,,City ID PI-B100179 - 414 FELLOWSHIP CIRCLE,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532574,Open,03/10/2010,,,City ID PI-B100180 - 418 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532575,Open,03/10/2010,,,City ID PI-B100181 - 420 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532576,Open,03/10/2010,,,City ID PI-B100182 - 423 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532577,Open,03/10/2010,,,City ID PI-B100183 - 425 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532578,Open,03/10/2010,,,City ID PI-B100184 - 429 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532579,Open,03/10/2010,,,City ID PI-B100185 - 431 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532580,Open,03/10/2010,,,City ID PI-B100186 - 435 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532581,Open,03/10/2010,,,City ID PI-B100187 - 437 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532582,Open,03/10/2010,,,City ID PI-B100188 - 302 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532583,Open,03/10/2010,,,City ID PI-B100189 - 304 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
532584,Open,03/10/2010,,,City ID PI-B100169 - 308 Fellowship Circle,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL09-GENERAL,2075.00,PAID,03/10/2010,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
535196,Open,04/14/2010,,,City Bldg permit #PI-B100233,GAITHERSBURG COM. BUILDING,ADD,BUSINESS BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,20460.00,PAID,04/14/2010,40,,MARKET,ST,,GAITHERSBURG,MD,20878
556286,Issued,12/08/2010,12/08/2010,,City of Gaithersburg Permit #PI-B100920,GAITHERSBURG COM. BUILDING,CONSTRUCT,ASSEMBLY BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,22329.84,PAID,12/08/2010,209,,PARKVIEW,AVE,,GAITHERSBURG,MD,20878
559071,Finaled,01/19/2011,01/19/2011,01/19/2011,Office Building,GAITHERSBURG COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,40310.40,PAID,01/19/2011,5,,BANK,ST,,GAITHERSBURG,MD,20878
562096,Finaled,03/01/2011,03/01/2011,03/01/2011,PI-B100578,GAITHERSBURG COM. BUILDING,ADD,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL09-GENERAL,51801.00,PAID,03/01/2011,880,,RUSSELL,AVE,,GAITHERSBURG,MD,20879
566324,Finaled,04/20/2011,04/20/2011,04/20/2011,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,SCHOOLS IMPACT TAX,0.00,UNPAID,,,,,,,,,
594009,Open,03/20/2012,,,city of gaithersburg,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,126976.50,PAID,03/20/2012,602,,QUINCE ORCHARD,RD,,GAITHERSBURG,MD,20878
598057,Issued,05/04/2012,05/04/2012,,PI-B120206,GAITHERSBURG COM. BUILDING,CONSTRUCT,,0,N,IMPACT TAX >JUL11-GENERAL,12596.15,PAID,05/04/2012,245,,KENTLANDS,BLVD,,GAITHERSBURG,MD,20878
610715,Open,09/05/2012,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,644443.80,PAID,09/05/2012,113,,ELLINGTON,BLVD,,GAITHERSBURG,MD,20878
610717,Finaled,09/05/2012,09/05/2012,09/05/2012,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,482287.40,PAID,09/05/2012,124,,ELLINGTON,BLVD,,GAITHERSBURG,MD,20878
612301,Open,09/19/2012,,,P1-B120260,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL11-GENERAL,2683093.00,PAID,09/19/2012,113,,ELLINGTON,BLVD,,GAITHERSBURG,MD,20878
613798,Finaled,10/04/2012,10/04/2012,10/04/2012,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,749039.55,PAID,10/04/2012,301,,ELLINGTON,BLVD,,GAITHERSBURG,MD,20878
613799,Finaled,10/04/2012,10/04/2012,10/04/2012,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,81149.25,PAID,10/04/2012,299,,COPLEY,PL,,GAITHERSBURG,MD,20878
614029,Finaled,10/08/2012,10/08/2012,10/08/2012,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,53896.50,PAID,10/08/2012,202,,CROWN PARK,AVE,,GAITHERSBURG,MD,
614030,Finaled,10/08/2012,10/08/2012,10/08/2012,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,67629.45,PAID,10/08/2012,203,,CROWN PARK,AVE,,GAITHERSBURG,MD,20878
642477,Finaled,07/18/2013,07/18/2013,07/18/2013,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,41675.90,PAID,07/18/2013,901,N,FREDERICK,AVE,,GAITHERSBURG,MD,20879
683319,Open,08/06/2014,,,ANIMAL HOSPITAL / VETERINARY SERVICES,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,45187.80,PAID,08/06/2014,18645,,FREDERICK,RD,,GAITHERSBURG,MD,20878
686059,Finaled,08/29/2014,08/29/2014,08/29/2014,Comm. tax,GAITHERSBURG COM. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,8719,N,IMPACT TAX >JUL11-GENERAL,53621.85,PAID,08/29/2014,803,,CROWN PARK,AVE,,ROCKVILLE,MD,20850
693244,Open,10/30/2014,,,BCN-5891-2014,GAITHERSBURG COM. BUILDING,CONSTRUCT,MERCANTILE BUILDING,0,N,"IMPACT TAX, COUNTY DISTRICT",94594.10,PAID,10/30/2014,16411,,SHADY GROVE,RD,,GAITHERSBURG,MD,20877
702675,Open,02/05/2015,,,CIMP-6509-2014 - City of Gaithersburg,GAITHERSBURG COM. BUILDING,ADD,BUSINESS BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,10491.90,PAID,02/05/2015,880,,RUSSELL,AVE,,GAITHERSBURG,MD,20879
742448,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,637,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742449,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,639,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742450,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,641,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742451,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,643,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742452,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,645,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742453,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,647,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742454,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,651,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
742455,Open,01/20/2016,,,MULTI FAMILY DWELLING,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,01/20/2016,649,,DIAMONDBACK,DR,,GAITHERSBURG,MD,20878
747591,Finaled,03/10/2016,03/10/2016,03/10/2016,Impact tax MFD Highrise,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,200,Y,SCHOOLS IMPACT TAX,1082400.00,PAID,03/10/2016,100,,PARAMOUNT PARK,DR,,GAITHERSBURG,MD,20879
753498,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,134,,COPLEY,CIR,,GAITHERSBURG,MD,20878
753500,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,136,,COPLEY,CIR,,GAITHERSBURG,MD,20878
753501,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,138,,COPLEY,CIR,,GAITHERSBURG,MD,20878
753502,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,140,,COPLEY,CIR,,GAITHERSBURG,MD,20878
753503,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,142,,COPLEY,CIR,,GAITHERSBURG,MD,20878
753504,Open,04/28/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,04/28/2016,144,,COPLEY,CIR,,ROCKVILLE,MD,20850
766625,Open,08/03/2016,,,NEW HIGH RISE,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,102,N,SCHOOLS IMPACT TAX,552024.00,PAID,08/03/2016,,,,,,,,
766626,Open,08/03/2016,,,NEW HIGH RISE,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,95,N,SCHOOLS IMPACT TAX,514140.00,PAID,08/03/2016,,,,,,,,
766627,Open,08/03/2016,,,NEW HIGH RISE,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,113,Y,SCHOOLS IMPACT TAX,611556.00,PAID,08/03/2016,,,,,,,,
770451,Issued,08/31/2016,08/31/2016,,CIMP-10876-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,SCHOOLS IMPACT TAX,29757.00,WAIVED,,86,,BUREAU,DR,,GAITHERSBURG,MD,20878
770599,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
770601,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
770602,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
770603,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
770604,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
770605,Open,09/01/2016,,,,GAITHERSBURG COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,12765.00,PAID,09/01/2016,,,,,,,,
790881,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12966-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,210,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790882,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12968-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,222,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790884,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12970-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,230,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790885,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12971-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,234,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790886,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12972-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,238,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790887,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12973-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,242,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790888,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12974-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,246,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790889,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12975-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,254,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
790890,Finaled,02/27/2017,02/28/2017,02/28/2017,BRN-12976-2016,GAITHERSBURG COM. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,20198.00,PAID,02/28/2017,258,,CAULFIELD,LN,,GAITHERSBURG,MD,20878
