Business Name,Zip Code,License Number,License Type,City
SAZERAC COMPANY INC.,701302420,13924,LS,NEW ORLEANS
SAZERAC NORTH AMERICA INC.,402233819,182155,LS,LOUISVILLE
SBRAGIA FAMILY VINEYARDS LLC,954419686,219969,22S,GEYSERVILLE
SCENIC ROOT WINEGROWERS LLC,94558,244168,22S,NAPA
"SCHAEFER, CHRISTIAN PETER",910304011,208526,22S,SOUTH PASADENA
SCHEID VINEYARDS CALIFORNIA INC.,939279605,214331,22S,GREENFIELD
"SCHOENFELD, DANIEL T",954219550,268913,22S,CAZADERO
SCHOENWEID FARM LLC,633571792,228921,LMS,MARTHASVILLE
SCOPERTA IMPORTING CO INC.,441181732,240705,22S,CLEVELAND HEIGHTS
SEATTLE CIDER COMPANY LLC,981342360,235306,22S,SEATTLE
"SELECTIVE WINE ESTATES, INC.",079363301,158578,22S,EAST HANOVER
SENS3S LLC,954729790,262638,22S,SEBASTOPOL
SERENDIPITY WINES LLC,787544579,263824,LS,AUSTIN
SERGE IMPORT LLC,189662934,227655,LS,HOLLAND
SERRALLES USA LLC,069023550,207460,LS,STAMFORD
SEVEN SPRINGS WINERY LLC,650523507,204277,22MS,LINN CREEK
SEVIER IMPORTS LLC,802206064,250634,22S,DENVER
"SFW, LLC",934551534,153060,22S,SANTA MARIA
SHAFER VINEYARDS INC.,945589748,62567,22S,NAPA
SHAND IMPORT LLC,910305218,226817,LS,SOUTH PASADENA
SHANNON RIDGE INC.,954232037,176224,22S,CLEARLAKE OAKS
"SHAPLEY, JEREMY",722275836,183954,22S,LITTLE ROCK
SHAW-ROSS INTERNATIONAL IMPORTERS LLC,330276612,200654,LS,MIRAMAR
SHAWNEE BLUFF DISTILLERIES LLC,65026,258891,LMS,ELDON
SHAWNEE BLUFF WINERY LLC,650499700,258812,22MS,LAKE OZARK
SHED HORN CELLARS LLC,954610000,234523,22S,MIDDLETOWN
SHELTON BROTHERS INC.,010079399,218122,22S,BELCHERTOWN
SHERIDAN VINEYARD INC.,98953,269329,22S,ZILLAH
"SHERRING BREWING COMPANY LLC, THE",630432503,231987,22MS,MARYLAND HEIGHTS
SHOW-ME BREWING LLC,658041425,238768,MICB,SPRINGFIELD
SIERRA NEVADA BREWING COMPANY INC.,959286722,69613,22S,CHICO
SIGNATURE SELECTIONS LLC,197023352,242952,22S,NEWARK
"SIGNORELLO, RAYMOND",945581100,201194,22S,NAPA
"SILVERADO VINEYARDS, THE",945589415,220834,22S,NAPA
SINEANN LLC,971326954,192210,22S,NEWBERG
SINGHA NORTH AMERICA INC.,940651422,188021,5S,REDWOOD CITY
SKINNER VINEYARDS LLC,956849583,240883,22S,FAIR PLAY
SLEIGHT OF HAND CELLARS LLC,993627134,211797,LS,WALLA WALLA
SLIM CHILLERS INC.,891151733,259651,LS,LAS VEGAS
SLO DOWN WINES LLC,945586216,265378,22S,NAPA
SMART DISTRIBUTORS LLC MIDWEST,63132,228151,LS,CREVE COEUR
SMITH-ANDERSON ENTERPRISES INC.,945592546,117864,22S,NAPA
SMOKE BREWING COMPANY LLC,64063,243968,MICB,LEE'S SUMMIT
SMOKING JACKET WINES AND SPIRITS LLC,631164832,250633,LS,ST. LOUIS
SMT ACQUISITIONS LLC,334310000,239853,LS,BOCA RATON
SNI VALLEY VINEYARDS & WINERY LLC,640677143,195906,22MS,LEXINGTON
SNI VALLEY VINEYARDS & WINERY LLC,64067,261221,DOMW,LEXINGTON
SOCIAL ENJOYMENTS LLC,563201624,246988,22S,COLD SPRING
SOKOL BLOSSER LTD.,971147232,228397,22S,DUNDEE
SOLEMN OATH BREWERY LLC,605403969,261849,22S,NAPERVILLE
SOLSTARS INC.,100228511,235468,22S,NEW YORK
SOMERSET RIDGE VINEYARD & WINERY LLC,641461462,250396,22MS,KANSAS CITY
"SORTING TABLE, LLC, THE",945589739,162489,22S,NAPA
SOULARD ISLAND LLC,631044137,250140,LMS,ST. LOUIS
SOURCE CODE BEVERAGE LLC,605230000,240345,22S,OAK BROOK
SOUTHERN GLAZER'S WINE & SPIRITS OF MO.,633014367,240755,LS,ST. CHARLES
"SOUTHERN STARZ, INC.",926491129,137396,22S,HUNTINGTON BEACH
SOUTHERN TIER BREWING COMPANY LLC,147509779,265153,22S,LAKEWOOD
SOUTHERN WINE GROUP LLC,945030000,193889,22S,AMERICAN CANYON
SOUTHWEST SPIRITS & WINE LLC,752205334,251114,LS,DALLAS
"SOVEREIGN BRANDS, LLC",100125349,156984,LS,NEW YORK
SPANISH WINE IMPORTERS LLC,201092375,268317,22S,MANASSAS
SPARKLING OREGON LLC,971284201,248293,22S,MCMINNVILLE
SPARTA BEVERAGE GROUP INC.,641163830,253857,LS,NORTH KANSAS CITY
SPB LLC,544815232,182830,22S,STEVENS POINT
SPEAKEASY SPIRITS LLC,372092286,219116,LS,NASHVILLE
SPENCER MANOR VINEYARDS AND WINERY LLC,655598464,260400,22MS,ST. JAMES
SPIRIT HOUNDS LLC,80540,258806,LS,LYONS
SPIRIT KNOB WINERY INC.,623762027,186435,LS,URSA
SPLINTER GROUP NAPA LLC,945586214,238264,LS,NAPA
SPOTTSWOODE WINERY INC.,945742354,211126,22S,ST. HELENA
SPRUCE CREEK SPIRITS INC.,804015048,265756,LS,GOLDEN
SQUARE ONE ORGANIC SPIRITS LLC,22903,208689,LS,CHARLOTTESVILLE
SQUIX LLC,934279565,268315,22S,BUELLTON
SQZ BEVS LLC,610461138,250207,22S,LANARK
ST. AUBERT HILLS VINEYARD LLC,650662111,195461,DOMW,OWENSVILLE
ST. FRANCOIS VINEYARD LLC,636018226,166036,22MS,PARK HILLS
ST. GEORGE SPIRITS INC.,945017541,200117,LS,ALAMEDA
ST. JAMES WINERY INC.,655591158,61668,22MS,ST. JAMES
ST. JAMES WINERY INC.,655591158,241557,DOMW,ST. JAMES
ST. JORDAN CREEK INC.,630131503,189116,22MS,BEAUFORT
ST. JOSEPH BEER LLC,64501,254897,MICB,ST. JOSEPH
"ST. KILLIAN IMPORTING CO., INC.",021495518,242898,LS,EVERETT
"ST. LOUIS BREWERY LLC, THE",631432454,207604,22MS,MAPLEWOOD
"ST. LOUIS BREWERY LLC, THE",631031616,207606,22MS,ST. LOUIS
"ST. LOUIS DISTILLERY, LLC",633033815,196682,LMS,ST. CHARLES
ST. LOUIS WINE & BEERMAKING LLC,63017,241928,MICB,TOWN AND COUNTRY
ST. SUPERY INC.,945730000,239375,22S,RUTHERFORD
STAGLIN FAMILY VINEYARD LLC,945730680,148013,22S,RUTHERFORD
STANLEY STAWSKI DISTRIBUTING COMPANY INC,601011475,251173,LS,ADDISON
STE. MICHELLE WINE ESTATES LTD.,980726981,39939,LS,WOODINVILLE
STEELE CREST WINERY LLC,637557752,220251,22MS,JACKSON
STEEPLE VIEW MANOR LLC,630682624,258228,22MS,NEW HAVEN
STEFFENS FAMILY WINES LLC,945749773,200199,22S,ST. HELENA
STELLA WINE IMPORTS LLC,630057033,210914,22S,WILDWOOD
STEM CIDERS LLC,802052480,243446,22S,DENVER
STENNETT ENTERPRISES LLC,656163549,166886,MICB,BRANSON
STEPHAN VINEYARD INC.,934466613,139249,22S,PASO ROBLES
STEWART CELLARS LLC,954096494,220480,22S,SANTA ROSA
STILL 630 LLC,631043612,210070,LMS,ST. LOUIS
STIRM WINE COMPANY LLC,95076,253490,22S,WATSONVILLE
STOCKYARDS BREWING COMPANY LLC,641021044,236474,MICB,KANSAS CITY
STOLI GROUP (USA) LLC,100222050,219647,LS,NEW YORK
STOLLER IMPORTS INC.,600677417,126101,LS,PALATINE
STONE BREWING CO LLC,920294158,246351,22S,ESCONDIDO
"STONE HILL WINE COMPANY, INC.",650411280,260153,22MS,HERMANN
"STONE HILL WINE COMPANY, INC.",65041,260154,DOMW,HERMANN
STONE THE CROWS LLC,945740000,238515,22S,ST. HELENA
STONEHAUS FARMS VINEYARD & WINERY LLC,640869513,94578,DOMW,LEE'S SUMMIT
STORYBOOK MOUNTAIN WINERY INC.,945159739,175360,22S,CALISTOGA
STRANGE DAYS BREWING CO LLC,641061119,250342,22MS,KANSAS CITY
STRONG SPIRITS DISTILLING INC.,641524443,209294,LMS,PARKVILLE
STUMPY'S SPIRITS CO.,622363327,265258,LS,COLUMBIA
SUGAR CREEK ACQUISITION LLC,630433701,231077,22MS,MARYLAND HEIGHTS
SUGAR CREEK ACQUISITION LLC,63043,255847,LMS,MARYLAND HEIGHTS
SUGAR CREEK WINERY INC.,633413103,83275,DOMW,DEFIANCE
SUGARLANDS DISTILLING COMPANY LLC,377380000,238012,LS,GATLINBURG
SUGARMILL DISTILLERY LLC,638010000,248911,LMS,SIKESTON
SUGARMILL DISTILLING LLC,63801,265532,LMS,SIKESTON
SUNNYE RIDGE WINERY LLC,662244572,211679,LS,LEAWOOD
SURLY BREWING CO,554293940,246409,22S,BROOKLYN CENTER
SURO INTERNATIONAL IMPORTERS INC.,191036340,266212,LS,PHILADELPHIA
SURVILLE ENTERPRISES CORPORATION,33181,199100,LS,MIAMI
SUTTER HOME WINERY INC.,945742204,211974,LS,ST. HELENA
SVP WINERY LLC,934610195,176398,22S,SHANDON
"SVW, LLC",652515166,202909,22MS,FULTON
SWEETWATER BREWING COMPANY LLC,303243924,255638,22S,ATLANTA
SWEETWATER DISTILLERY LLC,63456,267365,LMS,MONROE CITY
T ELENTENY HOLDINGS LLC,100132269,219802,LS,NEW YORK
T. EDWARD WINES LTD.,10007,252773,LS,NEW YORK
"T'S REDNECK STEAKHOUSE, INC.",655367361,209105,LMS,LEBANON
TABLE BLUFF BREWING INC.,955011013,241909,22S,EUREKA
TABLE 31 IMPORTS LLC,804989209,266460,22S,SILVERTHORNE
TAFT STREET INC.,954722555,186888,22S,SEBASTOPOL
TAHWAHKARO DISTILLING COMPANY LLC,760518636,268313,LS,GRAPEVINE
TAKARA SAKE USA INC.,947101925,231015,LS,BERKELEY
TALL PINES DISTILLERY MO LLC,648540000,267633,LMS,NOEL
TASHA'S INC.,971288560,230356,22S,MCMINNVILLE
TATTERSALL COMPANIES LLC,554131451,247434,LS,MINNEAPOLIS
TAVOLO VIGNETO LLC,631236133,217148,LS,ST. LOUIS
TEMPERANCE DISTILLING COMPANY,481828900,257766,LS,TEMPERANCE
TERRA FIRMA USA INC,633014332,197952,LS,ST. CHARLES
"TERRANEO MERCHANTS, INC.",607123918,268911,LS,LINCOLNWOOD
TERRAVANT WINE COMPANY LLC,934279565,264839,22S,BUELLTON
TERRE BEAU VINEYARDS LLC,640227800,188539,22MS,DOVER
"TERREPURE KENTUCKY DISTILLERS, INC.",423011422,267492,LS,OWENSBORO
TERRESSENTIA CORPORATION,294566707,224648,LS,NORTH CHARLESTON
TGE LLC,970582905,201550,22S,THE DALLES
THINK GLOBAL LLC,931010000,237754,22S,SANTA BARBARA
THIRD LEAF WINES LLC,949651447,260157,22S,SAUSALITO
THIRTY-SEVEN LLC,954037416,266715,22S,SANTA ROSA
THIS REALM LLC,945589419,242606,22S,NAPA
THOMAS ALLEN VINEYARDS & WINERY LLC,95242,256775,22S,LODI
THOMAS FOGARTY WINERY LLC,940288156,233614,22S,PORTOLA VALLEY
THOMAS WILLIAM INC.,934650000,267491,22S,TEMPLETON
THREE RANGERS LLC,97378,263821,LS,SHERIDAN
TIE & TIMBER BEER CO LLC,658023356,250965,22MS,SPRINGFIELD
TIE & TIMBER BEER CO LLC,658023356,250983,22MS,SPRINGFIELD
TIGERS (USA) GLOBAL LOGISTICS INC.,945451122,267686,22S,HAYWARD
TIPPLE HILL WINERY LLC,644434256,223362,22MS,EASTON
TNTIKI WINES LLC,954928333,250374,22S,WINDSOR
TOLLIVER RANCH BRANDS LLC,934469616,267683,22S,PASO ROBLES
"TOM'S TOWN DISTILLING COMPANY, LLC",641081368,233107,LMS,KANSAS CITY
TOP HAT WINERY LLC,640500000,234655,DOMW,INDEPENDENCE
TOPPLING GOLIATH INC.,52101,253697,22S,DECORAH
"TORN LABEL BREWING COMPANY, LLC",641081524,227088,22MS,KANSAS CITY
"TOWE, JODY B.",920291251,248457,22S,ESCONDIDO
TRAILHEAD BREWING COMPANY LLC,633013489,85501,MICB,ST CHARLES
TREANA WINERY LLC,934466309,119659,22S,PASO ROBLES
TREASURY WINE ESTATES AMERICAS COMPANY,945586291,90464,LS,NAPA
TREFETHEN VINEYARDS WINERY INC.,945581303,63400,22S,NAPA
TRENTADUE WINERY LLC,954410000,237752,22S,GEYSERVILLE
TRI-STAR MARKETING INC.,945981531,177922,22S,WALNUT CREEK
TRI-VIN IMPORTS INC.,108017402,245380,22S,NEW ROCHELLE
TRIM WINES LLC,945581100,208525,22S,NAPA
TRIONE VINEYARDS LLC,954419310,212641,22S,GEYSERVILLE
TRIPLE SSS VENTURES LLC,656160000,241656,LMS,BRANSON
TRIPLE SSS VENTURES LLC,65616,241657,LMS,BRANSON
TRIPLE SSS VENTURES LLC,65616,267373,LMS,BRANSON
"TRUCHARD, ANTHONY M.",945599701,219430,22S,NAPA
TRULY FLORAL LLC,631193802,259255,LS,ST. LOUIS
TUCK BECKSTOFFER WINES LLC,945749664,175294,22S,ST. HELENA
TURLEY WINE CELLARS INC.,945749660,263825,22S,ST. HELENA
TURNBULL WINE CELLARS,945620029,82924,22S,OAKVILLE
TWELVE PERCENT LLC,10550,247266,22S,MOUNT VERNON
TWIN MEADOWS WINERY LLC,652632150,245559,DOMW,MADISON
TWIN OAKS VINEYARD LLC,636407340,176474,LMS,FARMINGTON
TWIN PEAKS WINERY INC.,945999471,134413,22S,YOUNTVILLE
TWISTED COPPER INC.,65616,259568,DOMW,BRANSON
TWISTED COPPER INC.,63363,259571,DOMW,NEW FLORENCE
TWISTED ROOTS LLC,631083310,252568,MICB,ST. LOUIS
"TWO BEERS BREWING CO., LLC",98134,256259,5S,SEATTLE
TWO PLUMBERS BREWERY LLC,633015806,260812,22MS,ST. CHARLES
TWO PLUMBERS BREWERY LLC,63303,266681,MICB,ST. CHARLES
"UGLY DOG DISTILLERY, LLC",48118,268007,LS,CHELSEA
UINTA BREWING COMPANY,841044215,264212,22S,SALT LAKE CITY
UMLAUT BREWING LLC,606473453,255845,22S,CHICAGO
UMPQUA WINE WORKS LLC,974703110,245174,22S,ROSEBURG
UNCLE BOBS BREWPUB LLC,657147809,269368,MICB,NIXA
UNDERGROUND WINE PROJECT LLC,993524152,252229,22S,RICHLAND
"UNION HORSE DISTILLING CO., LLC",662141520,204901,LS,LENEXA
UNITED BRANDS COMPANY INC.,921213819,258246,22S,SAN DIEGO
UNITED BRANDS LLC,337013421,267108,22S,ST. PETERSBURG
UNITED SPIRITS INC.,038652793,240011,LS,PLAISTOW
UNITED STATES BEVERAGE LLC,069025921,177074,LS,STAMFORD
UNITED STATES DISTILLED PRODUCTS CO,553712300,148641,LS,PRINCETON
UNITED WINE AND SPIRITS LLC,770186603,238001,LS,HOUSTON
URBAN CHESTNUT BREWING COMPANY INC.,631031218,196745,22MS,ST. LOUIS
URBAN CHESTNUT BREWING COMPANY INC.,631102113,220898,22MS,ST. LOUIS
URBAN CHESTNUT BREWING COMPANY INC.,631102103,240951,22MS,ST. LOUIS
USA WINE IMPORTS INC.,100132246,264054,LS,NEW YORK
USA WINE WEST LLC,949653811,208093,LS,SAUSALITO
V AND L HOLDINGS LLC,64020,247678,LMS,CONCORDIA
VALCKENBERG INTERNATIONAL INC.,60014,247297,22S,CRYSTAL LAKE
VALHALLA IMPORTS LLC,98115,251752,LS,SEATTLE
VAN DUZER VINEYARDS LLC,973389339,122006,22S,DALLAS
VAN TILL AGRI LANDS LLP,640848275,227716,22MS,RAYVILLE
VANCE VINEYARD & WINERY LLC,636458557,175305,LMS,FREDERICKTOWN
VANDER MILL LLC,495032011,250888,22S,GRAND RAPIDS
VCH LLC,630174806,200784,22MS,CHESTERFIELD
VCH LLC,631416443,219576,22MS,CREVE COEUR
VEN-CAL RANCHES LLC,945580141,210056,22S,OAKVILLE
VENGE VINEYARDS INC.,94515,268159,22S,CALISTOGA
"VENGE, NILS",954510000,251688,22S,KELSEYVILLE
VENTURE MACDUFF LLC,989449771,268910,22S,SUNNYSIDE
VERMEIL WINE GROUP LLC,945150000,190916,22S,CALISTOGA
VERMONT HARD CIDER COMPANY LLC,057531477,253899,22S,MIDDLEBURY
VIADER VINEYARDS INC.,945769715,249116,22S,DEER PARK
VIANDEL VINEYARD LLC,655488092,256334,22MS,MOUNTAIN VIEW
VIANELLO IMPORTS LLC,662141732,219644,22S,OVERLAND PARK
VIAS IMPORTS LTD.,100013565,67068,LS,NEW YORK
VIEUX VINS INC.,940051241,183331,22S,BRISBANE
VILLA ANTONIO LTD,630503818,128210,DOMW,HILLSBORO
VILLA ANTONIO LTD.,63050,260867,MICB,HILLSBORO
VIN DIVINO LTD.,606420000,225276,LS,CHICAGO
VINAMERICAS INC.,331384663,217477,LS,MIAMI
VINE CONNECTIONS LLC,949651433,259447,LS,SAUSALITO
"VINEBURG, LLC",954769615,186234,22S,SONOMA
VINEYARD BRANDS LLC,352034036,211124,LS,BIRMINGHAM
"VINEYARD 29, LLC",945749701,192480,22S,ST. HELENA
VINIFERA IMPORTS LTD,117796801,149306,22S,RONKONKOMA
VINO DEL SOL INC.,934465976,188268,22S,PASO ROBLES
VINO LOGICS CORPORATION,025363978,241906,22S,EAST FALMOUTH
VINO.COM LLC,294647960,127310,LS,MT. PLEASANT
VINOCOPIA INC.,554232707,248158,22S,MINNEAPOLIS
"VINOTECA, INC.",630432511,200848,22S,MARYLAND HEIGHTS
VINOVIA WINE GROUP INC.,926880000,226320,22S,RANCHO SANTA MARGARITA
VINTAGE '59 IMPORTS LLC,200151336,213185,LS,WASHINGTON
"VINTAGE IMPORTS, LLC",802073713,260423,22S,DENVER
VINTAGE WINE ESTATES INC.,954038258,260940,LS,SANTA ROSA
"VINTAGES, VINES AND WINE LLC",954096494,256390,22S,SANTA ROSA
VINTEGRITY LLC,641201223,205437,LS,KANSAS CITY
VINTELL INC.,726329355,239577,LS,EUREKA SPRINGS
VINTUS LLC,105702943,210751,LS,PLEASANTVILLE
VISION WINE & SPIRITS LLC,02780,245590,LS,TAUNTON
VISION 29:11 INC.,630503534,233036,22MS,HILLSBORO
"VOLIO VINO IMPORTS, INC.",802064310,268771,22S,DENVER
VON JAKOB VINEYARD LTD.,629752554,171930,22S,POMONA
VOTTO VINES IMPORTING INC.,065140000,234521,22S,HAMDEN
"VOX VINEYARDS, INC.",641532698,218851,DOMW,KANSAS CITY
VWS MO LLC,641113667,267602,LS,KANSAS CITY
W.J. DEUTSCH & SONS LTD.,069013435,115904,LS,STAMFORD
WAGES LIMITED LLC,657750000,238655,MICB,WEST PLAINS
WAGNER WINE COMPANY LLC,945340000,208523,22S,FAIRFIELD
"WARROOM VENTURES, LLC",934530000,269610,22S,SANTA MARGARITA
WARSTEINER IMPORTERS AGENCY INC.,450693846,237705,22S,WEST CHESTER
WASHINGTON VINTNERS LLC,993621810,217173,22S,WALLA WALLA
WATERTOWER WINERY LLC,636708604,231329,22MS,STE. GENEVIEVE
WAYBAR INC.,630712593,265303,22MS,RICHWOODS
WC SPIRITS LLC,913012609,267185,LS,AGOURA HILLS
"WEBB, CLETIS L.",651095374,218353,DOMW,JEFFERSON CITY
WEBSTER BARNES LLC,33435,256954,22S,BOYNTON BEACH
WEIBEL INC.,952400860,211676,22S,LODI
WEIN-BAUER INC.,601311215,48799,LS,FRANKLIN PARK
WEINGARTEN VINEYARD LLC,636708514,194981,22MS,STE. GENEVIEVE
WEISS HOLDINGS LLC,650411148,244241,LMS,HERMANN
WELL OILED WINE COMPANY LLC,200075208,250960,22S,WASHINGTON
WELLSPENT BREWING COMPANY LLC,631030000,247783,22MS,ST. LOUIS
WELPMAN SPRINGS BREWING COMPANY LLC,650780000,237585,22MS,STOVER
WENWOOD FARM WINERY LLC,650142023,133323,22MS,BLAND
WEST COAST WINE PARTNERS LLC,945592129,210753,22S,NAPA
"WEST WINERY, LLC",635521654,169190,DOMW,MACON
"WEST WINERY, LLC",635521654,170567,22MS,MACON
WESTERN SPIRITS BEVERAGE COMPANY LLC,830140000,186352,LS,WILSON
"WESTPHALIA WINERY, LLC",650850000,164317,DOMW,WESTPHALIA
"WESTPHALIA WINERY, LLC",65085,179362,DOMW,WESTPHALIA
WEYGANDT-METZLER IMPORTING LTD.,193750000,78717,22S,UNIONVILLE
WG BARR BEVERAGE COMPANY LP,945741761,254444,22S,ST. HELENA
WHISKEY RUN CREEK VINEYARD & WINERY LLC,683216109,266458,22S,BROWNVILLE
WHISTLING SPRINGS BREWING COMPANY LLC,657458216,239366,MICB,SELIGMAN
WHITE RIVER BREWING COMPANY LLC,658032631,264083,MICB,SPRINGFIELD
WHITE ROOSTER FARMHOUSE BREWERY LLC,622861667,258310,22S,SPARTA
WHYTE AND MACKAY (AMERICAS) LIMITED LLC,100017607,203973,LS,NEW YORK
WI INC.,299283025,180436,22S,HILTON HEAD ISLAND
"WICHITA BREWING COMPANY PRODUCTIONS, LLC",672114327,269817,22S,WICHITA
WIEDERKEHR WINE CELLARS INC.,728219037,255248,22S,WIEDERKEHR VILLAGE
WILLIAM COLE VINEYARDS LLC,945749655,269668,22S,ST. HELENA
WILLIAM GRANT & SONS INC.,088373620,13884,LS,EDISON
WILLIAMS & SELYEM LLC,95448,244009,22S,HEALDSBURG
WILSON CREEK WINERY & VINEYARDS INC.,925915088,217969,22S,TEMECULA
WILSON DANIELS LLC,94559,228049,LS,NAPA
WIN IT TOO INC.,019492285,177511,LS,MIDDLETON
"WINE ATTITUDE, INC.",799124509,268772,22S,EL PASO
WINE COUNTRY INTERNATIONAL INC.,333111504,250601,22S,OAKLAND PARK
WINE CREEK LLC,954489721,179421,22S,HEALDSBURG
WINE GROUP INC.,953778106,13960,LS,TRACY
WINE HOOLIGANS LLC,954032000,223488,22S,SANTA ROSA
"WINE SOURCE INC., THE",902481913,217754,22S,GARDENA
WINEBOW INC.,070589212,224316,LS,PINE BROOK
WINERY DIRECT LLC,660463048,243232,22S,LAWRENCE
"WINERY EXCHANGE, INC.",949476921,139991,LS,NOVATO
WINESELLERS LTD.,607143808,14098,22S,NILES
WISD LLC,331335459,239777,22S,MIAMI
WOOD HAT SPIRITS LLC,633632500,214428,LMS,NEW FLORENCE
WOODEN SHIPS WINES INC.,11716,245592,22S,BOHEMIA
"WOODMAR GROUP LLC, THE",945071494,177512,22S,ALAMO
WOODSMEN LLC,652570000,239481,LMS,HIGBEE
WOODWARD CANYON WINERY INC.,993609710,187326,22S,LOWDEN
"WOOLER BRANDS, INC.",930035620,247627,LS,VENTURA
WOORISOOL CORP.,60007,269670,LS,ELK GROVE VILLAGE
WORLD'S END LLC,945031298,265757,22S,AMERICAN CANYON
WORLDWIDE CELLARS INC.,554211138,186602,22S,FRIDLEY
WORLDWIDE LIBATIONS LLC,070597153,250635,LS,WARREN
YAHARA BAY DISTILLERS INC.,537191947,185886,LS,FITCHBURG
YUMIX LLC,787532650,264578,LS,AUSTIN
ZEPHYR SPIRITS INC.,803012728,269330,LS,BOULDER
ZINKE FAMILY WINES LLC,934360000,267186,22S,LOMPOC
ZIPLINE BREWING CO. LLC,685221027,235467,22S,LINCOLN
"ZONIN U.S.A., INC.",33180,140342,22S,AVENTURA
1ST AND 4TH INDUSTRIES LLC,65806,261407,MICB,SPRINGFIELD
21ST CENTURY SPIRITS LLC,900401822,171569,LS,COMMERCE
22 HUNDRED CELLARS INC.,934465910,223936,22S,PASO ROBLES
24 SEVEN MO INC.,63045,248420,22S,EARTH CITY
24 SEVEN MO INC.,63042,267324,22S,HAZELWOOD
3 BADGE BEVERAGE CORP.,954767014,200116,LS,SONOMA
3 TRAILS BREWING LLC,640502803,263496,22MS,INDEPENDENCE
3HALVES BREWING COMPANY LLC,64068,265774,MICB,LIBERTY
4 BY 4 BREWING COMPANY LLC,658044601,248131,MICB,SPRINGFIELD
4 HANDS BREWING COMPANY LLC,631043610,247117,LMS,ST. LOUIS
4 NOSES BREWING COMPANY LLC,800212522,260619,22S,BROOMFIELD
618SPIRITS LLC,63005,262881,LS,CHESTERFIELD
7C'S WINERY LLC,657708394,182330,DOMW,WALNUT GROVE
8 VINI INC.,945770000,216956,22S,SAN LEANDRO
801 DEGREES WOOD FIRED PIZZA & BREWERY,62269,255157,22S,O'FALLON
