Reporting Area,MMWR Year,MMWR Week,"Arboviral diseases, Jamestown Canyon virus disease, Current week","Arboviral diseases, Jamestown Canyon virus disease, Current week, flag","Arboviral diseases, Jamestown Canyon virus disease, Previous 52 weeks Max†","Arboviral diseases, Jamestown Canyon virus disease, Previous 52 weeks Max†, flag","Arboviral diseases, Jamestown Canyon virus disease, Cum 2020†","Arboviral diseases, Jamestown Canyon virus disease, Cum 2020†, flag","Arboviral diseases, Jamestown Canyon virus disease, Cum 2019†","Arboviral diseases, Jamestown Canyon virus disease, Cum 2019†, flag","Arboviral diseases, La Crosse virus disease, Current week","Arboviral diseases, La Crosse virus disease, Current week, flag","Arboviral diseases, La Crosse virus disease, Previous 52 weeks Max†","Arboviral diseases, La Crosse virus disease, Previous 52 weeks Max†, flag","Arboviral diseases, La Crosse virus disease, Cum 2020†","Arboviral diseases, La Crosse virus disease, Cum 2020†, flag","Arboviral diseases, La Crosse virus disease, Cum 2019†","Arboviral diseases, La Crosse virus disease, Cum 2019†, flag","Arboviral diseases, Powassan virus disease, Current week","Arboviral diseases, Powassan virus disease, Current week, flag","Arboviral diseases, Powassan virus disease, Previous 52 weeks Max†","Arboviral diseases, Powassan virus disease, Previous 52 weeks Max†, flag","Arboviral diseases, Powassan virus disease, Cum 2020†","Arboviral diseases, Powassan virus disease, Cum 2020†, flag","Arboviral diseases, Powassan virus disease, Cum 2019†","Arboviral diseases, Powassan virus disease, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
TENNESSEE,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,2,,,-,,-,,-,1,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
MASSACHUSETTS,2020,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,2,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201648,
INDIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
NORTH DAKOTA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,1,,,-,1,,,-,1,,,-,,-,,-,3,,,-,1,,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,0,,,-,,-,,-,2,,1,,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,,-,3,,,-,,-,,-,3,,,-,,-,,-,2,,,-,,-,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
TOTAL,2020,15,,-,4,,,-,1,,,-,6,,,-,,-,,-,4,,,-,1,,,TOTAL,20201570,
US RESIDENTS,2020,15,,-,4,,,-,1,,,-,6,,,-,,-,,-,4,,,-,1,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,1,,,-,1,,,-,1,,,-,,-,,-,3,,,-,1,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,3,,,-,,-,,-,3,,,-,,-,,-,2,,,-,,-,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,2,,,-,,-,,-,1,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,2,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
TOTAL,2020,17,,-,4,,,-,1,,,-,6,,1,,,-,,-,4,,,-,1,,,TOTAL,20201770,
US RESIDENTS,2020,17,,-,4,,,-,1,,,-,6,,1,,,-,,-,4,,,-,1,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201743,
MARYLAND,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,,-,0,,,-,,-,,-,3,,1,,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,2,,,-,,-,,-,1,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
