Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
284998,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,406,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
284999,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,408,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
285001,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,500,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
285009,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,1023,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285011,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,401,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
285012,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,915,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285013,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,917,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285014,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,919,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285038,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,502,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
285043,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,504,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
285044,Issued,08/12/2002,08/12/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/12/2002,506,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
285234,Issued,08/14/2002,08/14/2002,,CR-2003-01857,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/14/2002,1022,,PLEASANT,CIR,,ROCKVILLE,MD,20850
285462,Issued,08/16/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,1107,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285463,Issued,08/16/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/16/2002,1113,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285465,Issued,08/16/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/16/2002,1109,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285466,Issued,08/16/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/16/2002,1111,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285467,Issued,08/16/2002,08/16/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/16/2002,1115,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285468,Issued,08/16/2002,08/16/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/16/2002,1117,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
285961,Finaled,08/22/2002,08/22/2002,08/22/2002,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,301,,RIDGEMONT,DR,,ROCKVILLE,MD,20850
285962,Finaled,08/22/2002,08/22/2002,08/22/2002,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,303,,RIDGEMONT,DR,,ROCKVILLE,MD,20850
285963,Finaled,08/22/2002,08/22/2002,08/22/2002,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,305,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
285964,Issued,08/22/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,307,,RIDGEMONT,DR,,ROCKVILLE,MD,20850
285965,Issued,08/22/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,309,,RIDGEMONT,DR,,ROCKVILLE,MD,20850
285966,Issued,08/22/2002,08/22/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,312,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
285967,Issued,08/22/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,314,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
285968,Issued,08/22/2002,08/22/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,08/22/2002,316,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
286775,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,307,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286777,Issued,09/04/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,309,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
286778,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,311,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
286784,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,301,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
286785,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,303,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
286786,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,305,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
286790,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,501,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286791,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,503,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286792,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,505,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286793,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,507,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286794,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,403,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286795,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,,,,,,,,
286796,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,407,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286797,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,409,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
286809,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,,,,,,,,
286810,Finaled,09/04/2002,09/05/2002,04/17/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,,,,,,,,
286811,Issued,09/04/2002,09/05/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/05/2002,304,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
286883,Issued,09/05/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,PAID,09/09/2002,213,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287133,Issued,09/09/2002,09/10/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,902,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287134,Finaled,09/09/2002,09/10/2002,09/10/2002,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,904,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287135,Issued,09/09/2002,09/10/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,906,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287136,Issued,09/09/2002,09/10/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,908,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287137,Issued,09/09/2002,09/10/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,910,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287138,Finaled,09/09/2002,09/10/2002,09/10/2002,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/10/2002,912,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
287435,Issued,09/12/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/12/2002,731,W,MONTGOMERY,AVE,,ROCKVILLE,MD,20850
287592,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,208,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
287594,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,206,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
287595,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,204,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
287596,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,202,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
287597,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,203,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287598,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,205,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287599,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,207,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287600,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,209,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287601,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,211,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287602,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,204,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287603,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,206,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287604,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,208,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
287605,Issued,09/16/2002,11/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, METRO STATION POLICY AREA",262.50,UNPAID,,210,,POPLAR SPRING,RD,,ROCKVILLE,MD,20850
288482,Issued,09/24/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/24/2002,1017,,PLEASANT,CIR,,ROCKVILLE,MD,20850
288484,Issued,09/24/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/24/2002,1019,,PLEASANT,CIR,,ROCKVILLE,MD,20850
288485,Issued,09/24/2002,09/26/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,09/24/2002,1107,,PLEASANT,CIR,,ROCKVILLE,MD,20850
288810,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1012,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288812,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1014,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288813,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1016,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288815,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1018,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288816,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1020,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288817,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1022,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
288818,Issued,09/27/2002,10/14/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/14/2002,1024,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
289071,Issued,10/01/2002,10/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/01/2002,313,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
289073,Issued,10/01/2002,10/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/01/2002,315,,GARDEN VIEW,SQ,,ROCKVILLE,MD,20850
289074,Issued,10/01/2002,10/01/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/01/2002,317,,GARDEN VIEW,WAY,,ROCKVILLE,MD,20850
290573,Issued,10/21/2002,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,UNPAID,,702,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
290574,Issued,10/21/2002,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,UNPAID,,704,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
290575,Issued,10/22/2002,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,UNPAID,,706,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
290584,Issued,10/22/2002,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,UNPAID,,708,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
290586,Issued,10/22/2002,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,UNPAID,,710,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
291306,Issued,10/30/2002,10/30/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,10/30/2002,518,,BEALL,AVE,,ROCKVILLE,MD,20850
293810,Issued,12/04/2002,12/04/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,12/04/2002,1013,,RESERVE CHAMPION,DR,,ROCKVILLE,MD,20850
293811,Issued,12/04/2002,12/04/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,12/04/2002,1015,,RESERVE CHAMPION,DR,,ROCKVILLE,MD,20850
293812,Issued,12/04/2002,12/04/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,12/04/2002,1017,,RESERVE CHAMPION,DR,,ROCKVILLE,MD,20850
293813,Issued,12/04/2002,12/04/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,12/04/2002,1019,,RESERVE CHAMPION,DR,,ROCKVILLE,MD,20850
293814,Issued,12/04/2002,12/04/2002,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",525.00,PAID,12/04/2002,1021,,RESERVE CHAMPION,DR,,ROCKVILLE,MD,20850
296793,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1106,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
