Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,Street Address2,City,State,Zip,Location1
11/01/2018 12:00:00 AM,13676.14,4102.84,12/27/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
03/01/2018 12:00:00 AM,13658.65,4097.59,04/16/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
02/01/2019 12:00:00 AM,95.00,28.50,03/26/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
07/01/2019 12:00:00 AM,2915.00,874.50,08/03/2019,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
03/01/2018 12:00:00 AM,237.50,71.25,04/18/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
03/01/2018 12:00:00 AM,166.25,49.87,04/04/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
02/01/2019 12:00:00 AM,14680.60,4404.18,03/07/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2018 12:00:00 AM,46264.27,13879.28,04/20/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
07/01/2019 12:00:00 AM,10836.66,3250.99,08/06/2019,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
03/01/2018 12:00:00 AM,0.00,0.00,04/25/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2018 12:00:00 AM,23.04,6.91,04/25/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
03/01/2018 12:00:00 AM,23110.37,6933.11,04/26/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
03/01/2018 12:00:00 AM,6089.03,1826.70,04/13/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2018 12:00:00 AM,1467.10,440.13,04/24/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
03/01/2018 12:00:00 AM,68498.96,20549.68,04/18/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
03/01/2018 12:00:00 AM,1041.73,312.51,04/13/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
03/01/2018 12:00:00 AM,3854.12,1156.23,04/07/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
04/01/2018 12:00:00 AM,0.00,0.00,05/04/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
03/01/2018 12:00:00 AM,789.43,236.82,04/30/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
03/01/2018 12:00:00 AM,3170.00,951.00,04/28/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
03/01/2018 12:00:00 AM,934.00,280.20,04/30/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
03/01/2018 12:00:00 AM,5965.00,1789.50,05/01/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
04/01/2018 12:00:00 AM,118.75,35.62,05/02/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
04/01/2018 12:00:00 AM,658.55,197.56,05/02/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
04/01/2018 12:00:00 AM,0.00,0.00,05/10/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
04/01/2018 12:00:00 AM,14727.00,4418.10,05/07/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
04/01/2018 12:00:00 AM,701.16,210.34,05/10/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
04/01/2018 12:00:00 AM,0.00,0.00,05/14/2018,"Core-Mark Distributors, Inc.",P.O. Box 21009,C/O JTD Div.,Seattle,WA,98111,"P.O. Box 21009
Seattle, WA 98111"
04/01/2018 12:00:00 AM,47.50,14.25,05/16/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
04/01/2018 12:00:00 AM,10118.45,3035.53,05/16/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
04/01/2018 12:00:00 AM,521.60,156.48,05/17/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
04/01/2018 12:00:00 AM,0.00,0.00,05/24/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
06/01/2018 12:00:00 AM,9425.98,2827.79,07/19/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
06/01/2018 12:00:00 AM,43409.98,13022.99,07/20/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
06/01/2018 12:00:00 AM,3135.88,940.76,07/07/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
02/01/2019 12:00:00 AM,7374.90,2212.47,03/28/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
06/01/2018 12:00:00 AM,0.00,0.00,07/26/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
06/01/2016 12:00:00 AM,769.47,230.84,07/12/2016,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
11/01/2018 12:00:00 AM,93580.50,28074.15,12/05/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
11/01/2018 12:00:00 AM,14885.76,4465.72,12/07/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
11/01/2018 12:00:00 AM,95.00,28.50,12/28/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
11/01/2018 12:00:00 AM,216444.70,64933.41,12/07/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
07/01/2018 12:00:00 AM,295.50,88.65,08/19/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
04/01/2019 12:00:00 AM,2377.64,713.29,05/17/2019,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
12/01/2017 12:00:00 AM,0.00,0.00,01/15/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
09/01/2018 12:00:00 AM,0.00,0.00,10/19/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
05/01/2018 12:00:00 AM,0.00,0.00,06/19/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
05/01/2017 12:00:00 AM,456.76,137.02,06/07/2017,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
11/01/2017 12:00:00 AM,144.97,43.49,12/18/2017,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
04/01/2017 12:00:00 AM,736.83,221.04,05/15/2017,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
04/01/2016 12:00:00 AM,857.83,257.34,05/17/2016,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
12/01/2018 12:00:00 AM,138.13,41.43,01/14/2019,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
01/01/2016 12:00:00 AM,102.07,30.62,02/11/2016,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
09/01/2016 12:00:00 AM,97.57,29.27,10/11/2016,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
01/01/2018 12:00:00 AM,0.00,0.00,02/19/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
07/01/2019 12:00:00 AM,0.00,0.00,08/13/2019,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
11/01/2019 12:00:00 AM,6540.00,1962.00,12/30/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
11/01/2019 12:00:00 AM,25068.34,7520.50,12/18/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
11/01/2019 12:00:00 AM,10567.25,3170.17,12/13/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2020 12:00:00 AM,0.00,0.00,04/16/2020,SAMS EAST INC,705 SW 8th Street,ATTN: TOBACCO TAX,Bentonville,AR,72716-0555,"705 SW 8th Street
Bentonville, AR 72716-0555
(36.364273, -94.216894)"
03/01/2020 12:00:00 AM,2459.00,737.70,04/16/2020,"RJR Vapor Co., LLC",P.O. Box 2959,,Winston Salem,NC,27101-2959,"P.O. Box 2959
Winston Salem, NC 27101-2959"
03/01/2020 12:00:00 AM,0.00,0.00,04/22/2020,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
04/01/2018 12:00:00 AM,43976.47,13192.94,05/21/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
06/01/2019 12:00:00 AM,0.00,0.00,08/16/2019,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
04/01/2018 12:00:00 AM,3138.04,941.41,05/11/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
06/01/2018 12:00:00 AM,621.08,186.32,07/23/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
04/01/2018 12:00:00 AM,0.00,0.00,06/01/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
03/01/2020 12:00:00 AM,0.00,0.00,04/22/2020,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
11/01/2018 12:00:00 AM,3490.00,1047.00,12/31/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
04/01/2018 12:00:00 AM,17562.67,5268.80,05/29/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
04/01/2018 12:00:00 AM,79021.46,23706.43,05/18/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
06/01/2018 12:00:00 AM,4406.74,1322.02,07/24/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
04/01/2018 12:00:00 AM,6936.88,2081.06,05/09/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
04/01/2018 12:00:00 AM,579.00,173.70,05/29/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
04/01/2018 12:00:00 AM,17210.81,5163.24,05/02/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
06/01/2018 12:00:00 AM,154727.00,46418.10,07/17/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
04/01/2018 12:00:00 AM,6550.00,1965.00,05/31/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
04/01/2018 12:00:00 AM,92.17,27.65,05/31/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
04/01/2018 12:00:00 AM,562.76,168.82,05/31/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
05/01/2018 12:00:00 AM,15061.12,4518.33,06/02/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
05/01/2018 12:00:00 AM,662.33,198.69,06/05/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
05/01/2018 12:00:00 AM,600.00,180.00,06/11/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
05/01/2018 12:00:00 AM,95.00,28.50,06/11/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
05/01/2018 12:00:00 AM,1274.00,382.20,06/13/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
04/01/2018 12:00:00 AM,1394.00,418.20,06/13/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
04/01/2018 12:00:00 AM,3297.00,989.10,06/13/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
05/01/2018 12:00:00 AM,0.00,0.00,06/18/2018,"Core-Mark Distributors, Inc.",P.O. Box 21009,C/O JTD Div.,Seattle,WA,98111,"P.O. Box 21009
Seattle, WA 98111"
05/01/2018 12:00:00 AM,947.93,284.37,06/14/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
10/01/2017 12:00:00 AM,0.00,0.00,11/17/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
09/01/2016 12:00:00 AM,0.00,0.00,10/10/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
05/01/2017 12:00:00 AM,0.00,0.00,06/20/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
06/01/2016 12:00:00 AM,0.00,0.00,07/15/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
02/01/2018 12:00:00 AM,0.00,0.00,03/20/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
06/01/2018 12:00:00 AM,46900.20,14070.06,07/05/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
06/01/2018 12:00:00 AM,4744.49,1423.34,07/10/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
11/01/2018 12:00:00 AM,46.08,13.82,12/31/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
03/01/2020 12:00:00 AM,0.00,0.00,04/22/2020,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
07/01/2019 12:00:00 AM,38267.29,11480.18,08/15/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
02/01/2019 12:00:00 AM,3205.89,961.76,03/16/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
02/01/2019 12:00:00 AM,73955.77,22186.73,03/01/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
02/01/2019 12:00:00 AM,3645.00,1093.50,03/29/2019,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
02/01/2019 12:00:00 AM,162026.83,48608.04,03/11/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
07/01/2019 12:00:00 AM,122592.74,36777.82,08/02/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
07/01/2019 12:00:00 AM,190.00,57.00,08/01/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
11/01/2019 12:00:00 AM,2684.68,805.40,12/15/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
12/01/2019 12:00:00 AM,2496.60,748.98,01/02/2020,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
12/01/2019 12:00:00 AM,0.00,0.00,01/08/2020,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
12/01/2019 12:00:00 AM,15985.35,4795.60,01/10/2020,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
12/01/2019 12:00:00 AM,0.00,0.00,01/14/2020,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
12/01/2019 12:00:00 AM,0.00,0.00,01/16/2020,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
12/01/2019 12:00:00 AM,2705.04,811.51,01/14/2020,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
05/01/2016 12:00:00 AM,0.00,0.00,06/17/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
03/01/2016 12:00:00 AM,212.65,63.79,04/14/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
02/01/2016 12:00:00 AM,0.00,0.00,03/16/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
04/01/2016 12:00:00 AM,0.00,0.00,05/18/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
04/01/2017 12:00:00 AM,0.00,0.00,05/18/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
02/01/2017 12:00:00 AM,0.00,0.00,03/15/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
11/01/2017 12:00:00 AM,210.00,63.00,12/19/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
06/01/2017 12:00:00 AM,0.00,0.00,07/16/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
09/01/2017 12:00:00 AM,0.00,0.00,10/17/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
12/01/2019 12:00:00 AM,288.16,86.45,01/14/2020,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
12/01/2019 12:00:00 AM,476.90,143.07,01/16/2020,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
12/01/2019 12:00:00 AM,0.00,0.00,01/22/2020,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
08/01/2016 12:00:00 AM,32.50,9.75,09/16/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
03/01/2017 12:00:00 AM,0.00,0.00,04/19/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
05/01/2018 12:00:00 AM,0.00,0.00,06/19/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
07/01/2017 12:00:00 AM,0.00,0.00,08/16/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
